locus_tag	common gene name	strand	start	end	25C
SL1344_1788		+	1913364	1913633	10
STnc1130		-	1913755	1913615	38
SL1344_1789		+	1913799	1914048	22
SL1344_1790		-	1914085	1915279	1
SL1344_1791		+	1915403	1915771	2
STnc3640		+	1915824	1916082	28
SL1344_1792		-	1916257	1916457	3
SL1344_1793	pagO	+	1917075	1917989	4
SL1344_1794		+	1918122	1918280	1
SL1344_1795		+	1918290	1918904	1
SL1344_1796		-	1919231	1919377	0
SL1344_1797	pagM	-	1919657	1919839	4
SL1344_1798		+	1920177	1920299	1
SL1344_1799	pagK	+	1920747	1920947	13
SL1344_1800	mig-3	-	1921044	1921925	1
SL1344_1801		-	1922080	1922343	1
SL1344_1802		+	1922651	1922818	37
SL1344_1803		-	1923075	1923608	1
SL1344_1804		-	1923662	1923892	1
SL1344_1805		+	1923923	1924576	0
SL1344_1806		+	1924594	1925490	2
SraC		+	1925543	1925853	219
SdsR		-	1925723	1925621	1447
SL1344_1807		-	1925864	1926217	49
SL1344_1808		-	1926234	1927109	57
SL1344_1809	yobA	-	1927110	1927490	30
SL1344_1810	holE	+	1927622	1927852	139
SL1344_1811		+	1927960	1928616	18
SL1344_1812	exoX	+	1928640	1929338	20
SL1344_1813	opdB	-	1929373	1931424	10
STnc1690		+	1931455	1931546	102
SL1344_1814	yebE	-	1931637	1932296	26
SL1344_1815	yebF	-	1932390	1932743	96
SL1344_1816	yebG	-	1932811	1933101	54
SL1344_1817	purT	+	1933232	1934410	4
SL1344_1818	eda	-	1934510	1935151	27
SL1344_1819	edd	-	1935189	1937000	8
SL1344_1820	zwf	-	1937235	1938710	46
STnc200		-	1937244	1937130	85
SL1344_1821	hexR	+	1939052	1939921	32
SL1344_1822	pykA	+	1940045	1941487	43
SL1344_1823	msbB	-	1941560	1942531	50
SL1344_1824	yebA	-	1942648	1943967	68
SL1344_1825	znuA	-	1943983	1944984	50
SL1344_1826	znuC	+	1945006	1945761	16
SL1344_1827	znuB	+	1945758	1946543	16
SL1344_1828	ruvB	-	1946622	1947551	27
SL1344_1829	ruvA	-	1947641	1948252	52
SL1344_1830		+	1948585	1949567	0
SL1344_1830A		-	1949628	1950061	1
SL1344_1832	yebB	+	1950194	1950793	3
SL1344_1833	ruvC	-	1950795	1951316	121
SL1344_1834	yebC	-	1951353	1952093	82
SL1344_1835	ntpA	-	1952123	1952575	171
SL1344_1836	aspS	-	1952678	1954450	86
SL1344_1837	yecD	+	1954775	1955341	12
SL1344_1838	yecE	+	1955338	1956156	7
SL1344_1839	yecN	+	1956209	1956604	67
SL1344_1840	yecO	+	1956645	1957388	61
SL1344_1841	yecP	+	1957385	1958356	42
SL1344_1842	cutC	-	1958592	1959338	13
RyeF		-	1958819	1958513	21
SL1344_1843	yecM	-	1959358	1959927	17
SL1344_1844	argS	+	1960164	1961897	52
SL1344_1845		+	1962086	1963957	2
SL1344_1846		-	1964011	1965150	9
SL1344_1847	flhE	-	1965387	1965779	33
SL1344_1848	flhAa	-	1965779	1967857	39
SL1344_1849	flhB	-	1967850	1969001	92
SL1344_1850	cheZ	-	1969195	1969839	137
SL1344_1851	cheY	-	1969850	1970239	148
SL1344_1852	cheB	-	1970257	1971306	71
SL1344_1853	cheR	-	1971303	1972169	69
SL1344_1854	cheM	-	1972323	1973984	85
SL1344_1855	cheW	-	1974221	1974724	222
SL1344_1856	cheA	-	1974745	1976760	103
SL1344_1857	motB	-	1976765	1977694	100
SL1344_1858	motA	-	1977691	1978521	107
SL1344_1859	flhC	-	1978703	1979281	139
SL1344_1860	flhD	-	1979284	1979634	125
SL1344_1861	yecG	+	1980421	1980849	16
SL1344_1862	otsA	-	1980867	1982288	6
SL1344_1863	otsB	-	1982263	1983066	4
SL1344_1864	araH	-	1983700	1984257	5
SL1344_1865	ftnB	+	1984808	1985311	5
SL1344_1866		-	1985490	1986128	5
SL1344_1867		+	1986384	1986719	225
SL1344_1868	ftn	+	1986959	1987456	172
SL1344_1869	yecH	-	1987502	1987741	3
SL1344_1870	tyrP	+	1987968	1989179	30
SL1344_1871	yecA	-	1989254	1989919	50
SL1344_1872		-	1990157	1990462	76
SL1344_1873		-	1990696	1992135	8
SL1344_1874		-	1992348	1992680	83
SL1344_1874A		-	1992726	1992853	21
STnc2180		-	1992913	1992863	10252
SL1344_1875	pgsA	-	1993381	1993929	83
SL1344_1876	uvrC	-	1993986	1995818	43
SL1344_1877	sirA	-	1995815	1996471	182
SL1344_1878	yecF	+	1996935	1997159	674
SL1344_1879	sdiA	-	1997226	1997948	44
SL1344_1880	yecC	-	1998180	1998932	18
SL1344_1881	yecS	-	1998929	1999597	14
SL1344_1882	dcyD	-	1999618	2000604	10
SL1344_1883	fliY	-	2000758	2001558	65
SL1344_1884	fliZ	-	2001705	2002256	115
SL1344_1885	fliA	-	2002315	2003034	333
SL1344_1886	tnpA_2b	-	2003303	2003812	0
SL1344_1887	fliB	-	2003942	2005147	59
SL1344_1888	fliC	-	2005226	2006713	694
SL1344_1889	fliD	+	2006970	2008373	248
SL1344_1890	fliS	+	2008388	2008795	255
SL1344_1891	fliT	+	2008795	2009163	184
SL1344_1892	amyA	+	2009235	2010719	10
SL1344_1893	yedD	-	2010759	2011184	46
SL1344_1894	yedE	+	2011310	2012575	14
SL1344_1895	yedF	+	2012572	2012805	10
SL1344_1896		+	2013070	2013456	4
SL1344_1897	fliE	-	2013576	2013890	216
SL1344_1898	fliF	+	2014107	2015789	91
SL1344_1899	fliG	+	2015782	2016777	119
SL1344_1900	fliH	+	2016770	2017477	105
SL1344_1901	fliI	+	2017477	2018847	86
SL1344_1902	fliJ	+	2018869	2019312	77
SL1344_1903	fliK	+	2019309	2020526	69
SL1344_1904	fliL	+	2020631	2021098	148
SL1344_1905	fliM	+	2021103	2022107	132
SL1344_1906	fliN	+	2022104	2022517	129
SL1344_1907	fliO	+	2022517	2022894	106
SL1344_1908	fliP	+	2022894	2023631	77
SL1344_1909	fliQ	+	2023641	2023910	65
SL1344_1910	fliR	+	2023919	2024713	42
SL1344_1911	rcsA	+	2024995	2025618	11
SL1344_1912	dsrB	-	2025657	2025851	108
SL1344_1913	yodD	+	2025980	2026207	7
DsrA		-	2026302	2026216	1076
SL1344_1914	mngB	+	2026517	2027332	1
SL1344_1915	gcpA	-	2027311	2029023	10
SL1344_1916		-	2029188	2029373	99
SL1344_1917	yedI	-	2029450	2030361	22
SL1344_1918	yedA	+	2030537	2031457	7
SL1344_1919	vsr	-	2031446	2031916	14
SL1344_1920	dcm	-	2031897	2033327	26
SL1344_1921	yedJ	-	2033401	2034096	8
SL1344_1922		-	2034188	2034487	11
RseX		+	2034743	2034837	3
SL1344_1923	ompS	+	2035137	2036333	3
SL1344_1924	cspB	-	2036793	2037005	266
SL1344_1925	umuC	-	2037460	2038728	5
SL1344_1926	umuD	-	2038731	2039150	5
SL1344_1927		-	2039277	2039438	1
SL1344_1927A		-	2039416	2039658	18
STnc1280		+	2039984	2040056	398
SL1344_1927B		-	2040072	2040263	34
SL1344_1928		+	2040503	2041510	15
SL1344_1929		-	2041795	2042394	3
SL1344_1930		-	2042364	2043959	2
SL1344_1931		-	2043913	2044500	1
SL1344_1932		-	2044503	2045024	1
SL1344_1933		-	2045059	2045604	3
SL1344_1934		-	2045576	2045989	1
SL1344_1935		-	2045994	2046527	2
SL1344_1936		-	2046527	2047585	2
SL1344_1937		-	2047582	2048922	1
SL1344_1938		-	2048956	2050884	2
SL1344_1939		-	2050969	2051295	4
SL1344_1940		-	2051292	2051648	3
SL1344_1941		-	2051648	2053144	1
SL1344_1942		-	2053302	2053862	2
SL1344_1943		-	2053859	2054377	1
SL1344_1944		-	2054343	2054747	1
SL1344_1945		-	2054744	2055067	1
SL1344_1946		-	2055070	2055270	1
SL1344_1947		-	2055321	2056526	1
SL1344_1948		-	2056541	2057227	1
SL1344_1949		-	2057169	2058410	1
SL1344_1950		-	2058604	2060337	1
SL1344_1951		-	2060334	2060837	3
SL1344_1952		-	2060954	2061304	5
SL1344_1953		-	2061365	2061667	10
SL1344_1954		-	2061887	2062306	1
SL1344_1955	rzpR	-	2062519	2063004	0
SL1344_1956		-	2063001	2063615	1
SL1344_1957		-	2063618	2063962	0
SL1344_1958		-	2064488	2064847	56
SL1344_1959		-	2064878	2065501	3
SL1344_1960		-	2065512	2066507	1
SL1344_1961		-	2066509	2067414	2
SL1344_1962		-	2067772	2068665	1
SL1344_1963		-	2068665	2069282	1
SL1344_1964		-	2069149	2069967	3
SL1344_1965		-	2070185	2071393	10
STnc1290		-	2070988	2070801	5940
STnc1300		+	2071271	2071409	1759
SL1344_1966		-	2071339	2072049	2
SL1344_1967		+	2072244	2072939	204
STnc1310		+	2073265	2073338	77
SL1344_1968		+	2073535	2074125	21
SL1344_1969		+	2074183	2075010	5
SL1344_1970		+	2075147	2075686	1
SL1344_1971		+	2075984	2076499	2
SL1344_1972		+	2076496	2077113	1
SL1344_1973		+	2077110	2077943	3
SL1344_1974		+	2077947	2078516	5
SL1344_1975		+	2078541	2078783	4
SL1344_1976		+	2078785	2079774	4
SL1344_1977	yeeI	+	2080066	2080863	10
SL1344_1978		+	2081235	2081525	5
STnc2050		+	2082064	2082105	1832
SL1344_1979		+	2082173	2082646	35
SL1344_1980		+	2082737	2083009	104
SL1344_1981		+	2083094	2083819	4
SL1344_1982		+	2084162	2086330	3
SL1344_1983		+	2086387	2088117	2
STnc3680		+	2088048	2088167	197
SL1344_1985		-	2088651	2088905	6
SL1344_1986	amn	-	2089022	2090476	11
SL1344_1987		-	2090672	2090998	25
SL1344_1988		-	2090992	2091378	28
SL1344_1989		+	2091704	2091871	25
SL1344_1990	yeeO	-	2092092	2093549	5
SL1344_1991	erfK	-	2094011	2094940	6
SL1344_1992	cobT	-	2095018	2096088	5
SL1344_1993	cobS	-	2096115	2096858	5
SL1344_1994	cobU	-	2096855	2097400	2
SL1344_1995	cbiP	-	2097397	2098917	6
SL1344_1996	cbiO	-	2098914	2099729	9
SL1344_1997	cbiQ	-	2099738	2100415	3
SL1344_1998	cbiN	-	2100402	2100683	2
SL1344_1999	cbiM	-	2100685	2101422	2
SL1344_2000	cbiL	-	2101419	2102132	2
STnc1530		+	2101640	2101718	25
SL1344_2001	cbiK	-	2102129	2102923	2
SL1344_2002	cbiJ	-	2102926	2103717	4
SL1344_2003	cbiH	-	2103714	2104439	0
SL1344_2004	cbiG	-	2104439	2105494	1
SL1344_2005	cbiF	-	2105475	2106248	2
SL1344_2006	cbiT	-	2106232	2106810	1
SL1344_2007	cbiE	-	2106800	2107405	0
SL1344_2008	cbiD	-	2107399	2108538	2
SL1344_2009	cbiC	-	2108538	2109170	1
SL1344_2010	cbiB	-	2109181	2110140	2
SL1344_2011	cbiA	-	2110137	2111516	2
SL1344_2012	pocR	-	2112114	2112878	7
SL1344_2013	pduF	-	2113242	2114036	7
SL1344_2014	pduA	+	2114561	2114845	1
SL1344_2015	pduB	+	2114953	2115654	0
SL1344_2016	dhaB	+	2115673	2117337	0
SL1344_2017	pduD	+	2117348	2118022	1
SL1344_2018	pduE	+	2118037	2118558	0
SL1344_2019	pduG	+	2118568	2120400	1
SL1344_2020	pduH	+	2120390	2120740	1
SL1344_2021	pduJ	+	2120759	2121034	0
SL1344_2022	pduK	+	2121038	2121520	1
SL1344_2023	pduL	+	2121520	2122152	1
SL1344_2024	pduM	+	2122149	2122640	0
SL1344_2025	pduN	+	2122644	2122919	1
SL1344_2026	pduO	+	2122929	2123939	0
SL1344_2027	pduP	+	2123936	2125330	0
SL1344_2028	pduQ	+	2125342	2126454	1
SL1344_2029	pduS	+	2126451	2127806	1
SL1344_2030	pduT	+	2127809	2128363	0
SL1344_2031	pduU	+	2128363	2128713	0
SL1344_2032	pduV	+	2128718	2129170	0
SL1344_2033	pduW	+	2129155	2130369	7
SL1344_2034	pduX	+	2130427	2131329	24
SL1344_2035	yeeX	-	2131363	2131698	732
STnc3700		+	2131885	2131995	24
SL1344_2036	yeeA	-	2131943	2133001	23
STnc1650		+	2132959	2133102	47
SL1344_2037	gyrI	-	2133120	2133587	127
SL1344_2038	dacD	-	2133740	2134912	5
SL1344_2039	phsC	-	2135036	2135800	3
SL1344_2040	phsB	-	2135797	2136375	2
SL1344_2041	phsA	-	2136390	2138666	2
SL1344_2042		-	2138911	2139018	0
SL1344_2043	sopA	+	2139285	2141633	2
SL1344_2044	sbcB	+	2141976	2143406	14
SL1344_2045	yeeF	-	2143542	2144906	277
SL1344_2045A	yoeI	-	2144890	2144952	525
SL1344_2046	yeeY	-	2145186	2146100	10
SL1344_2047	yeeZ	-	2146146	2146970	21
STnc700		+	2147102	2147280	1436
SL1344_2048	hisG	+	2147330	2148229	5
SL1344_2049	hisD	+	2148332	2149636	6
SL1344_2050	hisC	+	2149633	2150712	9
SL1344_2051	hisB	+	2150709	2151776	8
SL1344_2052	hisH	+	2151773	2152366	9
SL1344_2053	hisA	+	2152366	2153103	8
SL1344_2054	hisF	+	2153085	2153861	16
SL1344_2055	hisI	+	2153855	2154466	12
SL1344_2056	wzzB	-	2154547	2155530	125
SL1344_2057	udg	-	2155673	2156839	33
SL1344_2058	gnd	-	2157076	2158482	148
SL1344_2059	rfbP	-	2158646	2160076	214
SL1344_2060	rfbK	-	2160148	2161581	211
SL1344_2061	cpsB2	-	2161568	2163007	250
SL1344_2062	rfbN	-	2163008	2163952	319
SL1344_2063	rfbU	-	2163953	2165014	318
SL1344_2064	rfbV	-	2165334	2166335	475
SL1344_2065	rfbX	-	2166340	2167632	218
SL1344_2066	rfbJ	-	2167714	2168613	361
SL1344_2067	rfbH	-	2168641	2169954	708
SL1344_2068	rfbG	-	2169981	2171060	535
SL1344_2069	rfbF	-	2171065	2171838	436
SL1344_2070	rfbI	-	2171835	2172827	425
SL1344_2071	rfbC	-	2172833	2173384	458
SL1344_2072	rfbA	-	2173385	2174263	206
SL1344_2073	rfbD	-	2174311	2175210	167
STnc1320		+	2174386	2174470	30
SL1344_2074	rfbB	-	2175210	2176295	192
SL1344_2075	galF	-	2176672	2177694	277
SL1344_2076	wcaM	-	2177743	2179146	1
SL1344_2077	wcaL	-	2179157	2180377	1
SL1344_2078	wcaK	-	2180374	2181654	0
SL1344_2079	wzx	-	2181676	2183154	0
SL1344_2080	wcaJ	-	2183287	2184681	1
SL1344_2081	cpsG	-	2184735	2186105	1
SL1344_2082	cpsB	-	2186216	2187652	0
SL1344_2083	wcaI	-	2187655	2188878	1
SL1344_2084	gmm	-	2188875	2189348	1
SL1344_2085	fcl	-	2189351	2190316	1
SL1344_2086	gmd	-	2190319	2191440	2
SL1344_2087	wcaF	-	2191464	2192018	2
SL1344_2088	wcaE	-	2192034	2192780	2
SL1344_2089	wcaD	-	2192793	2194007	2
SL1344_2090	wcaC	-	2193982	2195199	1
SL1344_2091	wcaB	-	2195196	2195684	1
SL1344_2092	wcaA	-	2195687	2196529	1
SL1344_2093	wzc	-	2196616	2198775	1
SL1344_2094	wzb	-	2198772	2199221	1
SL1344_2095	wza	-	2199227	2200282	1
SL1344_2096	yegH	+	2201041	2202621	8
SL1344_2097	asmA	-	2202707	2204563	79
SL1344_2098	dcd	-	2204602	2205183	52
SL1344_2099	udk	-	2205274	2205915	91
SL1344_2100	yegE	+	2206246	2209236	15
SL1344_2101	alkA	-	2209204	2210073	2
SL1344_2102	yegD	+	2210207	2211559	20
RyeC		+	2211623	2211760	469
SL1344_2103		+	2212000	2213241	5
SL1344_2104	yegN	+	2213241	2216363	4
SL1344_2105	yegO	+	2216364	2219444	4
SL1344_2106	yegB	+	2219441	2220853	6
SL1344_2107	baeS	+	2220853	2222256	7
SL1344_2108	baeR	+	2222253	2222975	6
STnc1150		+	2222979	2223134	143
SL1344_2109		+	2223562	2224446	0
SL1344_2110		+	2224446	2225162	2
SL1344_2111		+	2225173	2227284	2
SL1344_2112	yegQ	+	2227400	2228761	11
CyaR		+	2228847	2228932	1239
SL1344_2113	sseK2	+	2229212	2230258	1
SL1344_2114	srcA	-	2230294	2230710	14
SL1344_2115		-	2230832	2231167	12
SL1344_2116		-	2231529	2231645	1
SL1344_2117	yegS	+	2231729	2232628	5
SL1344_2118	fbaB	-	2232681	2233733	4
SL1344_2119	yegT	+	2233987	2235258	4
SL1344_2120	yegU	+	2235255	2236259	5
SL1344_2121	yegV	+	2236361	2237221	3
SL1344_2122	yegW	-	2237195	2237941	40
SL1344_2123	thiD	-	2237977	2238777	2
SL1344_2124	thiM	-	2238764	2239561	4
SL1344_2125		+	2239971	2240285	57
STnc740		-	2240366	2240283	78
SL1344_2126	stcD	-	2240548	2241555	3
SL1344_2127	stcC	-	2241571	2244060	2
SL1344_2128	stcB	-	2244074	2244757	1
SL1344_2129	stcA	-	2244813	2245343	1
SL1344_2130	yehE	-	2245622	2245903	16
SL1344_2131	mrp	-	2246181	2247290	46
SL1344_2132	metG	+	2247455	2249488	43
SL1344_2133	yehR	+	2249729	2250187	12
SL1344_2134		+	2250359	2250889	7
STnc1890		+	2250891	2250938	15
SL1344_2135	yehS	-	2250946	2251413	84
SL1344_2136	yehT	-	2251460	2252179	27
SL1344_2137	yehU	-	2252176	2253861	34
SL1344_2138	yehV	+	2254084	2254815	5
SL1344_2139	yohO	+	2254875	2254982	2450
SL1344_2140	yehW	-	2254963	2255694	5
SL1344_2141	yehX	-	2255678	2256625	6
SL1344_2142	yehY	-	2256618	2257787	7
SL1344_2143	yehZ	-	2257791	2258708	12
SL1344_2144	bglX	-	2258889	2261186	15
SL1344_2145	dld	+	2261453	2263183	9
SL1344_2146	pbpG	-	2263241	2264149	42
STnc3720		+	2264259	2264328	8
SL1344_2147	yohC	-	2264354	2264941	2
SL1344_2148	yohD	+	2265073	2265669	6
SL1344_2149	yohF	-	2265718	2266479	4
SL1344_2150	yohG	-	2266545	2267981	1
STnc1330		+	2268274	2268414	137
SL1344_2151	yohI	-	2268440	2269378	14
SL1344_2152		-	2269487	2270680	2
SL1344_2153		-	2270695	2271339	2
SL1344_2154		-	2271348	2272049	1
SL1344_2155		-	2272065	2273102	0
SL1344_2156		-	2273114	2274472	0
SL1344_2157		+	2274598	2275506	19
SL1344_2158	yohJ	+	2275638	2276036	15
SL1344_2159	yohK	+	2276033	2276728	4
SL1344_2160	cdd	+	2276882	2277766	40
SL1344_2161	sanA	+	2277943	2278662	95
SL1344_2162	b2145	+	2278659	2278904	13
SL1344_2163		+	2279109	2280350	2
SL1344_2164	yeiA	+	2280344	2281579	3
SL1344_2165	mglC	-	2281654	2282664	12
SL1344_2166	mglA	-	2282680	2284200	33
SL1344_2167	mglB	-	2284334	2285332	56
SL1344_2168	galS	-	2285831	2286853	13
SL1344_2169	yeiB	-	2287003	2288145	44
SL1344_2170	folE	-	2288160	2288828	32
SL1344_2171	yeiG	+	2289158	2290015	48
SL1344_2172		-	2290004	2290393	10
SL1344_2173		-	2290398	2291765	4
SL1344_2174		+	2291982	2292869	0
SL1344_2175		+	2292902	2294224	1
SL1344_2176	cirA	-	2294268	2296259	23
SL1344_2177	lysP	-	2296604	2298073	59
SL1344_2178	yeiE	-	2298263	2299126	37
SL1344_2179	yeiH	+	2299247	2300296	8
SL1344_2180	nfo	+	2300375	2301232	38
SL1344_2181	fruA	-	2301297	2302985	2
SL1344_2182	fruK	-	2303002	2303859	1
SL1344_2183	fruB	-	2303940	2305070	2
SL1344_2184	setB	+	2305439	2306620	10
SL1344_2185	STM228	-	2306685	2307350	5
SL1344_2186	STM229	-	2307352	2307474	3
SL1344_2187		-	2307862	2308116	35
SL1344_2188	yeiP	+	2308440	2309012	90
SL1344_2189	yeiR	+	2309225	2310211	18
SL1344_2190	yeiU	+	2310241	2310960	97
STnc3010		-	2311126	2310959	182
SL1344_2191	spr	+	2311374	2311946	950
SL1344_2192	rtn	+	2312272	2313828	28
SL1344_2193	yejA	+	2313935	2315740	17
SL1344_2194	yejB	+	2315750	2316844	24
SL1344_2195	yejE	+	2316844	2317869	17
SL1344_2196	yejF	+	2317871	2319460	14
SL1344_2197	yejG	-	2319464	2319808	153
STnc1340		-	2320037	2319956	104
SL1344_2198	bcr	-	2320199	2321389	19
STnc1540		-	2321137	2321042	135
SL1344_2199	rsuA	-	2321417	2322112	22
SL1344_2200	yejH	+	2322264	2324024	10
SL1344_2201	rplY	+	2324149	2324433	1527
SL1344_2202		-	2324542	2325162	125
SL1344_2203	yejK	-	2325190	2326197	58
SL1344_2204	yejL	+	2326377	2326604	243
SL1344_2205	yejM	+	2326636	2328396	77
SL1344_2206		-	2328677	2329147	1
SL1344_2207		+	2329208	2329498	1
SL1344_2208	oafA	+	2329846	2331675	256
SL1344_2209		-	2331729	2332172	6
SL1344_2210		-	2332550	2333077	1
SL1344_2211		-	2333080	2334321	1
SL1344_2212		-	2334382	2334900	0
SL1344_2213		-	2334914	2335243	0
SL1344_2214		+	2335540	2336871	85
SL1344_2215		-	2336900	2337268	5
SL1344_2216		-	2337283	2338272	1
SL1344_2217	sspH2	-	2338601	2340967	4
SL1344_2218		-	2341136	2341339	0
SL1344_2219		-	2341636	2342463	1
IsrG		+	2342448	2342729	3
SL1344_2220		+	2342730	2342933	0
SL1344_2221		-	2343125	2343688	1
SL1344_2222	narP	+	2344418	2345065	16
SL1344_2223	ccmH2	-	2345109	2346152	1
SL1344_2223A	ccmG2	-	2346149	2346706	0
SL1344_2223B	ccmF2	-	2346703	2348634	0
SL1344_2223C	ccmE2	-	2348631	2349110	0
SL1344_2223D	ccmD2	-	2349107	2349280	0
SL1344_2223E	ccmC2	-	2349316	2350062	0
SL1344_2223F	ccmB2	-	2350105	2350761	0
SL1344_2224	ccmA2	-	2350761	2351378	1
SL1344_2225	napC	-	2351399	2352001	1
SL1344_2226	napB	-	2352011	2352460	1
SL1344_2227	napH	-	2352576	2353445	2
SL1344_2228	napG	-	2353432	2354127	1
SL1344_2229	napA	-	2354134	2356620	2
SL1344_2230	napD	-	2356617	2356880	1
SL1344_2231	napF	-	2356870	2357361	1
SL1344_2232	eco	+	2357775	2358269	23
SL1344_2233	yojI	-	2358478	2360121	42
SL1344_2234	alkB	-	2360197	2360847	8
SL1344_2235	ada	-	2360850	2361911	18
SL1344_2236	apbE	-	2361992	2363044	21
SL1344_2237	ompC	-	2363159	2364127	645
MicF		+	2364629	2364721	969
SL1344_2238	yojN	+	2365024	2367693	62
SL1344_2239	rcsB	+	2367710	2368360	90
SL1344_2240	rcsC	-	2368463	2371309	34
SL1344_2241	gyrA	-	2371427	2374063	204
SL1344_2242		-	2374473	2375675	6
SL1344_2243		-	2375690	2377015	1
SL1344_2244		+	2377254	2377949	9
SL1344_2245	ubiG	+	2378032	2378760	84
SL1344_2246	nrdA	+	2379116	2381401	114
SL1344_2247	nrdB	+	2381514	2382644	111
SL1344_2248	yfaE	+	2382644	2382898	139
SL1344_2249		-	2382900	2384090	7
SL1344_2250		+	2384252	2385130	4
SL1344_2251	glpQ	-	2385246	2386316	221
SL1344_2252	glpT	-	2386321	2387679	129
SL1344_2253	glpA	+	2387952	2389580	30
SL1344_2254	glpB	+	2389570	2390829	11
SL1344_2255	glpC	+	2390826	2392016	20
IsrH_1_2		-	2392469	2392019	1
SL1344_2256	sseL	+	2392511	2393464	3
SL1344_2257		-	2393574	2393750	17
SL1344_2258		-	2393756	2394559	3
SL1344_2259	yfaV	-	2394585	2395874	3
SL1344_2260	yfaW	-	2395930	2397147	2
SL1344_2261	yfaX	-	2397149	2397931	2
SL1344_2262		-	2398181	2399377	28
SL1344_2263	yfaZ	-	2399492	2400058	92
SL1344_2264	yfaO	+	2400313	2400738	123
SL1344_2265	ais	-	2400783	2401388	108
SL1344_2266	yfbE	+	2401669	2402826	65
SL1344_2267	pmrF	+	2402829	2403812	66
SL1344_2268	yfbG	+	2403809	2405791	45
SL1344_2269		+	2405788	2406687	41
SL1344_2270	arnT	+	2406684	2408330	37
SL1344_2271		+	2408405	2408662	36
SL1344_2272		+	2408662	2409039	23
SL1344_2273	pmrD	-	2409034	2409291	309
SL1344_2274	menE	-	2409389	2410756	13
SL1344_2275	menC	-	2410753	2411715	14
SL1344_2276	menB	-	2411715	2412572	10
SL1344_2277	yfbB	-	2412587	2413345	13
SL1344_2278	menD	-	2413342	2415012	9
SL1344_2279	menF	-	2415098	2416393	13
SL1344_2280	elaB	-	2416494	2416805	35
SL1344_2281	elaA	-	2416854	2417315	10
SL1344_2282	elaC	+	2417376	2418293	9
SL1344_2283		+	2418359	2419360	79
SL1344_2284	yfbK	-	2419401	2421182	4
SL1344_2285	nuoN	-	2422070	2423527	71
SL1344_2286	nuoM	-	2423534	2425063	81
SL1344_2287	nuoL	-	2425377	2427218	104
SL1344_2288	nuoK	-	2427215	2427517	77
SL1344_2289	nuoJ	-	2427514	2428068	94
SL1344_2290	nuoI	-	2428079	2428621	125
SL1344_2291	nuoH	-	2428636	2429613	128
SL1344_2292	nuoG	-	2429610	2432336	153
SL1344_2293	nuoF	-	2432367	2433704	128
SL1344_2294	nuoE	-	2433701	2434201	185
SL1344_2295	nuoC	-	2434204	2436006	161
SL1344_2296	nuoB	-	2436093	2436755	212
SL1344_2297	nuoA	-	2436771	2437214	233
SL1344_2298		-	2437609	2437761	6
STnc1550		+	2437665	2437806	53
SL1344_2299	lrhA	-	2437841	2438779	15
SL1344_2300	yfbQ	+	2439711	2440925	42
SL1344_2301		+	2441019	2441618	18
SL1344_2302	yfbS	-	2441710	2443536	17
SL1344_2303	yfbT	-	2443613	2444290	39
SL1344_2304	yfbU	-	2444283	2444777	25
SL1344_2305		-	2444860	2445315	25
SL1344_2306	ackA	+	2445655	2446857	347
SL1344_2307	pta	+	2446934	2449078	204
STnc1560		+	2449075	2449183	399
STnc3730		-	2449281	2449087	11
SL1344_2308	yfcC	+	2449296	2450816	7
SL1344_2309		-	2450865	2451818	6
SL1344_2310		-	2451811	2452641	2
SL1344_2311		-	2452638	2454029	4
SL1344_2312		-	2454050	2454322	3
SL1344_2313		-	2454403	2454846	20
SL1344_2314		+	2455099	2456118	14
SL1344_2315		-	2456124	2456678	69
SL1344_2316	yfcE	-	2456735	2457286	121
SL1344_2317	yfcF	-	2457342	2457986	7
SL1344_2318	yfcG	+	2458129	2458776	2
SL1344_2319	yfcH	+	2458902	2459795	14
STnc3740		+	2459768	2459846	27
SL1344_2320	hisP	-	2459847	2460623	20
SL1344_2321	hisM	-	2460634	2461341	21
SL1344_2322	hisQ	-	2461338	2462024	23
SL1344_2323	hisJ	-	2462207	2462989	67
SL1344_2324	argT	-	2463227	2464009	14
SL1344_2325	ubiX	-	2464298	2464867	46
SL1344_2326		-	2464894	2466300	23
SL1344_2327		-	2466364	2467467	5
SL1344_2328		-	2467469	2468890	2
SL1344_2329		-	2468981	2470378	1
SL1344_2330		+	2470589	2472016	3
SL1344_2331	purF	-	2472052	2473569	50
SL1344_2332	cvpA	-	2473607	2474095	213
SL1344_2333	dedD	-	2474406	2475080	129
SL1344_2334	folC	-	2475070	2476338	70
SL1344_2335	accD	-	2476406	2477320	228
SL1344_2336	dedA	-	2477470	2478129	61
SL1344_2337	truA	-	2478178	2478990	75
SL1344_2338	usg	-	2478990	2480003	46
SL1344_2339	pdxB	-	2480071	2481207	70
SL1344_2340	div	+	2481311	2482312	16
SL1344_2341		-	2482309	2483487	10
SL1344_2342		-	2483667	2484041	2
SL1344_2343		+	2484214	2484462	6
SL1344_2344		+	2484631	2484999	2
SL1344_2345		+	2484999	2485517	1
SL1344_2346		-	2485584	2486240	15
SL1344_2347	fabB	-	2486338	2487552	287
SL1344_2348	mnmC	+	2487652	2489712	23
SL1344_2349	yfcL	-	2489764	2490039	220
SL1344_2350	yfcM	-	2490072	2490620	149
SL1344_2351	yfcA	-	2490620	2491429	33
SL1344_2352	mepA	-	2491429	2492253	36
