locus_tag	common gene name	strand	start	end	NonSPI2	InSPI2 (biological replicate 1)	InSPI2 (biological replicate 2)	InSPI2 average (biological replicate 1 and 2)	InSPI2 LowMg2+	Peroxide shock (InSPI2)	Nitric oxide shock (InSPI2)
SL1344_3534	ftsX	-	3758350	3759405	69	61	55	58	72	30	83
SL1344_3535	ftsE	-	3759398	3760066	76	63	54	58	49	19	48
SL1344_3536	ftsY	-	3760069	3761544	60	44	39	41	40	16	33
SL1344_3537	rsmD	+	3761670	3762266	26	20	21	20	14	8	16
SL1344_3538	yhhL	+	3762253	3762525	24	18	17	17	15	6	15
SL1344_3539	yhhM	-	3762547	3762789	16	13	14	14	6	6	12
SL1344_3540	yhhN	+	3763060	3763686	47	39	42	40	56	22	86
SL1344_3541	zntA	+	3763767	3765965	6	11	14	12	14	9	16
SL1344_3542	tcp	+	3766165	3767808	115	6	5	5	38	47	291
SL1344_3543	yhhP	-	3767832	3768077	58	68	78	73	114	26	70
SL1344_3544	yhhQ	+	3768247	3768912	38	21	23	22	17	2	16
SL1344_3545		+	3768985	3769542	138	209	220	214	155	137	78
SL1344_3546	yhhS	-	3769546	3770763	29	24	22	23	19	11	41
SL1344_3547	yhhT	+	3770895	3771944	6	11	10	10	29	4	15
SL1344_3548	acpT	+	3771996	3772574	38	38	39	39	40	21	30
SL1344_3549	nikR	+	3772666	3773067	52	67	49	58	46	10	48
SL1344_3550	yhhJ	-	3773157	3774281	7	3	4	4	4	2	14
SL1344_3551	yhiH	-	3774281	3777022	6	3	2	3	3	2	8
SL1344_3552	yhiI	-	3777019	3778086	9	5	5	5	7	7	16
STnc770		-	3778333	3778181	206	159	198	178	189	350	288
SL1344_3553	yhiN	-	3778392	3779588	36	18	21	19	13	6	17
SL1344_3554	pitA	+	3779942	3781315	77	38	42	40	19	7	11
SL1344_3555	uspB	-	3781455	3781790	106	188	206	197	241	337	271
SL1344_3556	uspA	+	3782178	3782612	352	369	338	353	266	456	491
STnc350		-	3782857	3782696	9	19	16	17	88	38	42
SL1344_3557	yhiP	+	3782937	3784409	3	3	3	3	4	3	3
SL1344_3558	yhiQ	-	3784501	3785259	26	29	23	26	18	43	39
SL1344_3559	prlC	-	3785266	3787308	34	45	37	41	32	106	57
SL1344_3560		-	3787490	3788761	25	144	124	134	196	35	26
SL1344_3561	yhiR	+	3788972	3789814	38	34	30	32	27	6	18
SL1344_3562	gor	+	3789919	3791271	71	92	79	85	76	39	56
SL1344_3563		-	3791318	3792361	16	11	7	9	9	3	13
SL1344_3564		-	3792420	3793739	7	5	4	4	5	3	10
SL1344_3565		-	3793793	3794638	5	2	1	2	2	1	3
SL1344_3566		-	3794702	3795679	15	15	11	13	10	23	29
SL1344_3567		-	3795855	3796574	21	22	21	22	28	16	27
SL1344_3568	treF	+	3796900	3798549	12	17	16	16	72	6	39
SL1344_3569		-	3798562	3800151	41	8	13	11	10	20	32
SL1344_3570		+	3800432	3800788	4	4	3	4	4	3	10
SL1344_3571	yhjB	-	3800794	3801396	4	30	16	23	22	4	7
STnc4020		+	3801175	3801266	48	165	101	133	43	16	151
SL1344_3572	yhjC	+	3802027	3802926	12	8	7	7	6	3	12
SL1344_3573	yhjD	+	3802999	3804027	18	23	18	20	22	3	19
SL1344_3574	yhjE	+	3804378	3805700	275	148	145	147	27	47	168
SL1344_3575	yhjG	-	3805740	3807800	22	17	16	17	55	8	53
SL1344_3576	yhjH	-	3807910	3808677	176	5	7	6	50	31	204
SL1344_3577	kdgK	+	3808906	3809835	16	10	10	10	10	7	9
SL1344_3578	yhjJ	-	3809889	3811376	33	23	21	22	36	5	18
SL1344_3579	dctA	-	3811596	3812882	36	12	14	13	10	6	8
SL1344_3580	yhjK	-	3813040	3814959	20	13	15	14	18	4	14
SL1344_3581	yhjL	-	3815220	3818762	29	28	25	26	44	13	23
SL1344_3582	bcsC	-	3818744	3819853	41	38	30	34	64	12	66
SL1344_3583	yhjN	-	3819857	3822157	32	24	26	25	30	5	35
SL1344_3584	bcsA	-	3822168	3824792	28	21	21	21	28	2	44
SL1344_3585	yhjQ	-	3824789	3825541	42	37	35	36	45	8	115
SL1344_3586	yhjR	-	3825542	3825745	98	67	61	64	97	24	198
SL1344_3587	yhjS	+	3825990	3827561	38	29	27	28	43	27	79
SL1344_3588	yhjT	+	3827558	3827749	21	26	17	22	30	14	51
SL1344_3589	yhjU	+	3827746	3829425	27	26	23	24	37	7	53
STnc710		+	3829661	3829728	11305	14474	6813	10644	22860	6905	25134
STnc1430		-	3829797	3829428	262	364	308	336	175	360	254
SL1344_3590		+	3829889	3830139	33	24	26	25	7	0	7
SL1344_3591	yhjV	+	3830257	3831555	21	10	12	11	7	4	8
SL1344_3592	dppF	-	3831656	3832669	94	62	57	59	21	10	43
SL1344_3593	dppD	-	3832666	3833649	131	62	65	64	24	11	40
SL1344_3594	dppC	-	3833660	3834562	90	57	50	53	19	11	48
SL1344_3595	dppB	-	3834572	3835591	134	61	70	65	22	15	56
SL1344_3596	dppA	-	3835748	3837304	308	234	203	219	107	149	262
SL1344_3597		-	3837911	3839236	1	3	2	2	3	1	1
SL1344_3598		-	3839294	3840418	4	4	3	3	3	2	2
SL1344_3599		+	3840568	3841575	28	17	19	18	11	2	2
SL1344_3600	yhjW	-	3841902	3843593	15	13	13	13	24	9	18
SL1344_3601	lpfE	-	3843811	3844338	5	3	3	3	4	2	4
SL1344_3602	lpfD	-	3844344	3845413	8	5	5	5	4	1	7
SL1344_3604	lpfC	-	3845431	3847959	2	2	2	2	3	1	2
SL1344_3605	lpfB	-	3847982	3848680	1	1	2	1	1	1	3
SL1344_3606	lpfA	-	3848765	3849301	2	2	2	2	1	1	4
SL1344_3607	yhjY	-	3849807	3850511	11	22	25	23	79	10	43
SL1344_3608	tag	+	3850668	3851249	20	16	17	17	14	8	17
SL1344_3609	yiaC	+	3851227	3851667	24	18	17	18	16	10	20
SL1344_3610	bisC	-	3851636	3853969	37	32	29	30	24	9	26
SL1344_3611	yiaD	+	3854155	3854784	12	28	22	25	16	8	8
SL1344_3612	yiaE	+	3855003	3855977	32	15	15	15	19	20	35
SL1344_3613	yiaF	-	3856027	3856737	166	203	210	206	126	36	72
SL1344_3614	yiaG	+	3857176	3857466	89	259	218	239	835	68	382
SL1344_3615	cspA	+	3857767	3857967	768	140	205	172	54	88	224
SL1344_3616		+	3858264	3858680	43	18	20	19	18	17	45
STnc780		-	3858993	3858666	178	97	108	102	128	113	275
SL1344_3617		-	3859052	3859537	35	28	30	29	15	31	33
SL1344_3618		-	3859525	3859812	62	59	64	62	51	267	108
SL1344_3619	yafP	-	3859990	3860457	20	18	17	18	12	5	29
SL1344_3620	glyS	-	3861086	3863155	112	88	84	86	36	14	23
SL1344_3621	glyQ	-	3863165	3864076	103	102	82	92	45	17	33
SL1344_3622		-	3864215	3864517	29	60	42	51	97	13	68
SL1344_3623	yiaH	+	3864683	3865678	16	25	20	23	37	11	38
SL1344_3624	yiaB	-	3865701	3866054	7	4	4	4	5	2	8
SL1344_3625	xylB	-	3866229	3867683	4	4	4	4	5	3	6
SL1344_3626	xylA	-	3867783	3869105	9	6	5	5	3	2	5
SL1344_3627	xylR	+	3869468	3870646	7	4	4	4	4	3	9
SL1344_3628	bax	-	3870707	3871531	271	135	147	141	80	37	92
SL1344_3629	malS	+	3871847	3873874	2	2	2	2	2	0	3
SL1344_3630	avtA	+	3874048	3875298	139	90	92	91	7	8	9
SL1344_3631	ysaA	-	3875335	3875808	21	28	18	23	25	4	19
SL1344_3632	yiaJ	-	3875925	3876725	45	46	40	43	44	6	22
SL1344_3633	yiaK	+	3876955	3877953	0	1	0	1	2	0	1
SL1344_3634	yiaL	+	3877965	3878429	1	0	0	0	1	1	2
SL1344_3635		+	3878453	3879385	2	2	2	2	2	2	4
SL1344_3636	yiaM	+	3879524	3879997	1	0	0	0	1	0	0
SL1344_3637	yiaN	+	3880000	3881277	0	1	0	0	1	0	0
SL1344_3638	yiaO	+	3881289	3882275	0	0	0	0	0	0	1
SL1344_3639	lyxK	+	3882279	3883775	1	2	2	2	1	1	1
SL1344_3640	sgbH	+	3883772	3884434	1	0	0	0	0	0	0
SL1344_3641	sgbU	+	3884427	3885287	0	1	0	0	1	0	0
SL1344_3642	sgbE	+	3885305	3885976	1	1	1	1	1	2	1
SL1344_3643		-	3886137	3886952	4	2	3	2	2	2	4
SL1344_3644		+	3887216	3889171	2	2	2	2	2	1	2
SL1344_3645	aldB	-	3889289	3890827	7	14	11	12	45	4	6
SL1344_3646		+	3890996	3891877	8	11	13	12	20	5	9
SL1344_3647	selB	-	3892162	3894012	21	18	17	18	18	6	15
SL1344_3648	selA	-	3894009	3895400	25	22	25	24	17	17	14
SL1344_3649	yibF	-	3895499	3896107	41	67	60	64	95	19	42
SL1344_3650	mtlA	+	3896583	3898499	22	28	27	27	15	9	9
SL1344_3651	mtlD	+	3898720	3899868	48	45	40	42	27	8	13
SL1344_3652	mtlR	+	3899865	3900455	37	22	23	22	14	4	9
SL1344_3653		-	3900465	3900674	10	18	23	20	46	61	41
SL1344_3654	yibL	+	3900965	3901327	85	52	50	51	32	32	61
SL1344_3655		+	3901817	3902500	0	0	0	0	1	0	1
SL1344_3656	sadA	+	3902544	3906929	2	3	3	3	8	2	6
STnc380		-	3907052	3906945	25	87	72	79	313	194	107
SL1344_3657	lctP	+	3907228	3908883	7	6	6	6	5	2	6
SL1344_3658	lctR	+	3908880	3909656	9	4	4	4	3	1	4
SL1344_3659	lctD	+	3909653	3910843	6	7	5	6	5	2	3
SL1344_3660	yibK	+	3910907	3911380	23	13	16	15	16	2	6
SL1344_3661		-	3911448	3912452	37	19	24	22	23	5	17
SL1344_3662		+	3912771	3913967	1	1	1	1	1	1	1
SL1344_3663		+	3914041	3915219	6	4	3	4	4	3	8
SL1344_3664		+	3915216	3915350	10	7	2	5	9	7	9
SL1344_3665	cysE	-	3915433	3916254	93	79	67	73	65	16	48
SL1344_3666	gpsA	-	3916332	3917351	226	150	149	149	136	199	100
SL1344_3667	secB	-	3917351	3917818	370	313	268	290	237	162	117
SL1344_3668	grxC	-	3917862	3918113	451	254	237	245	188	40	77
SL1344_3669	yibN	-	3918200	3918631	410	283	270	276	165	35	84
SL1344_3670	pmgI	+	3918879	3920423	32	24	22	23	29	6	11
SL1344_3671	yibP	+	3920433	3921716	110	77	72	74	85	43	92
SL1344_3672	yigQ	+	3921720	3922682	33	18	19	19	12	1	10
SL1344_3673	yibD	-	3922669	3923703	15	1558	1011	1284	628	371	387
SL1344_3673A		-	3923989	3924108	22	54	84	69	66	28	28
SL1344_3674	tdh	-	3924197	3925222	31	39	36	37	58	17	30
SL1344_3675	kbl	-	3925232	3926428	20	21	16	19	33	5	13
SL1344_3676	rfaD	+	3926631	3927563	122	84	84	84	87	84	72
SL1344_3677	rfaF	+	3927566	3928612	90	46	44	45	43	18	33
SL1344_3678	rfaC	+	3928612	3929565	71	33	34	34	24	2	20
SL1344_3679	rfaL	+	3929605	3930819	133	54	59	57	38	7	45
SL1344_3680	rfaK	-	3930876	3931739	53	35	34	35	21	13	17
SL1344_3681	rfaZ	-	3932122	3932931	154	94	91	92	77	18	70
SL1344_3682	rfaY	-	3933081	3933635	118	68	58	63	33	4	38
SL1344_3683	rfaJ	-	3933802	3934812	146	70	67	69	48	13	46
SL1344_3684	rfaI	-	3934830	3935843	139	68	67	67	48	14	51
SL1344_3685	rfaB	-	3935849	3936928	97	51	55	53	37	9	38
SL1344_3686	yibR	-	3936998	3937231	130	98	60	79	56	11	58
SL1344_3687	rfaP	-	3937263	3938060	74	47	46	47	37	7	25
SL1344_3688	rfaG	-	3938053	3939177	79	46	41	43	28	7	18
SL1344_3689	rfaQ	-	3939174	3940208	73	47	38	42	22	5	17
SL1344_3690	kdtA	+	3940719	3941930	85	41	44	42	33	5	24
SL1344_3691	coaD	+	3941939	3942418	87	56	52	54	43	7	34
SL1344_3692	mutM	-	3942446	3943255	12	12	13	13	6	3	9
SL1344_3693	rpmG	-	3943353	3943520	2981	2277	1933	2105	478	256	294
SL1344_3694	rpmB	-	3943541	3943777	3883	2057	2274	2166	569	184	429
SL1344_3695	radC	-	3943995	3944660	31	20	18	19	16	4	20
SL1344_3696	dfp	+	3944833	3946056	78	49	48	48	39	17	31
SL1344_3697	dut	+	3946037	3946492	97	86	66	76	55	20	32
SL1344_3698	slmA	+	3946600	3947196	82	48	50	49	28	5	21
SL1344_3699	pyrE	-	3947274	3947915	29	47	39	43	36	2	9
SL1344_3700	rph	-	3947994	3948710	87	67	78	73	39	7	15
SL1344_3701	yicC	+	3948836	3949699	70	69	67	68	83	40	48
SL1344_3702		-	3949749	3950606	10	8	9	8	10	7	12
SL1344_3703		+	3950725	3951606	3	4	4	4	6	2	4
SL1344_3704		+	3951857	3952474	8	6	8	7	7	6	8
SL1344_3705	ligB	-	3952471	3954156	3	3	3	3	2	1	3
SL1344_3706	gmk	+	3954413	3955036	219	130	115	122	123	44	100
SL1344_3707	rpoZ	+	3955091	3955366	451	396	380	388	232	74	146
SL1344_3708	spoT	+	3955385	3957496	196	91	89	90	52	9	38
SL1344_3709	spoU	+	3957501	3958190	100	62	58	60	37	6	27
SL1344_3710	recG	+	3958196	3960277	41	25	24	24	15	3	9
SL1344_3711		-	3960280	3961131	46	23	21	22	16	6	14
SL1344_3712	gltS	-	3961134	3962339	34	23	23	23	20	8	15
SL1344_3713	yicE	+	3962567	3963958	126	63	75	69	12	7	2
SL1344_3714	yicH	+	3964079	3965788	43	34	33	33	35	26	66
SL1344_3715	yicI	-	3965891	3968209	2	2	1	1	1	1	1
SL1344_3716	yicJ	-	3968221	3969603	2	2	2	2	2	2	3
SL1344_3717		-	3970302	3970670	11	17	8	13	23	23	32
SL1344_3718	sugR	+	3971324	3972861	31	23	19	21	24	27	25
SL1344_3720	rhuM	+	3973048	3974085	24	15	13	14	19	11	21
SL1344_3722	rmbA	+	3975384	3976001	1	1	1	1	1	1	2
SL1344_3723	misL	+	3976076	3978943	5	4	3	4	3	3	5
SL1344_3724	fidL	-	3979038	3979520	11	18	12	15	36	5	33
SL1344_3725	marT	-	3979513	3980301	6	9	10	9	20	5	17
SL1344_3726	slsA	+	3981154	3981834	6	14	13	13	32	7	10
SL1344_3727	cigR	-	3982063	3982542	63	80	73	76	478	47	100
SL1344_3727A	mgtR	-	3982743	3982835	14	18	14	16	1558	4	6
SL1344_3728	mgtB	-	3982857	3985583	5	11	10	10	759	3	5
AmgR		+	3985660	3986859	3	6	5	5	15	5	9
SL1344_3729	mgtC	-	3985803	3986498	10	35	32	33	1019	15	11
SL1344_3730	yicL	+	3987007	3987909	23	47	42	44	58	11	16
SL1344_3731		-	3987952	3988893	10	8	9	9	11	5	10
SL1344_3732		-	3989129	3989872	5	5	3	4	5	2	2
SL1344_3733		-	3989859	3990968	3	3	2	3	4	1	2
SL1344_3734		-	3990972	3991829	2	2	2	2	3	1	1
SL1344_3735		-	3991829	3992578	3	3	3	3	7	2	2
SL1344_3736		-	3992724	3993209	1	1	1	1	0	0	1
SL1344_3737		-	3993220	3993645	1	1	1	1	0	0	0
SL1344_3738		-	3993864	3996662	24	20	17	18	17	5	13
STnc4040		-	3993945	3993822	99	73	88	81	126	23	137
SL1344_3739		+	3996859	3997152	6	29	21	25	44	8	17
SL1344_3740		+	3997258	3998640	6	7	7	7	11	3	6
SL1344_3741	nepI	-	3998700	3999892	16	8	8	8	7	2	11
SL1344_3743		+	4000108	4000467	23	21	16	18	23	81	28
SL1344_3744		+	4000451	4000774	12	17	13	15	19	39	38
SL1344_3745		-	4000865	4001134	10	21	11	16	31	15	20
SL1344_3746		-	4001144	4002004	2	1	1	1	2	2	3
SL1344_3747		-	4002067	4003551	6	4	4	4	5	4	5
SL1344_3748		-	4003544	4004902	6	4	4	4	3	2	3
SL1344_3749		-	4004978	4005265	20	9	9	9	8	4	13
SL1344_3750		-	4005262	4005735	12	10	6	8	7	3	11
SL1344_3751		-	4005753	4006496	17	9	11	10	7	18	11
SL1344_3752	yicN	-	4006849	4007301	38	25	23	24	15	2	10
SL1344_3753	uhpT	-	4007493	4008884	3	3	3	3	3	1	4
SL1344_3754	uhpC	-	4009027	4010355	14	7	10	8	4	1	2
SL1344_3755	uhpB	-	4010365	4011867	22	13	13	13	4	1	2
SL1344_3756	uhpA	-	4011867	4012457	41	20	19	20	13	1	3
SL1344_3757		-	4012532	4013545	8	8	6	7	4	2	6
SL1344_3758		-	4013557	4014873	4	1	2	1	2	1	4
SL1344_3759		-	4014904	4015824	4	2	2	2	1	4	3
SL1344_3760		+	4016149	4016934	8	5	6	5	5	4	5
SL1344_3761	ilvN	-	4016936	4017226	49	27	25	26	10	115	300
SL1344_3762	ilvB	-	4017230	4018918	34	16	14	15	5	38	113
SL1344_3763	ivbL	-	4019025	4019123	3010	2871	2705	2788	1117	3776	1857
IstR		-	4019460	4019329	535	193	255	132	194	552	950
SL1344_3765		+	4020012	4020800	4	1	1	1	1	1	2
SL1344_3766	emrD	+	4021003	4022187	2	2	2	2	3	1	2
SL1344_3767		-	4022114	4023199	22	26	22	24	37	12	29
SL1344_3768	dsdC	-	4023263	4024186	11	9	9	9	11	4	8
SL1344_3769	dsdX	+	4024412	4025749	3	2	3	2	3	1	1
SL1344_3770	dsdA	+	4025767	4027089	8	7	7	7	9	6	6
SL1344_3771	yidF	-	4027171	4027701	42	50	48	49	63	13	32
SL1344_3772	yidG	-	4027698	4028060	33	40	45	42	42	4	20
SL1344_3773	yidH	-	4028050	4028397	55	78	77	77	93	24	33
SL1344_3774	yidE	-	4028841	4030502	8	8	6	7	9	5	7
SL1344_3775	hslS	-	4030692	4031126	100	77	67	72	46	55	355
STnc2110		-	4030702	4030646	94	70	84	77	64	100	936
SL1344_3776	hslT	-	4031230	4031649	131	93	81	87	65	189	284
SL1344_3777	yidQ	+	4031950	4032285	36	41	41	41	77	23	31
SL1344_3778	yidR	-	4032287	4033513	14	13	13	13	14	5	12
SL1344_3779	ccmH1	-	4033635	4034678	1	1	1	1	1	0	1
SL1344_3780	ccmG1	-	4034675	4035232	0	0	0	0	0	0	0
SL1344_3781	ccmF1	-	4035229	4037160	0	0	0	0	0	0	0
SL1344_3782	ccmE1	-	4037157	4037636	0	0	0	0	0	0	0
SL1344_3782A	ccmD1	-	4037633	4037845	0	0	0	0	0	0	0
SL1344_3783	ccmC1	-	4037842	4038579	0	0	0	0	0	0	0
SL1344_3784	ccmB1	-	4038631	4039287	0	0	0	0	0	0	0
SL1344_3785	ccmA1	-	4039287	4039913	0	0	0	0	0	0	0
SL1344_3786	yhjA	-	4039910	4041310	2	2	2	2	1	2	3
SL1344_3787	torD	-	4041500	4042132	3	2	2	2	2	1	3
SL1344_3788	torA	-	4042125	4044677	2	2	1	2	1	1	2
SL1344_3789	torC	-	4044667	4045851	1	1	1	1	1	1	1
SL1344_3790	torR	+	4045981	4046673	39	33	25	29	26	33	25
SL1344_3791	torT	-	4046646	4047686	7	5	5	5	4	1	8
SL1344_3792	torS	+	4047766	4050501	6	7	5	6	6	2	7
SL1344_3793	dgoT	-	4050527	4051864	2	2	1	2	2	1	3
SL1344_3794	dgoD	-	4051949	4053097	3	4	1	2	2	2	1
SL1344_3795	dgoA	-	4053094	4053711	2	3	2	2	1	1	1
SL1344_3796	dgoK	-	4053695	4054573	8	5	4	5	3	4	3
SL1344_3797	dgoR	-	4054570	4055259	12	12	10	11	7	8	6
SL1344_3798	yidA	-	4055520	4056365	39	40	36	38	39	13	22
SL1344_3799		+	4056671	4057933	2	2	2	2	1	2	4
SL1344_3800		+	4057947	4059140	3	4	2	3	2	2	5
SL1344_3801		+	4059255	4060151	5	3	2	2	2	5	2
SL1344_3802	gyrB	-	4060170	4062584	96	74	68	71	39	16	29
SL1344_3803	recF	-	4062613	4063686	59	40	34	37	28	4	28
SL1344_3804	dnaN	-	4063834	4064934	78	67	64	65	51	5	30
SL1344_3805	dnaA	-	4064939	4066339	121	78	77	77	69	8	48
SL1344_3806	rpmH	+	4067000	4067140	7099	2817	4476	3646	912	427	567
RNaseP		+	4067156	4067515	416	179	203	191	32	19	31
SL1344_3807	rnpA	+	4067157	4067516	0	0	0	0	0	0	0
SL1344_3808		+	4067480	4067737	173	76	67	72	13	3	10
SL1344_3809	yidC	+	4067740	4069386	159	92	93	93	16	12	12
STnc4250		+	4069297	4069429	314	275	279	277	78	152	87
SL1344_3810	thdF	+	4069516	4070892	15	12	13	12	9	1	4
STnc3170		-	4071038	4070923	24	118	54	86	418	188	49
SL1344_3811	intA	+	4071148	4072365	4	6	6	6	12	2	4
STnc400		+	4072457	4072530	37611	30228	46424	38326	26143	102290	129575
SL1344_3812		+	4072690	4073652	135	39	37	38	19	2	66
SL1344_3813		+	4073652	4074587	87	31	26	29	13	1	39
SL1344_3814	yidY	+	4075389	4076576	3	3	2	3	3	2	3
SL1344_3815	yidZ	+	4076545	4077504	8	9	8	8	9	3	8
SL1344_3816	yieE	+	4077662	4078417	33	22	26	24	34	26	31
SL1344_3817	yieF	+	4078417	4079001	50	67	69	68	73	32	74
SL1344_3818	yieG	-	4079046	4080383	86	67	61	64	38	19	13
SL1344_3819	yieH	+	4080552	4081217	119	85	79	82	31	26	33
STnc1860		-	4081303	4081219	187	986	688	837	734	490	378
SL1344_3820	phoU	-	4081312	4082037	25	57	53	55	134	8	15
SL1344_3821	pstB	-	4082052	4082825	31	61	52	56	170	6	25
SL1344_3822	pstA	-	4082912	4083802	18	36	37	36	141	3	32
SL1344_3823	pstC	-	4083802	4084761	20	41	45	43	147	8	46
SL1344_3824	pstS	-	4084897	4085937	24	87	79	83	322	14	105
SL1344_3825		-	4086104	4087477	6	6	6	6	7	4	6
SL1344_3826		-	4087526	4088344	1	1	1	1	1	0	1
SL1344_3827		+	4088439	4090196	11	7	8	7	7	5	6
SL1344_3828	glmS	-	4090347	4092176	185	103	101	102	44	32	84
SL1344_3829	glmU	-	4092365	4093735	373	149	184	166	95	46	179
SL1344_3830		-	4094055	4094753	14	12	13	13	16	9	19
SL1344_3831	atpC	-	4094983	4095402	720	617	493	555	178	154	78
SL1344_3832	atpD	-	4095423	4096805	452	307	270	289	121	51	41
SL1344_3833	atpG	-	4096832	4097695	542	319	284	301	106	42	35
SL1344_3834	atpA	-	4097746	4099287	624	317	283	300	128	49	45
SL1344_3835	atpH	-	4099300	4099833	864	368	307	338	129	32	54
SL1344_3836	atpF	-	4099848	4100318	1464	651	645	648	234	72	100
SL1344_3837	atpE	-	4100378	4100617	1370	825	932	879	356	84	128
SL1344_3838	atpB	-	4100664	4101479	651	322	354	338	152	37	82
SL1344_3839	atpI	-	4101488	4101868	505	239	255	247	211	33	90
SL1344_3840	gidB	-	4102484	4103113	52	30	32	31	18	2	16
SL1344_3841	gidA	-	4103210	4105099	77	46	48	47	24	5	18
SL1344_3842	mioC	-	4105478	4105921	336	211	240	225	138	19	146
SL1344_3843	asnCb	-	4106011	4106469	24	22	20	21	25	28	47
SL1344_3844	asnA	+	4106620	4107612	115	210	155	182	83	37	921
SL1344_3845	yieM	-	4107617	4109017	21	18	19	19	27	1	14
SL1344_3846	yieN	-	4109062	4110558	38	32	33	32	57	20	42
SL1344_3847	kup	+	4110906	4112774	31	18	17	17	19	6	23
SL1344_3848	rbsD	+	4112971	4113390	37	13	15	14	13	23	17
SL1344_3849	rbsA	+	4113398	4114903	8	4	3	3	3	3	4
SL1344_3850	rbsC	+	4114909	4115874	16	9	9	9	7	2	6
SL1344_3851	rbsB	+	4115899	4116789	70	65	54	60	54	56	52
SL1344_3852	rbsK	+	4116923	4117852	27	19	14	17	11	2	11
SL1344_3853	rbsR	+	4117856	4118854	25	18	11	15	14	3	14
SL1344_3854	yieO	-	4118820	4120243	10	9	9	9	18	5	15
SL1344_3857	yieP	-	4120255	4120959	15	11	12	11	14	14	18
SL1344_3858	yifA	-	4127091	4127939	28	30	28	29	46	43	85
SL1344_3859	yifE	+	4128046	4128384	1038	903	940	921	1125	133	441
SL1344_3860	comM	-	4128409	4129929	3	4	2	3	2	1	3
SL1344_3860A	ilvX	+	4130466	4130516	767	402	247	324	89	139	1855
SL1344_3861	ilvG	+	4130519	4132165	146	76	61	69	15	39	222
SL1344_3862	ilvM	+	4132165	4132425	357	260	216	238	49	80	438
SL1344_3863	ilvE	+	4132443	4133372	217	178	136	157	35	64	238
SL1344_3864	ilvD	+	4133533	4135383	201	103	86	95	21	36	205
SL1344_3865	ilvA	+	4135386	4136930	293	158	154	156	49	82	299
SL1344_3866		+	4137214	4137531	42	26	27	27	27	32	62
SL1344_3867		+	4137528	4137869	38	38	37	37	34	28	64
SL1344_3868	ilvY	-	4137872	4138759	11	11	9	10	11	10	7
SL1344_3869	ilvC	+	4138923	4140398	502	371	326	349	68	763	1422
SL1344_3870	ppiC	-	4140490	4140771	234	201	189	195	195	35	44
SL1344_3870A		+	4140776	4141081	11	12	11	11	12	18	24
SL1344_3871		+	4141099	4141209	12	23	19	21	12	17	19
SL1344_3872	rep	+	4141309	4143333	27	16	15	15	12	5	6
SL1344_3873	gppA	-	4143373	4144854	68	48	43	45	26	4	26
SL1344_3874	rhlB	-	4144973	4146238	165	100	93	97	69	16	88
SL1344_3875	trxA	+	4146382	4146711	767	802	801	801	543	285	500
SL1344_3876	rho	+	4147130	4148389	230	260	219	239	185	133	213
SL1344_3877	rfe	+	4148619	4149722	103	62	66	64	63	32	90
SL1344_3878	wzzE	+	4149734	4150780	160	137	119	128	200	39	121
SL1344_3879	rffE	+	4150836	4151966	106	76	64	70	73	11	51
SL1344_3880	rffD	+	4151963	4153225	75	81	66	74	54	10	29
SL1344_3881	rffG	+	4153240	4154292	67	49	41	45	33	4	16
SL1344_3882	rffH	+	4154325	4154549	73	46	55	51	42	3	20
SL1344_3883	rffC	+	4154656	4155204	49	39	30	35	30	3	11
SL1344_3884	rffA	+	4155209	4156339	61	51	46	49	46	5	19
SL1344_3885	wzxE	+	4156341	4157591	40	28	29	29	22	3	7
SL1344_3886		+	4157588	4158667	34	27	26	26	19	3	5
SL1344_3887	rffT	+	4158664	4160022	37	27	27	27	23	9	14
SL1344_3888	rffM	+	4160019	4160759	32	34	30	32	39	8	15
SL1344_3889	yifK	+	4160966	4162351	20	42	44	43	51	16	31
GlmZ		+	4163193	4163400	3723	7776	6805	7290	10725	2852	2459
SL1344_3890	hemY	-	4163468	4164607	51	41	36	39	40	6	43
SL1344_3891	hemX	-	4164667	4165836	62	55	49	52	57	21	64
SL1344_3892	hemD	-	4165858	4166598	80	48	46	47	52	16	54
SL1344_3893	hemC	-	4166595	4167551	86	64	64	64	59	68	88
SL1344_3894	cyaA	+	4167913	4170459	138	116	94	105	125	29	142
SL1344_3895		+	4170567	4170920	12	32	24	28	29	7	24
SL1344_3896		+	4171106	4171648	6	3	2	2	3	3	6
SL1344_3897		+	4171660	4172022	5	1	3	2	6	4	6
SL1344_3898	cyaY	-	4172093	4172413	75	86	76	81	49	35	36
SL1344_3899		-	4172483	4172872	1	2	3	2	8	3	10
SL1344_3899A		-	4172860	4173382	1	1	2	1	1	1	1
SL1344_3900	yifL	+	4173568	4173771	132	84	68	76	56	105	101
SL1344_3901	dapF	+	4173805	4174632	99	70	58	64	47	23	50
SL1344_3902	yigA	+	4174629	4175336	64	37	38	37	24	4	22
SL1344_3903	xerC	+	4175333	4176235	55	35	33	34	19	1	29
SL1344_3904	yigB	+	4176235	4176951	33	25	30	27	15	4	18
SL1344_3905	uvrD	+	4177087	4179249	42	28	23	25	25	29	35
SL1344_3906	corA	+	4179721	4180671	35	35	31	33	121	8	20
SL1344_3907	yigF	-	4180720	4181100	8	7	5	6	9	12	11
SL1344_3908	yigG	-	4181116	4181574	4	5	2	4	7	1	8
