locus_tag	common gene name	strand	start	end	Anaerobic growth	Aerobic shock
SL1344_3400	rplP	-	3613501	3613911	197	1389
SL1344_3401	rpsC	-	3613924	3614625	210	1365
SL1344_3402	rplV	-	3614643	3614975	225	1845
SL1344_3403	rpsS	-	3614990	3615268	621	2246
SL1344_3404	rplB	-	3615285	3616106	138	1023
SL1344_3405	rplW	-	3616124	3616426	229	2116
SL1344_3406	rplD	-	3616423	3617028	198	1561
SL1344_3407	rplC	-	3617039	3617668	210	1767
SL1344_3408	rpsJ	-	3617701	3618012	269	2156
SL1344_3409	hopD	+	3618392	3618859	1	0
SL1344_3410	bfr	-	3618856	3619332	237	340
SL1344_3411	bfd	-	3619405	3619599	8	158
STnc4000		+	3619657	3619755	7	31
SL1344_3412	tufA	-	3619784	3620968	140	506
SL1344_3413	fusA	-	3621040	3623154	209	1295
SL1344_3414	rpsG	-	3623251	3623721	198	1538
SL1344_3415	rpsL	-	3623817	3624191	258	1515
SL1344_3416	yheL	-	3624317	3624604	61	141
SL1344_3417	yheM	-	3624612	3624968	49	60
SL1344_3418	yheN	-	3624968	3625354	62	75
SL1344_3419	yheO	-	3625354	3626088	60	111
SL1344_3420	fkpA	-	3626353	3627171	136	222
SL1344_3421	slyX	+	3627391	3627609	38	64
SL1344_3422	slyD	-	3627797	3628387	133	248
SL1344_3423	yheV	-	3628482	3628682	28	52
SL1344_3424	kefB	-	3628693	3630498	14	30
SL1344_3425	yheR	-	3630498	3631049	4	36
SL1344_3426	yheS	+	3631315	3633222	13	41
SL1344_3427		+	3633385	3633606	14	15
STnc1590		-	3633424	3633247	1957	1648
SL1344_3428		-	3633608	3633919	124	94
SL1344_3429	yheT	+	3634117	3635184	42	39
SL1344_3430	yheU	+	3635181	3635399	38	39
SL1344_3431	prkB	+	3635451	3636320	37	39
SL1344_3432	yhfA	-	3636416	3636820	116	73
SL1344_3433	crp	+	3637128	3637760	259	373
SL1344_3434	yhfK	+	3637809	3639896	40	61
SL1344_3435	argDb	-	3639939	3641156	13	14
SL1344_3436	pabA	-	3641242	3641805	23	27
SL1344_3437	fic	-	3641837	3642439	19	33
SL1344_3438	yhfG	-	3642429	3642596	57	84
SL1344_3439	ppiA	-	3642705	3643277	35	94
SL1344_3440	yhfC	+	3643554	3644735	5	10
SL1344_3441	nirB	+	3644998	3647541	4	3
SL1344_3442	nirD	+	3647538	3647864	14	7
SL1344_3443	nirC	+	3648130	3648939	7	4
SL1344_3444	cysG	+	3648951	3650324	22	17
SL1344_3445	bigA	+	3650653	3656547	2	2
SL1344_3446	tnpA_1d	-	3656679	3657137	0	0
STnc340		-	3657403	3657275	15	13
SL1344_3447	yhfL	+	3657451	3657621	59	73
SL1344_3448	trpS	-	3657766	3658770	74	133
SL1344_3449	gph	-	3658763	3659521	65	112
SL1344_3450	rpe	-	3659514	3660191	23	48
SL1344_3451	dam	-	3660209	3661045	53	96
SL1344_3452	damX	-	3661226	3662503	78	150
SL1344_3453	aroB	-	3662601	3663689	81	217
SL1344_3454	aroK	-	3663746	3664267	147	363
SL1344_3455	comE	-	3664732	3665970	6	8
SL1344_3456	comD	-	3665885	3666286	3	4
SL1344_3457	comC	-	3666276	3666749	2	1
SL1344_3458	comB	-	3666733	3667272	1	2
SL1344_3459	comA	-	3667272	3668051	2	2
SL1344_3460	mrcA	+	3668148	3670724	14	27
SL1344_3461	nudE	-	3670820	3671383	38	124
SL1344_3462	igaA	+	3671706	3673838	37	45
SL1344_3463	yrfG	+	3673903	3674571	27	57
SL1344_3464	hslR	+	3674582	3674983	16	72
SL1344_3465	hslO	+	3675002	3675886	14	47
SL1344_3466	yhgE	-	3675996	3677705	9	16
SL1344_3467	pckA	+	3678085	3679704	170	387
SL1344_3468	envZ	-	3679779	3681014	22	37
SL1344_3469	ompR	-	3681128	3681847	38	59
SL1344_3470	greB	+	3682073	3682546	29	36
SL1344_3471	yhgF	+	3682648	3684975	11	72
STnc760		-	3685117	3684975	153	220
SL1344_3472	feoA	+	3685412	3685639	26	36
SL1344_3473	feoB	+	3685658	3687976	22	18
SL1344_3474	yhgG	+	3687989	3688225	80	43
SL1344_3475		+	3688460	3689374	16	20
SL1344_3476	bioH	-	3689410	3690180	21	26
SL1344_3477	comF	+	3690218	3690901	16	37
SL1344_3478	yhgI	+	3690960	3691535	42	182
SL1344_3479	gntT	+	3691960	3693228	4	5
SL1344_3480	malQ	-	3693347	3695425	16	15
SL1344_3481	malP	-	3695435	3697828	10	12
SL1344_3482	malT	+	3698422	3701127	45	15
SL1344_3483		-	3701215	3701490	46	49
SL1344_3484		-	3701493	3701753	94	124
SL1344_3485	rtcA	-	3701862	3702881	15	12
SL1344_3486	rtcB	-	3702885	3704102	17	14
SL1344_3487		-	3704447	3706000	2	3
SL1344_3488	rtcR	+	3706190	3707773	4	8
SL1344_3489	glpR	-	3707770	3708528	43	98
SL1344_3491	glpG	-	3708622	3709452	32	89
SL1344_3492	glpE	-	3709528	3709854	54	108
SL1344_3493	glpD	+	3710053	3711561	425	755
SL1344_3494		-	3711608	3712153	18	7
SL1344_3495		-	3712163	3713623	14	16
SL1344_3496		-	3713816	3714925	5	7
SL1344_3497		+	3715263	3716597	1	1
SL1344_3498		+	3716594	3718309	2	1
SL1344_3499		+	3718353	3719258	9	8
SL1344_3500		-	3719302	3720057	52	51
SL1344_3501	glgP	-	3720235	3722682	60	60
SL1344_3502	glgA	-	3722702	3724135	54	58
SL1344_3503	glgC	-	3724135	3725430	47	75
SL1344_3504	glgX	-	3725445	3727421	53	89
SL1344_3505	glgB	-	3727418	3729604	56	93
STnc4010		+	3729767	3729899	25	33
SL1344_3506	asd	-	3729951	3731057	104	81
SL1344_3507	gntU	-	3731481	3732821	6	6
SL1344_3508	gntK	-	3732818	3733351	3	4
SL1344_3509	gntR	-	3733490	3734485	33	28
SL1344_3510	yhhW	-	3734615	3735310	12	6
SL1344_3511	yhhX	-	3735434	3736471	13	12
RyhB-1		-	3736818	3736723	26	29
SL1344_3512	yhhY	+	3736940	3737428	20	24
SL1344_3513		+	3737960	3738907	1	1
SL1344_3514		+	3738923	3739684	1	3
SL1344_3515		+	3739738	3740709	0	2
STnc1830		-	3739898	3739679	16	18
SL1344_3516		+	3740706	3741740	3	3
SL1344_3517	ggt	-	3741785	3743527	8	19
SL1344_3518	yhhA	+	3743653	3744069	33	27
SL1344_3519	ugpQ	-	3744082	3744822	29	46
SL1344_3520	ugpC	-	3744819	3745889	6	20
SL1344_3521	ugpE	-	3745891	3746736	3	17
SL1344_3522	ugpA	-	3746733	3747620	5	15
SL1344_3523	ugpB	-	3747684	3748976	17	52
SL1344_3524	kil	-	3749259	3749627	6	18
SL1344_3525	phd	-	3749624	3749851	11	52
SL1344_3526	livF	-	3749977	3750690	4	5
SL1344_3527	livG	-	3750692	3751459	2	5
SL1344_3528	livM	-	3751456	3752733	3	5
SL1344_3529	livH	-	3752730	3753656	2	4
SL1344_3530	livK	-	3753716	3754825	3	8
sRNA12		-	3755125	3755045	11	20
SL1344_3531	yhhK	+	3755247	3755630	53	41
SL1344_3532	livJ	-	3755825	3756928	5	12
SL1344_3533	rpoH	-	3757250	3758104	156	219
SL1344_3534	ftsX	-	3758350	3759405	74	82
SL1344_3535	ftsE	-	3759398	3760066	63	92
SL1344_3536	ftsY	-	3760069	3761544	45	73
SL1344_3537	rsmD	+	3761670	3762266	14	17
SL1344_3538	yhhL	+	3762253	3762525	21	15
SL1344_3539	yhhM	-	3762547	3762789	16	15
SL1344_3540	yhhN	+	3763060	3763686	56	54
SL1344_3541	zntA	+	3763767	3765965	14	19
SL1344_3542	tcp	+	3766165	3767808	197	59
SL1344_3543	yhhP	-	3767832	3768077	61	59
SL1344_3544	yhhQ	+	3768247	3768912	7	18
SL1344_3545		+	3768985	3769542	141	191
SL1344_3546	yhhS	-	3769546	3770763	22	23
SL1344_3547	yhhT	+	3770895	3771944	8	22
SL1344_3548	acpT	+	3771996	3772574	42	56
SL1344_3549	nikR	+	3772666	3773067	31	45
SL1344_3550	yhhJ	-	3773157	3774281	60	14
SL1344_3551	yhiH	-	3774281	3777022	67	19
SL1344_3552	yhiI	-	3777019	3778086	84	26
STnc770		-	3778333	3778181	757	295
SL1344_3553	yhiN	-	3778392	3779588	12	29
SL1344_3554	pitA	+	3779942	3781315	34	55
SL1344_3555	uspB	-	3781455	3781790	92	149
SL1344_3556	uspA	+	3782178	3782612	720	371
STnc350		-	3782857	3782696	178	111
SL1344_3557	yhiP	+	3782937	3784409	29	10
SL1344_3558	yhiQ	-	3784501	3785259	25	33
SL1344_3559	prlC	-	3785266	3787308	26	36
SL1344_3560		-	3787490	3788761	20	22
SL1344_3561	yhiR	+	3788972	3789814	29	36
SL1344_3562	gor	+	3789919	3791271	73	63
SL1344_3563		-	3791318	3792361	8	19
SL1344_3564		-	3792420	3793739	4	7
SL1344_3565		-	3793793	3794638	3	5
SL1344_3566		-	3794702	3795679	17	17
SL1344_3567		-	3795855	3796574	25	27
SL1344_3568	treF	+	3796900	3798549	14	32
SL1344_3569		-	3798562	3800151	31	38
SL1344_3570		+	3800432	3800788	3	2
SL1344_3571	yhjB	-	3800794	3801396	3	6
STnc4020		+	3801175	3801266	71	72
SL1344_3572	yhjC	+	3802027	3802926	6	11
SL1344_3573	yhjD	+	3802999	3804027	9	26
SL1344_3574	yhjE	+	3804378	3805700	8	13
SL1344_3575	yhjG	-	3805740	3807800	42	34
SL1344_3576	yhjH	-	3807910	3808677	204	169
SL1344_3577	kdgK	+	3808906	3809835	46	23
SL1344_3578	yhjJ	-	3809889	3811376	30	67
SL1344_3579	dctA	-	3811596	3812882	25	99
SL1344_3580	yhjK	-	3813040	3814959	14	22
SL1344_3581	yhjL	-	3815220	3818762	27	34
SL1344_3582	bcsC	-	3818744	3819853	30	47
SL1344_3583	yhjN	-	3819857	3822157	21	36
SL1344_3584	bcsA	-	3822168	3824792	17	32
SL1344_3585	yhjQ	-	3824789	3825541	40	55
SL1344_3586	yhjR	-	3825542	3825745	57	104
SL1344_3587	yhjS	+	3825990	3827561	37	53
SL1344_3588	yhjT	+	3827558	3827749	57	38
SL1344_3589	yhjU	+	3827746	3829425	37	46
STnc710		+	3829661	3829728	18267	12966
STnc1430		-	3829797	3829428	554	336
SL1344_3590		+	3829889	3830139	7	41
SL1344_3591	yhjV	+	3830257	3831555	2	14
SL1344_3592	dppF	-	3831656	3832669	1	4
SL1344_3593	dppD	-	3832666	3833649	4	7
SL1344_3594	dppC	-	3833660	3834562	3	6
SL1344_3595	dppB	-	3834572	3835591	4	5
SL1344_3596	dppA	-	3835748	3837304	19	24
SL1344_3597		-	3837911	3839236	1	3
SL1344_3598		-	3839294	3840418	4	8
SL1344_3599		+	3840568	3841575	4	11
SL1344_3600	yhjW	-	3841902	3843593	16	14
SL1344_3601	lpfE	-	3843811	3844338	3	7
SL1344_3602	lpfD	-	3844344	3845413	6	10
SL1344_3604	lpfC	-	3845431	3847959	2	2
SL1344_3605	lpfB	-	3847982	3848680	1	2
SL1344_3606	lpfA	-	3848765	3849301	2	2
SL1344_3607	yhjY	-	3849807	3850511	28	32
SL1344_3608	tag	+	3850668	3851249	10	16
SL1344_3609	yiaC	+	3851227	3851667	22	17
SL1344_3610	bisC	-	3851636	3853969	18	31
SL1344_3611	yiaD	+	3854155	3854784	12	37
SL1344_3612	yiaE	+	3855003	3855977	27	21
SL1344_3613	yiaF	-	3856027	3856737	119	181
SL1344_3614	yiaG	+	3857176	3857466	491	402
SL1344_3615	cspA	+	3857767	3857967	90	257
SL1344_3616		+	3858264	3858680	18	23
STnc780		-	3858993	3858666	108	117
SL1344_3617		-	3859052	3859537	12	26
SL1344_3618		-	3859525	3859812	32	56
SL1344_3619	yafP	-	3859990	3860457	10	19
SL1344_3620	glyS	-	3861086	3863155	37	109
SL1344_3621	glyQ	-	3863165	3864076	31	93
SL1344_3622		-	3864215	3864517	35	79
SL1344_3623	yiaH	+	3864683	3865678	7	17
SL1344_3624	yiaB	-	3865701	3866054	12	15
SL1344_3625	xylB	-	3866229	3867683	8	6
SL1344_3626	xylA	-	3867783	3869105	7	9
SL1344_3627	xylR	+	3869468	3870646	6	8
SL1344_3628	bax	-	3870707	3871531	75	147
SL1344_3629	malS	+	3871847	3873874	1	2
SL1344_3630	avtA	+	3874048	3875298	4	12
SL1344_3631	ysaA	-	3875335	3875808	60	34
SL1344_3632	yiaJ	-	3875925	3876725	27	57
SL1344_3633	yiaK	+	3876955	3877953	1	1
SL1344_3634	yiaL	+	3877965	3878429	1	1
SL1344_3635		+	3878453	3879385	1	2
SL1344_3636	yiaM	+	3879524	3879997	0	1
SL1344_3637	yiaN	+	3880000	3881277	0	0
SL1344_3638	yiaO	+	3881289	3882275	0	0
SL1344_3639	lyxK	+	3882279	3883775	2	1
SL1344_3640	sgbH	+	3883772	3884434	1	1
SL1344_3641	sgbU	+	3884427	3885287	0	1
SL1344_3642	sgbE	+	3885305	3885976	1	1
SL1344_3643		-	3886137	3886952	6	5
SL1344_3644		+	3887216	3889171	2	4
SL1344_3645	aldB	-	3889289	3890827	11	10
SL1344_3646		+	3890996	3891877	11	19
SL1344_3647	selB	-	3892162	3894012	32	24
SL1344_3648	selA	-	3894009	3895400	43	35
SL1344_3649	yibF	-	3895499	3896107	41	73
SL1344_3650	mtlA	+	3896583	3898499	31	27
SL1344_3651	mtlD	+	3898720	3899868	29	39
SL1344_3652	mtlR	+	3899865	3900455	24	29
SL1344_3653		-	3900465	3900674	19	28
SL1344_3654	yibL	+	3900965	3901327	60	85
SL1344_3655		+	3901817	3902500	0	0
SL1344_3656	sadA	+	3902544	3906929	3	4
STnc380		-	3907052	3906945	29	155
SL1344_3657	lctP	+	3907228	3908883	1	32
SL1344_3658	lctR	+	3908880	3909656	2	42
SL1344_3659	lctD	+	3909653	3910843	2	33
SL1344_3660	yibK	+	3910907	3911380	7	29
SL1344_3661		-	3911448	3912452	25	25
SL1344_3662		+	3912771	3913967	2	1
SL1344_3663		+	3914041	3915219	5	4
SL1344_3664		+	3915216	3915350	3	6
SL1344_3665	cysE	-	3915433	3916254	47	98
SL1344_3666	gpsA	-	3916332	3917351	127	248
SL1344_3667	secB	-	3917351	3917818	191	380
SL1344_3668	grxC	-	3917862	3918113	118	402
SL1344_3669	yibN	-	3918200	3918631	135	408
SL1344_3670	pmgI	+	3918879	3920423	34	19
SL1344_3671	yibP	+	3920433	3921716	116	114
SL1344_3672	yigQ	+	3921720	3922682	13	33
SL1344_3673	yibD	-	3922669	3923703	14	25
SL1344_3673A		-	3923989	3924108	124	108
SL1344_3674	tdh	-	3924197	3925222	84	102
SL1344_3675	kbl	-	3925232	3926428	43	69
SL1344_3676	rfaD	+	3926631	3927563	86	109
SL1344_3677	rfaF	+	3927566	3928612	73	80
SL1344_3678	rfaC	+	3928612	3929565	32	61
SL1344_3679	rfaL	+	3929605	3930819	31	77
SL1344_3680	rfaK	-	3930876	3931739	30	41
SL1344_3681	rfaZ	-	3932122	3932931	59	82
SL1344_3682	rfaY	-	3933081	3933635	59	87
SL1344_3683	rfaJ	-	3933802	3934812	65	96
SL1344_3684	rfaI	-	3934830	3935843	70	106
SL1344_3685	rfaB	-	3935849	3936928	54	80
SL1344_3686	yibR	-	3936998	3937231	83	113
SL1344_3687	rfaP	-	3937263	3938060	43	66
SL1344_3688	rfaG	-	3938053	3939177	33	74
SL1344_3689	rfaQ	-	3939174	3940208	42	76
SL1344_3690	kdtA	+	3940719	3941930	32	69
SL1344_3691	coaD	+	3941939	3942418	42	73
SL1344_3692	mutM	-	3942446	3943255	4	18
SL1344_3693	rpmG	-	3943353	3943520	336	1728
SL1344_3694	rpmB	-	3943541	3943777	394	2283
SL1344_3695	radC	-	3943995	3944660	23	22
SL1344_3696	dfp	+	3944833	3946056	34	57
SL1344_3697	dut	+	3946037	3946492	42	69
SL1344_3698	slmA	+	3946600	3947196	33	69
SL1344_3699	pyrE	-	3947274	3947915	8	17
SL1344_3700	rph	-	3947994	3948710	15	67
SL1344_3701	yicC	+	3948836	3949699	54	71
SL1344_3702		-	3949749	3950606	12	11
SL1344_3703		+	3950725	3951606	2	5
SL1344_3704		+	3951857	3952474	23	90
SL1344_3705	ligB	-	3952471	3954156	3	3
SL1344_3706	gmk	+	3954413	3955036	135	225
SL1344_3707	rpoZ	+	3955091	3955366	186	397
SL1344_3708	spoT	+	3955385	3957496	71	186
SL1344_3709	spoU	+	3957501	3958190	51	105
SL1344_3710	recG	+	3958196	3960277	21	35
SL1344_3711		-	3960280	3961131	15	28
SL1344_3712	gltS	-	3961134	3962339	11	28
SL1344_3713	yicE	+	3962567	3963958	2	12
SL1344_3714	yicH	+	3964079	3965788	36	42
SL1344_3715	yicI	-	3965891	3968209	1	1
SL1344_3716	yicJ	-	3968221	3969603	2	2
SL1344_3717		-	3970302	3970670	8	14
SL1344_3718	sugR	+	3971324	3972861	27	28
SL1344_3720	rhuM	+	3973048	3974085	18	24
SL1344_3722	rmbA	+	3975384	3976001	0	1
SL1344_3723	misL	+	3976076	3978943	4	5
SL1344_3724	fidL	-	3979038	3979520	12	18
SL1344_3725	marT	-	3979513	3980301	2	11
SL1344_3726	slsA	+	3981154	3981834	21	9
SL1344_3727	cigR	-	3982063	3982542	121	156
SL1344_3727A	mgtR	-	3982743	3982835	7	16
SL1344_3728	mgtB	-	3982857	3985583	4	5
AmgR		+	3985660	3986859	3	4
SL1344_3729	mgtC	-	3985803	3986498	5	5
SL1344_3730	yicL	+	3987007	3987909	14	18
SL1344_3731		-	3987952	3988893	9	11
SL1344_3732		-	3989129	3989872	6	6
SL1344_3733		-	3989859	3990968	3	4
SL1344_3734		-	3990972	3991829	1	3
SL1344_3735		-	3991829	3992578	2	3
SL1344_3736		-	3992724	3993209	1	1
SL1344_3737		-	3993220	3993645	1	1
SL1344_3738		-	3993864	3996662	14	19
STnc4040		-	3993945	3993822	62	56
SL1344_3739		+	3996859	3997152	14	22
SL1344_3740		+	3997258	3998640	14	14
SL1344_3741	nepI	-	3998700	3999892	5	14
SL1344_3743		+	4000108	4000467	18	27
SL1344_3744		+	4000451	4000774	11	13
SL1344_3745		-	4000865	4001134	61	17
SL1344_3746		-	4001144	4002004	2	3
SL1344_3747		-	4002067	4003551	5	6
SL1344_3748		-	4003544	4004902	4	4
SL1344_3749		-	4004978	4005265	29	8
SL1344_3750		-	4005262	4005735	30	7
SL1344_3751		-	4005753	4006496	36	7
SL1344_3752	yicN	-	4006849	4007301	13	27
SL1344_3753	uhpT	-	4007493	4008884	3	3
SL1344_3754	uhpC	-	4009027	4010355	2	6
SL1344_3755	uhpB	-	4010365	4011867	2	9
SL1344_3756	uhpA	-	4011867	4012457	2	17
SL1344_3757		-	4012532	4013545	7	7
SL1344_3758		-	4013557	4014873	4	5
SL1344_3759		-	4014904	4015824	7	3
SL1344_3760		+	4016149	4016934	6	7
SL1344_3761	ilvN	-	4016936	4017226	15	10
SL1344_3762	ilvB	-	4017230	4018918	6	8
SL1344_3763	ivbL	-	4019025	4019123	2759	1346
IstR		-	4019460	4019329	184	316
SL1344_3765		+	4020012	4020800	4	3
SL1344_3766	emrD	+	4021003	4022187	48	48
SL1344_3767		-	4022114	4023199	20	16
SL1344_3768	dsdC	-	4023263	4024186	5	6
SL1344_3769	dsdX	+	4024412	4025749	5	4
SL1344_3770	dsdA	+	4025767	4027089	9	8
SL1344_3771	yidF	-	4027171	4027701	172	52
SL1344_3772	yidG	-	4027698	4028060	26	30
SL1344_3773	yidH	-	4028050	4028397	29	44
SL1344_3774	yidE	-	4028841	4030502	23	9
SL1344_3775	hslS	-	4030692	4031126	26	183
STnc2110		-	4030702	4030646	44	104
SL1344_3776	hslT	-	4031230	4031649	44	182
SL1344_3777	yidQ	+	4031950	4032285	38	48
SL1344_3778	yidR	-	4032287	4033513	12	13
SL1344_3779	ccmH1	-	4033635	4034678	4	1
SL1344_3780	ccmG1	-	4034675	4035232	0	0
SL1344_3781	ccmF1	-	4035229	4037160	0	0
SL1344_3782	ccmE1	-	4037157	4037636	1	0
SL1344_3782A	ccmD1	-	4037633	4037845	0	0
SL1344_3783	ccmC1	-	4037842	4038579	0	0
SL1344_3784	ccmB1	-	4038631	4039287	0	0
SL1344_3785	ccmA1	-	4039287	4039913	1	0
SL1344_3786	yhjA	-	4039910	4041310	25	4
SL1344_3787	torD	-	4041500	4042132	4	3
SL1344_3788	torA	-	4042125	4044677	2	2
SL1344_3789	torC	-	4044667	4045851	2	1
SL1344_3790	torR	+	4045981	4046673	21	36
SL1344_3791	torT	-	4046646	4047686	43	11
SL1344_3792	torS	+	4047766	4050501	8	10
SL1344_3793	dgoT	-	4050527	4051864	1	2
SL1344_3794	dgoD	-	4051949	4053097	2	2
SL1344_3795	dgoA	-	4053094	4053711	2	2
SL1344_3796	dgoK	-	4053695	4054573	3	4
SL1344_3797	dgoR	-	4054570	4055259	7	10
SL1344_3798	yidA	-	4055520	4056365	39	29
SL1344_3799		+	4056671	4057933	3	3
SL1344_3800		+	4057947	4059140	6	6
SL1344_3801		+	4059255	4060151	17	5
SL1344_3802	gyrB	-	4060170	4062584	49	115
SL1344_3803	recF	-	4062613	4063686	18	76
SL1344_3804	dnaN	-	4063834	4064934	32	100
SL1344_3805	dnaA	-	4064939	4066339	42	129
SL1344_3806	rpmH	+	4067000	4067140	653	4730
RNaseP		+	4067156	4067515	39	271
SL1344_3807	rnpA	+	4067157	4067516	0	0
SL1344_3808		+	4067480	4067737	14	114
SL1344_3809	yidC	+	4067740	4069386	24	118
STnc4250		+	4069297	4069429	153	240
SL1344_3810	thdF	+	4069516	4070892	7	21
STnc3170		-	4071038	4070923	19	20
SL1344_3811	intA	+	4071148	4072365	3	12
STnc400		+	4072457	4072530	198552	126509
SL1344_3812		+	4072690	4073652	60	122
SL1344_3813		+	4073652	4074587	44	75
SL1344_3814	yidY	+	4075389	4076576	4	3
SL1344_3815	yidZ	+	4076545	4077504	9	8
SL1344_3816	yieE	+	4077662	4078417	44	49
SL1344_3817	yieF	+	4078417	4079001	94	54
SL1344_3818	yieG	-	4079046	4080383	16	37
SL1344_3819	yieH	+	4080552	4081217	33	65
STnc1860		-	4081303	4081219	277	479
SL1344_3820	phoU	-	4081312	4082037	12	32
SL1344_3821	pstB	-	4082052	4082825	15	36
SL1344_3822	pstA	-	4082912	4083802	11	24
SL1344_3823	pstC	-	4083802	4084761	11	26
SL1344_3824	pstS	-	4084897	4085937	14	38
SL1344_3825		-	4086104	4087477	6	6
SL1344_3826		-	4087526	4088344	1	1
SL1344_3827		+	4088439	4090196	6	10
SL1344_3828	glmS	-	4090347	4092176	107	240
SL1344_3829	glmU	-	4092365	4093735	148	378
SL1344_3830		-	4094055	4094753	12	15
SL1344_3831	atpC	-	4094983	4095402	458	905
SL1344_3832	atpD	-	4095423	4096805	212	589
SL1344_3833	atpG	-	4096832	4097695	230	671
SL1344_3834	atpA	-	4097746	4099287	242	751
SL1344_3835	atpH	-	4099300	4099833	346	993
SL1344_3836	atpF	-	4099848	4100318	569	1578
SL1344_3837	atpE	-	4100378	4100617	410	1258
SL1344_3838	atpB	-	4100664	4101479	188	553
SL1344_3839	atpI	-	4101488	4101868	169	439
SL1344_3840	gidB	-	4102484	4103113	15	38
SL1344_3841	gidA	-	4103210	4105099	12	63
SL1344_3842	mioC	-	4105478	4105921	51	201
SL1344_3843	asnCb	-	4106011	4106469	28	28
SL1344_3844	asnA	+	4106620	4107612	11	37
SL1344_3845	yieM	-	4107617	4109017	15	15
SL1344_3846	yieN	-	4109062	4110558	36	34
SL1344_3847	kup	+	4110906	4112774	23	26
SL1344_3848	rbsD	+	4112971	4113390	24	11
SL1344_3849	rbsA	+	4113398	4114903	4	5
SL1344_3850	rbsC	+	4114909	4115874	9	13
SL1344_3851	rbsB	+	4115899	4116789	162	79
SL1344_3852	rbsK	+	4116923	4117852	22	20
SL1344_3853	rbsR	+	4117856	4118854	22	19
SL1344_3854	yieO	-	4118820	4120243	11	13
SL1344_3857	yieP	-	4120255	4120959	21	22
SL1344_3858	yifA	-	4127091	4127939	45	25
SL1344_3859	yifE	+	4128046	4128384	346	663
SL1344_3860	comM	-	4128409	4129929	4	4
SL1344_3860A	ilvX	+	4130466	4130516	16	104
SL1344_3861	ilvG	+	4130519	4132165	4	15
SL1344_3862	ilvM	+	4132165	4132425	24	46
SL1344_3863	ilvE	+	4132443	4133372	16	31
SL1344_3864	ilvD	+	4133533	4135383	17	33
SL1344_3865	ilvA	+	4135386	4136930	31	61
SL1344_3866		+	4137214	4137531	17	34
SL1344_3867		+	4137528	4137869	22	31
SL1344_3868	ilvY	-	4137872	4138759	12	15
SL1344_3869	ilvC	+	4138923	4140398	14	35
SL1344_3870	ppiC	-	4140490	4140771	236	286
SL1344_3870A		+	4140776	4141081	14	12
SL1344_3871		+	4141099	4141209	17	12
SL1344_3872	rep	+	4141309	4143333	10	26
SL1344_3873	gppA	-	4143373	4144854	48	61
SL1344_3874	rhlB	-	4144973	4146238	101	132
SL1344_3875	trxA	+	4146382	4146711	397	598
SL1344_3876	rho	+	4147130	4148389	211	268
SL1344_3877	rfe	+	4148619	4149722	85	99
SL1344_3878	wzzE	+	4149734	4150780	100	155
SL1344_3879	rffE	+	4150836	4151966	48	102
SL1344_3880	rffD	+	4151963	4153225	57	95
SL1344_3881	rffG	+	4153240	4154292	38	76
SL1344_3882	rffH	+	4154325	4154549	42	86
SL1344_3883	rffC	+	4154656	4155204	37	62
SL1344_3884	rffA	+	4155209	4156339	43	64
SL1344_3885	wzxE	+	4156341	4157591	22	38
SL1344_3886		+	4157588	4158667	17	41
SL1344_3887	rffT	+	4158664	4160022	19	33
SL1344_3888	rffM	+	4160019	4160759	25	30
SL1344_3889	yifK	+	4160966	4162351	25	48
GlmZ		+	4163193	4163400	4149	3936
SL1344_3890	hemY	-	4163468	4164607	56	60
SL1344_3891	hemX	-	4164667	4165836	72	74
SL1344_3892	hemD	-	4165858	4166598	75	86
SL1344_3893	hemC	-	4166595	4167551	111	84
SL1344_3894	cyaA	+	4167913	4170459	139	153
SL1344_3895		+	4170567	4170920	9	11
SL1344_3896		+	4171106	4171648	2	5
SL1344_3897		+	4171660	4172022	2	5
SL1344_3898	cyaY	-	4172093	4172413	36	65
SL1344_3899		-	4172483	4172872	3	2
SL1344_3899A		-	4172860	4173382	1	0
SL1344_3900	yifL	+	4173568	4173771	92	118
SL1344_3901	dapF	+	4173805	4174632	78	110
SL1344_3902	yigA	+	4174629	4175336	47	67
SL1344_3903	xerC	+	4175333	4176235	44	57
SL1344_3904	yigB	+	4176235	4176951	24	29
SL1344_3905	uvrD	+	4177087	4179249	33	48
SL1344_3906	corA	+	4179721	4180671	24	74
SL1344_3907	yigF	-	4180720	4181100	12	9
SL1344_3908	yigG	-	4181116	4181574	3	6
SL1344_3909	rarD	-	4181609	4182493	20	45
SL1344_3910	yigI	-	4182537	4183022	2	65
SL1344_3911	pldA	+	4183292	4184038	44	64
SL1344_3912	recQ	+	4184104	4185951	26	58
SL1344_3913	rhtC	+	4186015	4186635	38	24
SL1344_3914	rhtB	-	4186675	4187295	4	3
SL1344_3915	pldB	+	4187406	4188422	51	73
SL1344_3916	yigL	+	4188438	4189238	37	43
SL1344_3917	yigM	+	4189319	4190218	8	10
SL1344_3918	metR	-	4190106	4191059	9	7
SL1344_3919	metE	+	4191308	4193572	7	10
SL1344_3920		+	4193916	4195259	4	10
SL1344_3921	dlhH	-	4195339	4196151	25	41
SL1344_3922	udp	+	4196410	4197171	110	47
SL1344_3923	yigN	+	4197311	4198741	13	19
SL1344_3924	ubiE	+	4198837	4199592	89	160
SL1344_3925	yigP	+	4199602	4200207	61	117
SL1344_3926	aarF	+	4200204	4201844	57	85
