Sequence name	locus tag	Name	Start	End	Strand	L Arabinose logFC	D Maltose monohydrate logFC	Mucin from porcine stomach logFC	N Acetyl D Glucosamine logFC	D Xylose logFC	28°C logFC	42°C logFC	Aerobic shaking logFC	bile salts logFC	deoxycholic acid logFC	Gentamicin logFC	peroxide logFC	pH 6 logFC	Starvation logFC
NC_004663.1	BT_4058	BT_4058	5290993	5292435	-	0.3269859541	-1.119941644	-2.339505158	-0.9228791053	-0.1065915176	1.267881236	-1.124552443	-0.7804080117	-1.332210759	0.2172555512	0.7799174487	-0.1129313004	-0.2459800134	-3.96880909
NC_004663.1	BT_4059	BT_4059	5292473	5293957	-	0.3326866601	-1.260966871	-2.062727482	-1.030574638	-0.1530346538	1.044097461	-0.8683468675	-1.06128773	-1.377241617	0.1737535978	0.5341736139	-0.3532172516	-0.1736647775	-3.946651446
NC_004663.1	BT_4060	BT_4060	5294040	5295971	-	0.2296949596	-1.25678425	-2.451617834	-1.073968577	-0.2202982048	1.120492727	-0.669935344	-0.9139796495	-1.789563762	0.0639664127	0.4588110654	-0.1524168101	-0.1955871107	-4.044305261
NC_004663.1	BT_4061	BT_4061	5296059	5296367	-	0.3864480668	-1.108618051	-2.497860012	-0.9291463898	-0.1692751821	1.232947849	-0.6075703088	-0.8466975615	-2.176273952	-0.04350107657	0.5813953928	-0.137708119	-0.29335258	-3.608857854
NC_004663.1	BT_4062	BT_4062	5296463	5296975	-	0.2326520432	-1.239902779	-2.209078828	-0.8758860959	-0.1628711841	1.267273386	-0.4546547328	-0.8165163938	-1.443483842	0.01607252576	0.7380369527	-0.02552030986	-0.1972952025	-3.752891156
NC_004663.1	BT_4063	BT_4063	5296978	5297466	-	0.5747445089	-1.023336654	-2.042843332	-0.6340046574	0.04350736552	1.108664901	-0.7087784809	-0.9731865977	-1.968484348	-0.1972504099	0.3341237268	-0.275384558	-0.239364209	-3.342178153
NC_004663.1	BT_4064	BT_4064	5297477	5298553	-	0.5495007674	-1.156327874	-1.949878134	-0.5368884779	-0.07714483991	1.112350337	-0.518054287	-1.089251492	-1.788597003	-0.08038847557	0.3895015974	-0.2648209315	-0.1860019729	-3.645757805
NC_004663.1	BT_4065	BT_4065	5298679	5300295	-	0.3608628777	-1.453533156	-1.948894576	-0.5060825783	-0.3008626904	1.077692918	-0.4335679532	-1.082144058	-1.808825322	-0.2533603301	0.3437357054	-0.2450287461	-0.1222797565	-3.578352812
NC_004663.1	BT_4066	BT_4066	5300292	5300885	-	0.2783064783	-1.955375132	-1.892508973	-0.6295382174	-0.3087912905	0.7464131696	-0.3983811801	-1.043202279	-2.204766994	-0.4268295157	0.1063705698	-0.2335411715	-0.05974005523	-3.378572408
NC_004663.1	BT_4067	BT_4067	5300876	5301226	-	0.1609618967	-2.269491347	-1.844352537	-0.795123635	-0.5397470399	1.006521394	-0.03178926953	-0.9896880972	-1.962130161	-0.1458273488	0.6832067296	-0.122376167	0.02617498243	-2.847492256
NC_004663.1	BT_4068	BT_4068	5301340	5301717	-	-0.07112976154	-0.5493882157	0.1037247226	-0.2077297384	-0.1461817585	1.441193059	0.2242975392	-0.919728699	0.1773913381	0.4906771394	0.6779734455	-0.2239143552	-0.03888953659	-1.919477201
NC_004663.1	BT_4069	BT_4069	5301977	5303581	+	-0.1029540285	0.2055431665	0.231984822	-0.256538421	0.2038863514	1.073148655	0.4072344949	0.08728744752	1.379285148	1.734479108	1.544701818	0.1124179802	0.2717681938	-0.8591025859
NC_004663.1	BT_4070	BT_4070	5303772	5304296	+	-0.3586863769	0.2300078831	0.6851200026	-1.253387543	0.6710719828	0.09819649922	1.224161022	-0.4354619538	1.068247507	2.040415307	1.191746221	0.4489208456	-0.06785941121	0.7252678883
NC_004663.1	BT_4071	BT_4071	5304372	5304602	+	-0.5842414029	-0.27117885	-0.0470441079	-0.4757391701	-0.8508094854	0.7102106705	1.256300417	1.405175533	0.1338005892	1.260099693	0.7566612672	1.418829633	1.154279225	-0.4353174695
NC_004663.1	BT_4072	BT_4072	5304610	5307159	+	-0.1361864494	0.2311907204	0.3915734921	-0.08916971265	-0.01132362599	-0.02146001896	0.3017980179	0.4531723892	0.2382187527	0.1205908941	0.0910044867	0.2854509692	0.2928468523	-0.06990290149
NC_004663.1	BT_4073	BT_4073	5307194	5309542	+	-0.199825443	0.03203669991	0.1916490738	-0.2757649015	-0.09586153421	0.6297311441	-0.2112374959	-0.008243477735	0.1705006656	0.7958098976	0.1249124733	-0.1935260466	-0.1481663722	-1.342782937
NC_004663.1	BT_4074	BT_4074	5309556	5312639	+	-0.2332217114	0.02541918438	0.08463878687	-0.3668158183	-0.2664865578	0.6234310115	-0.326338605	0.05076505513	-0.2136565265	0.5258188647	0.1586092667	0.008436861602	-0.007051931489	-1.413900585
NC_004663.1	BT_4075	BT_4075	5313405	5314808	+	0.1458573624	0.2094576483	0.4076214855	0.08905598643	0.2452805932	-1.853659417	0.1356157966	-0.389263222	-0.2772798364	-0.7009848458	-0.1315476066	0.02747919482	-0.2818204968	-0.3156019944
NC_004663.1	BT_4076	BT_4076	5314879	5317557	+	0.1726066216	-0.08827539917	0.7219040795	0.4233534173	0.2526078478	-2.159476133	0.1895761957	-0.6016584297	-0.7079684511	-0.8170735573	-0.6935312952	-0.06196721003	-0.1833982473	-0.6697900046
NC_004663.1	BT_4077	BT_4077	5317567	5318433	+	0.3575618415	0.6242661109	1.675600715	0.721038018	0.6273132395	-0.8802205658	-0.00798413269	0.07806699445	-0.5983887136	-0.5486243987	0.07176825367	-0.4341462991	-0.2015365457	0.8730924451
NC_004663.1	BT_4078	BT_4078	5318765	5319457	+	1.094407802	0.1705571526	2.16306812	1.446084074	1.161562517	-3.009220541	-0.04444673289	-0.3540525237	-1.736614418	-2.683025179	-3.767347543	-0.1988591715	-0.9707978292	1.958755757
NC_004663.1	BT_4079	BT_4079	5319485	5321245	+	1.015504945	0.4637472353	2.531484702	1.487974571	1.057869066	-2.87459985	0.6054690719	-0.240236737	-1.82030688	-1.495020832	-2.755389545	0.1404331563	-0.4979589484	2.853954526
NC_004663.1	BT_4080	BT_4080	5321430	5322800	+	0.9644703829	1.296624256	4.149989447	1.802092936	1.988071421	-3.219995027	0.5354691154	-0.3485108852	-2.002438171	-2.188200891	-1.83706637	0.1569556205	-0.641464014	3.671190781
NC_004663.1	BT_4081	BT_4081	5322832	5325933	+	1.34006434	1.235609723	4.283696597	2.012119384	2.184221931	-2.591228565	0.5190833815	-0.2200978469	-1.445052838	-1.992453358	-1.833868391	0.1506213884	-0.634051552	3.465250849
NC_004663.1	BT_4082	BT_4082	5325965	5328016	+	1.155484617	0.8150526758	3.827840676	1.750217657	1.909328823	-2.826446854	0.2334140598	-0.4134740641	-1.010328372	-1.596113732	-1.243185004	-0.01553451763	-1.133544642	2.895216391
NC_004663.1	BT_4083	BT_4083	5328036	5329064	+	0.8251834044	0.8188800196	3.857852356	1.616350803	1.44838565	-2.925831277	-0.3836963666	-0.4600840613	-1.856826898	-2.237646146	-1.558059258	-0.2006791354	-0.5138254324	2.911753014
NC_004663.1	BT_4084	BT_4084	5329091	5330422	+	0.9655768904	0.3272208579	3.090307825	1.531503429	1.493933571	-2.857563187	0.4072592298	-0.006209870619	-1.493967939	-1.776138942	-1.266055543	0.2041558783	-0.153130868	2.590071724
NC_004663.1	BT_4085	BT_4085	5330640	5332496	+	0.6850072813	0.9057631657	3.123938354	1.070886545	1.385393316	-2.480757736	0.1717903714	0.1216045844	-2.119823695	-2.105964388	-1.4569003	-0.2063517208	-0.2899787272	3.251872311
NC_004663.1	BT_4086	BT_4086	5332526	5332978	+	0.8183247857	0.4897314108	2.410141291	0.4368219469	0.8358432467	-2.685469119	1.033518873	0.3846586883	-2.302981041	-1.215365254	-0.2724970463	-0.3780502798	-0.4771854801	1.963308596
NC_004663.1	BT_4087	BT_4087	5332996	5334048	+	0.837597788	0.8335102805	2.622995916	0.9135871536	1.286825541	-2.113707811	0.1303168462	-0.1855542645	-1.873752449	-1.579077848	-1.277723099	0.04133042995	-0.3944888881	1.966025741
NC_004663.1	BT_4088	BT_4088	5334073	5337207	+	0.7295041715	0.7999846468	3.029310137	1.132267138	1.450119774	-1.78579343	0.397833069	-0.05970757063	-1.813437426	-1.403428204	-0.707141835	0.04704166423	-0.2284767322	2.247685809
NC_004663.1	BT_4089	BT_4089	5337214	5339010	+	0.6215946403	0.6222092669	2.774917057	0.7615888232	1.311773153	-2.183489681	0.2752616215	-0.08469141729	-1.275781893	-0.5555759577	-0.9564929952	-0.2454094184	-0.4337590042	1.587847661
NC_004663.1	BT_4090	BT_4090	5339015	5342095	+	0.6665524838	0.3602009507	2.41318256	0.9198979221	1.242772057	-1.752657777	0.3427940423	-0.04384125254	-0.4917046177	-0.7099630509	-0.8827423652	0.2416121065	0.0002701237486	1.643112935
NC_004663.1	BT_4091	BT_4091	5342248	5344236	+	-0.1305953487	0.3028040392	0.6311486247	0.6332907763	-0.4455726478	-0.5141595518	-0.01246522708	-0.2314431214	-0.8196421949	-0.9530651428	-0.5447464445	0.1098048436	0.272036295	0.8311417462
NC_004663.1	BT_4092	BT_4092	5344274	5346547	+	-0.2173819739	0.1947999305	0.3590922145	0.06871793724	-0.1769981504	-0.5268979924	-0.2738071518	-0.3085429819	-1.33548851	-0.7071604779	-0.3644776122	0.05214861701	0.06610429924	0.4656447496
NC_004663.1	BT_4093	BT_4093	5346666	5348819	+	-0.1944372317	0.009952150489	0.4364432442	0.05592929316	-0.3603326279	-0.6385047533	-0.6342719335	-0.5334493307	-1.230209887	-0.6358869908	-0.6943445122	0.03805711024	-0.08273144544	0.2878563345
NC_004663.1	BT_4094	BT_4094	5348846	5349979	+	-0.2431355507	0.05131537659	0.4080560214	-0.1138231951	-0.2129354136	-0.7666748308	-0.215650288	-0.161780404	-1.135785656	-1.224052194	-0.1414041475	-0.1052540385	-0.1597694943	-0.1834641185
NC_004663.1	BT_4095	BT_4095	5349986	5351524	+	-0.07745472835	-0.1378587545	0.5402959805	0.28252514	-0.2247653353	-1.401219847	-0.2148365259	-0.2472847348	-1.00139648	-1.265602776	-0.7282536562	0.1066827854	-0.171544944	0.1818081178
NC_004663.1	BT_4096	BT_4096	5351618	5353000	+	-0.09681399999	-0.04779514612	0.08418584714	0.09520447636	-0.222676061	-0.5126848419	-0.3969567722	0.1615167581	-1.278688947	-0.7380115558	-0.4560203124	0.2391261662	-0.04764070735	-0.1545462325
NC_004663.1	BT_4097	BT_4097	5353085	5354536	-	-0.3066718177	-0.25291854	-0.7628966225	-0.5139628024	-0.4607267247	2.028858537	-0.1789022449	-0.2481144773	1.819049778	2.132794285	1.818362556	0.03492393628	-0.1461158802	-1.864664986
NC_004663.1	BT_4098	trkA	5354691	5356031	-	-0.2484883818	-0.2133288002	-0.5584397967	-0.2323231489	-0.2883975857	0.7441853337	-0.0314679596	-0.08658176037	0.4240388186	0.7125640252	0.2961649291	-0.06721779295	-0.02124569352	-1.378570797
NC_004663.1	BT_4099	BT_4099	5356034	5357977	-	-0.1552797518	-0.1127648618	-0.5199563533	-0.09312117389	-0.271010768	0.4931750084	0.1968044454	-0.2087748782	1.267881681	0.6833285424	0.2730506049	-0.1630877968	-0.02739198208	-1.253445329
NC_004663.1	BT_4100	BT_4100	5358643	5359632	+	-0.2112902613	-0.2356316356	-0.9403555465	-0.2973412515	-0.4093609925	-0.2466267518	-0.2218414063	-0.08788481659	0.7340668058	-0.4499994384	-0.5214034905	-0.1815504214	0.2696394798	-0.8449120325
NC_004663.1	BT_4101	BT_4101	5359608	5362157	+	-0.1589116155	-0.07107915545	-0.8479080121	0.110721916	-0.4007713926	-0.9381926444	-0.0772460439	-0.1856525343	-2.407642142	-1.78301173	-1.250644783	-0.05615476187	0.2979065244	-1.483886899
NC_004663.1	BT_4102	BT_4102	5362366	5362587	+	-0.07302742839	-0.1971938376	-0.5749536798	-0.238177242	-0.4715374843	0.4701976237	-0.1200023668	0.2399409685	0.2078263682	0.05823821862	0.03724948479	-0.1165141411	0.2193706889	-0.2332721779
NC_004663.1	BT_4103	BT_4103	5362603	5363424	+	-0.3434792991	-0.464620352	-0.9973718718	-1.056909798	-0.8579164381	1.241085066	-0.1740953318	0.03910868299	0.4964547873	0.8698865953	0.9404407213	-0.01651233306	0.2555841741	-1.721245474
NC_004663.1	BT_4104	BT_4104	5363539	5366913	+	-0.2707515553	-0.5184654776	-1.659815986	-1.919652341	-1.074273419	1.369226936	-0.3913090206	-0.6446151888	0.4322285155	1.408035609	1.097958127	-0.04865745708	-0.08534602779	-3.79872836
NC_004663.1	BT_4105	BT_4105	5367284	5368771	-	0.7515481445	0.570840769	1.580311277	0.5243793133	0.9213695019	1.393335137	0.5455962126	-0.6259004588	1.209932183	1.729071669	0.9716452798	-0.08004138506	-0.1162943794	0.7541838406
NC_004663.1	BT_4106	BT_4106	5369061	5369981	-	-0.1440966757	-0.149142399	1.855374119	0.5907358456	-0.2162484007	0.1820031476	0.2948971394	-0.4932663061	-1.747179231	-0.9418159643	-0.405111537	0.03958466439	-0.4039340536	1.531565671
NC_004663.1	BT_4107	BT_4107	5370014	5371411	-	-0.0253252108	-0.235754003	2.253156093	0.4750133218	-0.1213519947	-0.2728468824	0.6332039719	-0.4884318701	-0.4518414814	-0.2235463451	0.5036701236	-0.07064427422	-0.4031278749	1.685928543
NC_004663.1	BT_4108	BT_4108	5371714	5372913	+	0.4233302985	-0.09711980796	1.688798627	0.8192154223	0.1835125083	-1.059912218	0.8462487523	-0.8865116887	-0.6122860655	-0.7006617087	0.1519022858	-0.1219017067	-0.3872561242	2.446155312
NC_004663.1	BT_4109	BT_4109	5372923	5373891	+	0.3089240729	-0.01179369112	1.839301228	0.9144271496	0.2111562453	-1.205557437	0.8370486799	-1.135282959	-0.9162274894	-1.414369473	-0.08393618554	0.05929014766	-0.659321349	2.599507867
NC_004663.1	BT_4110	BT_4110	5374134	5375744	+	0.3445560295	-0.09290045836	1.754317595	0.5485512937	0.3022382337	-0.110090962	0.7179471372	-0.9424206904	-0.1194320855	-0.3031286557	0.172457841	-0.05583544284	-0.8959191249	2.151323658
NC_004663.1	BT_4111	BT_4111	5375810	5380345	+	0.3858128533	0.7196790984	1.212976127	0.08527809599	0.7907971339	0.7326614118	0.8408910462	0.5977873036	1.538855603	1.631177231	0.5986120871	0.2828323616	0.6889593721	2.649437715
NC_004663.1	BT_4112	BT_4112	5381274	5382857	-	1.39216717	1.389267966	4.09149429	1.219793522	2.02211085	-1.790059651	0.3143297639	0.2302143683	-1.317656295	-1.828651051	-0.7930358763	0.03349884627	-0.0705820358	4.479754875
NC_004663.1	BT_4113	BT_4113	5382882	5384741	-	1.081243978	1.614292752	4.272836055	1.485273464	2.193413833	-1.264579374	0.7263745769	0.2025880823	-1.157854313	-0.9107899861	-0.9746881585	0.0710625496	0.01896093154	4.622744653
NC_004663.1	BT_4114	BT_4114	5384754	5387969	-	1.47585913	1.811196659	4.776883993	1.795263256	2.549048067	-1.436735113	0.3897983476	-0.3375839963	-0.2082426458	-0.4503985988	-0.8584855879	-0.2306893318	-0.2614046816	5.279841719
NC_004663.1	BT_4115	BT_4115	5388189	5389682	-	0.3804663862	1.195224241	2.062976166	0.6771925835	0.9867455374	-1.11518662	0.6791205117	-0.333728188	-0.1534966204	-0.3013819083	-0.07363092737	-0.2565615033	0.07952884658	2.785217255
NC_004663.1	BT_4116	BT_4116	5389689	5391260	-	0.1010441286	0.5926522706	0.7438296792	0.1700194219	0.3189384381	-0.7078345494	0.6631424461	0.404571491	-0.05172719446	-0.5546119895	-0.2990359938	0.07300662529	0.2864190163	1.229417888
NC_004663.1	BT_4117	BT_4117	5391544	5392338	+	0.1039894608	0.03454172589	-0.1668741574	-0.003267724032	0.1662376691	0.06281312136	0.7014731104	-0.03377449633	2.903031588	0.9844684655	0.2559362763	-0.1025596544	0.05594549361	1.52345671
NC_004663.1	BT_4118	BT_4118	5392342	5393154	+	0.2896220711	0.02276094373	-0.1004538804	-0.0705571676	0.3967698453	0.479116244	0.7295160233	0.1699008204	2.574559753	1.127652561	0.3868389212	0.1066640637	-0.007647253227	1.512925867
NC_004663.1	BT_4119	BT_4119	5393605	5395284	+	1.767908537	-0.4705332655	3.241292396	1.490830547	0.3366217427	-4.062502657	-0.2215114592	-0.5614669232	0.3975054533	-0.1583672179	-0.4632760353	0.6667491486	-0.3835340359	2.033512848
NC_004663.1	BT_4120	BT_4120	5395314	5396981	+	2.309318604	1.967648521	4.874991713	2.857138617	2.841875981	-3.164233717	0.9141844611	0.05135590441	-0.2282661009	-1.144305954	-0.8634749031	0.05305237178	-0.3662455251	3.824330488
NC_004663.1	BT_4121	BT_4121	5397008	5400436	+	1.358181282	0.7382465182	3.534127046	1.87614766	2.021390801	-2.535696512	0.6582792751	-0.3603769399	-0.8185721097	-1.85131855	-0.9247399482	0.06249808349	-0.6186718158	2.113760075
NC_004663.1	BT_4122	BT_4122	5400451	5402526	+	1.747219062	0.9856764389	3.322618817	2.470822841	2.227302317	-3.578982015	0.6315616765	-0.2840558846	-2.599452175	-2.500768216	-1.594593056	0.1558343087	-1.007421565	2.530193155
NC_004663.1	BT_4123	BT_4123	5402817	5404403	+	0.1008789687	0.1392411169	0.3464477256	0.2326970479	0.135067712	-1.168760141	-0.2422216831	-0.3220284527	-0.7580063817	-0.7884745283	0.03941312502	-0.1640070216	-0.4532504902	-0.5405319088
NC_004663.1	BT_4124	BT_4124	5404636	5408988	-	0.8072279247	1.240374664	1.941115718	0.8422623221	1.420350726	-0.5989825027	0.4396778179	0.1987644412	0.9390490317	0.3097944415	0.1921095482	-0.09520890551	-0.04164421573	3.245103441
NC_004663.1	BT_4125	BT_4125	5409433	5410407	+	-0.598490192	0.1050096464	-0.8341855071	-0.3729677185	-0.5768977954	0.1069571205	-0.2103683673	-0.2445053608	0.05096516526	0.1515929336	0.1901122896	-0.07204953296	0.1758485384	-0.3195286188
NC_004663.1	BT_4126	BT_4126	5410463	5411659	+	-0.3397943147	-0.07477057337	-0.8669720083	0.05080500278	-0.4217951086	0.002307137374	-0.1329490244	0.01733685189	0.4861996553	0.322297821	0.2510657412	0.002796302305	0.236448367	-0.5609135991
NC_004663.1	BT_4127	nagB	5411705	5412517	+	-0.3459475054	0.03472235243	-0.3263268536	-0.01304751359	-0.3441137777	0.01049036168	-0.2295556953	0.03575641427	-0.4114309089	-0.1144502481	-0.3009523508	-0.1797396739	0.08166075282	0.02011568161
NC_004663.1	BT_4128	BT_4128	5412640	5413254	-	-0.2733373072	-0.1682796299	-0.1356552602	-0.07984864207	-0.290737339	-0.7657756501	0.008601525698	-0.08014246916	-1.820922561	-1.535936677	-0.8060172199	-0.01721856628	0.2659175939	0.9041882968
NC_004663.1	BT_4129	BT_4129	5413272	5415788	-	-0.3307270304	-0.02728001081	-0.0002487873093	0.03550339573	-0.314435369	-0.9032120053	-0.08932660658	-0.3980845707	-1.736198011	-1.41671785	-0.8618841281	-0.1683593618	0.2226860778	0.6715604665
NC_004663.1	BT_4130	BT_4130	5415909	5417906	-	0.01919372861	-0.05962527761	0.002009875528	-0.1383754228	-0.1398570278	0.9816318952	0.02127611794	0.01364452554	0.4238294335	0.987148192	0.5174322466	-0.09725000277	0.1672724401	-0.9608309659
NC_004663.1	BT_4131	BT_4131	5417951	5418736	-	0.01426434701	-0.09333432857	-0.1513240971	-0.04818781209	-0.06562283187	0.8187824227	0.4108491755	0.5723532651	0.8625850759	1.09316337	1.014132584	0.1011745753	0.5673791236	-0.1856656949
NC_004663.1	BT_4132	BT_4132	5419109	5420287	-	1.259188505	0.4746467348	4.482634959	1.746931187	1.817728779	-4.245159061	-0.3610191882	-0.847195465	-4.252770588	-2.717648389	-2.980893616	-0.9155516598	0.09361148444	1.367731091
NC_004663.1	BT_4133	BT_4133	5420303	5421565	-	0.7602757933	-0.2757285904	3.825071725	1.165845409	0.9278607137	-2.2157855	0.01266685318	-0.1000821535	-1.820019508	-2.741471145	-2.866002618	-0.1523761058	-0.304479514	1.776395791
NC_004663.1	BT_4134	BT_4134	5421598	5423520	-	1.121813684	0.3211972757	4.834625811	1.50705286	2.036811967	-1.506005398	0.2503947801	-0.4240331025	-1.36545476	-3.234537023	-1.319581718	-0.3651114022	-0.4807894707	2.149796125
NC_004663.1	BT_4135	BT_4135	5423531	5426677	-	1.176798403	-0.007287538414	3.788534534	1.49963296	1.687116133	-2.794153567	-0.3467477871	-0.1741173035	-1.666156004	-1.964693074	-2.250029822	-0.1912979138	-0.4091225066	2.210306235
NC_004663.1	BT_4136	BT_4136	5427009	5428826	-	1.656039385	1.353856658	4.183567757	2.270020533	2.289780862	-1.998076453	0.5032429555	-0.2306181768	-1.742325205	-2.973507695	-2.014591747	-0.07406911793	-0.5770603685	2.551115507
NC_004663.1	BT_4137	BT_4137	5429325	5433257	+	0.4407643365	0.6012388437	1.373819625	0.4410321083	1.241488087	-0.3578985127	0.5227936958	0.01660133892	1.626938048	0.6292813683	-0.101988262	0.07690051977	-0.1695434634	1.830391588
NC_004663.1	BT_4138	BT_4138	5433373	5434542	+	-0.1066082429	-0.05023113959	-0.5674803839	0.2040671031	-0.2287324344	-0.178981211	0.06709159245	0.009758645737	-0.2681562043	-0.5801147596	-0.535953334	-0.08806796698	0.3844924245	0.009574032584
NC_004663.1	BT_4139	BT_4139	5434682	5435773	+	-0.2996332291	-0.07111007836	-0.6962694684	-0.07719395421	-0.4888672274	-0.2555850737	-0.155537866	-0.1410839631	-0.2318938304	-0.3869794274	-0.587399705	-0.2221513685	0.2065017212	-0.8515212093
NC_004663.1	BT_4140	BT_4140	5435861	5436175	+	-0.00453443514	-0.02343415309	-0.1291668757	0.001584701312	-0.08551718268	-0.01619301919	0.2562101953	0.2127622642	0.4494812153	-0.185178053	-0.05616144649	-0.05599494439	0.1198917529	0.9260879085
NC_004663.1	BT_4141	BT_4141	5436642	5436974	+	0.4839993914	-0.03509300391	-0.4809035493	-0.03972915071	-0.3950539968	-0.8298791452	-0.4386360242	-0.01255318727	0.5299298714	-0.03594269245	-0.5506491806	-0.575916393	-0.288742118	0.4105648852
NC_004663.1	BT_4142	BT_4142	5437794	5438921	+	0.606051701	-0.3866123172	0.7889885366	1.085105999	0.3602843336	-1.55418944	-0.7323914126	0.3296685776	-2.473371248	-2.295547164	-2.492243652	0.102355145	0.04147710375	-0.5479052733
NC_004663.1	BT_4143	BT_4143	5438918	5439598	+	0.682996222	-0.3730055368	0.6343739365	0.8708947994	0.6217632761	-1.435678354	-0.8406699913	0.3601438919	-2.357916327	-1.820850406	-2.04007778	0.153580028	0.1691229013	-1.124986854
NC_004663.1	BT_4144	BT_4144	5439737	5440846	-	-0.08869137264	-0.02199249485	0.4019287626	-0.1699781045	0.02793560494	-0.3449152859	0.09410062618	0.269943695	0.2116558376	0.1042203736	0.4975480143	0.04690680144	0.05523870756	0.8664612216
NC_004663.1	BT_4145	BT_4145	5441391	5444165	-	0.1125650503	0.4801490164	0.4294409427	0.1160758685	0.3058890414	0.1340431971	-0.08357162061	0.1533609691	-1.223760979	-0.3269909815	-0.378145871	0.06040479355	-0.1651491003	0.4302833579
NC_004663.1	BT_4146	BT_4146	5444165	5445568	-	0.4691461907	0.9510812381	0.9632068702	0.8526976827	0.7813795488	-0.1702533651	0.03048290516	-0.3030165104	-0.9241523291	-0.6486234776	-0.5139732285	-0.2875010707	-0.04386317895	1.534014431
NC_004663.1	BT_4147	BT_4147	5445658	5446248	-	0.03410309196	-0.05111849058	0.04865776055	0.1617138803	-0.03479614706	-0.0769633625	0.3895570125	0.15065914	-0.3892130672	-0.3840040755	-0.4795451715	-0.2031224836	-0.07818923695	0.636163734
NC_004663.1	BT_4148	BT_4148	5446199	5446414	-	0.101227234	0.00826681868	-0.2423481901	0.2563502715	-0.1643115532	-0.1811007561	0.1384284659	0.2260922423	-0.8202921945	-0.5276717112	-0.8345923465	-0.2925038903	-0.1433204046	0.4055889913
NC_004663.1	BT_4149	BT_4149	5446660	5447718	-	0.4224957014	0.8106814234	0.8195329781	0.4685808281	0.6845069915	-1.155395027	0.4929218316	0.1553765612	-0.6947578878	-0.2188737914	-1.047314639	0.2845918337	0.02283776345	0.7972652005
NC_004663.1	BT_4150	BT_4150	5447743	5448981	-	0.0627854953	0.577764809	1.13775174	0.6812370854	0.6737727469	-1.623753014	0.3017418601	-0.3577710105	-1.128207402	-0.8585080742	-1.1712215	-0.6512417702	-0.275491904	0.9232706309
NC_004663.1	BT_4151	BT_4151	5448999	5451875	-	0.3382329417	0.5689858767	0.7946142575	0.651105472	0.3360175181	-1.327867989	0.2495740913	-0.5993742708	-0.5779885044	-0.3758987318	-0.1884883065	-0.3521226565	-0.255160317	1.090401108
NC_004663.1	BT_4152	BT_4152	5452139	5455099	+	1.365096635	1.789180462	3.593329921	2.019929831	2.59986485	-0.4291228946	0.6996975964	-0.5965315549	0.5715313526	0.9042272511	0.06389332738	-0.4305845669	-0.812915146	4.279095699
NC_004663.1	BT_4153	BT_4153	5455143	5456441	+	1.074832834	1.318031105	2.941345579	1.724049156	2.1961753	-0.06836739268	1.58893875	0.3227261193	-0.693261877	0.7574732876	-0.3960082243	0.2599533055	-0.235375224	3.233929726
NC_004663.1	BT_4154	BT_4154	5456454	5457422	+	-0.1991368559	0.1792627264	0.394835947	0.2727125159	0.1717660587	-0.1859714673	0.378381812	0.2036801005	0.2824138449	0.1655796506	-0.7118523215	0.01235601937	0.2149639558	0.3573204714
NC_004663.1	BT_4155	BT_4155	5457489	5458835	+	-0.3223207084	0.03527697397	-0.2870031116	-0.2669565721	-0.1425688102	0.1272110384	0.439396376	0.09159626808	0.09159479744	0.2806647294	0.2179705271	0.03884221081	0.05421273189	0.4425980432
NC_004663.1	BT_4156	BT_4156	5458960	5461845	-	-0.1847374116	0.4056528725	0.1991373464	0.08254457232	0.1376038886	-0.3377917382	-0.3218408538	-0.3186011265	-0.5703839504	-0.0669439188	-0.4797384199	-0.5152192047	-0.2954811501	-0.1269600573
NC_004663.1	BT_4157	BT_4157	5461870	5463690	-	-0.143735566	0.9188010773	1.267633793	1.002691427	0.6410273344	0.2378709202	0.1505105227	-0.2726133722	0.6613726828	0.2564986223	0.3281882282	-0.3235230857	0.1510025718	1.658553564
NC_004663.1	BT_4158	BT_4158	5463697	5464389	+	0.1568152479	0.316828659	-0.3066068015	-0.172602721	0.2567603274	-0.615184381	-0.2373581875	-0.434322817	-0.3638527478	-0.2550567451	-0.2764987623	-0.6782653033	-0.6271092172	0.1451037761
NC_004663.1	BT_4159	BT_4159	5464660	5466291	+	0.1460142437	0.5019148516	1.098119626	0.3689927954	0.5103196417	-1.293105305	0.1563482536	-0.1300644937	-0.7911587808	-0.9232121989	-0.6099487977	0.006477841631	-0.3672214383	1.822490475
NC_004663.1	BT_4160	BT_4160	5466320	5468416	+	0.4167276987	0.2754722776	1.078329906	0.2308896439	0.4442235893	-1.22304693	-0.02948319381	-0.1779800017	-1.518167884	-1.196345056	-0.6778418605	0.08153729761	-0.276858646	1.644175728
NC_004663.1	BT_4161	BT_4161	5468555	5469157	-	0.1965285951	-0.1393159343	-0.2449157622	-1.305605196	-0.09688701673	0.200215518	0.5774010853	0.448834114	0.6953149992	-0.2574845861	-0.3728379682	0.07031303493	-0.2170165202	0.9383800971
NC_004663.1	BT_4162	BT_4162	5469570	5471648	+	-0.1004217195	-0.08959933786	-0.7815660032	-1.077655479	-0.3986855938	0.7340545081	0.3996666184	0.4097197929	-0.05737420821	-0.1824455209	0.3675929839	0.03719042201	-0.2937529268	-1.231236379
