locus_tag	common gene name	strand	start	end	MEP	Cold shock (15C)	pH3 shock	pH5.8 shock	NaCl shock	Bile shock	LowFe2+ shock	Anaerobic shock
SL1344_3690	kdtA	+	3940719	3941930	135	160	156	90	25	123	105	39
SL1344_3691	coaD	+	3941939	3942418	117	130	48	57	30	151	107	54
SL1344_3692	mutM	-	3942446	3943255	21	29	7	16	40	18	34	11
SL1344_3693	rpmG	-	3943353	3943520	4918	5956	4226	6582	2190	4288	3702	471
SL1344_3694	rpmB	-	3943541	3943777	6200	7912	7282	8498	3495	4407	5155	596
SL1344_3695	radC	-	3943995	3944660	42	80	74	22	40	93	35	44
SL1344_3696	dfp	+	3944833	3946056	111	128	75	85	76	170	106	57
SL1344_3697	dut	+	3946037	3946492	136	172	52	88	80	185	107	60
SL1344_3698	slmA	+	3946600	3947196	121	118	32	88	43	139	115	47
SL1344_3699	pyrE	-	3947274	3947915	110	73	29	28	22	216	93	15
SL1344_3700	rph	-	3947994	3948710	173	131	74	123	78	160	129	26
SL1344_3701	yicC	+	3948836	3949699	123	99	56	80	77	170	107	83
SL1344_3702		-	3949749	3950606	12	14	9	7	13	15	16	19
SL1344_3703		+	3950725	3951606	4	3	2	5	5	7	6	3
SL1344_3704		+	3951857	3952474	135	80	31	39	38	113	31	44
SL1344_3705	ligB	-	3952471	3954156	3	3	4	2	3	6	3	5
SL1344_3706	gmk	+	3954413	3955036	265	244	178	155	169	336	239	140
SL1344_3707	rpoZ	+	3955091	3955366	697	761	504	580	450	648	556	157
SL1344_3708	spoT	+	3955385	3957496	343	254	128	194	86	311	263	74
SL1344_3709	spoU	+	3957501	3958190	192	210	112	104	44	180	155	50
SL1344_3710	recG	+	3958196	3960277	84	90	48	34	13	82	59	15
SL1344_3711		-	3960280	3961131	37	29	17	30	63	54	53	17
SL1344_3712	gltS	-	3961134	3962339	28	32	11	25	55	46	32	14
SL1344_3713	yicE	+	3962567	3963958	33	26	6	9	11	26	31	3
SL1344_3714	yicH	+	3964079	3965788	40	44	27	27	63	77	64	67
SL1344_3715	yicI	-	3965891	3968209	2	3	1	2	2	3	3	3
SL1344_3716	yicJ	-	3968221	3969603	2	10	3	2	5	3	3	5
SL1344_3717		-	3970302	3970670	9	8	6	15	51	10	20	19
SL1344_3718	sugR	+	3971324	3972861	57	50	36	32	35	65	55	39
SL1344_3720	rhuM	+	3973048	3974085	36	44	20	21	28	38	29	25
SL1344_3722	rmbA	+	3975384	3976001	0	1	1	1	5	2	1	1
SL1344_3723	misL	+	3976076	3978943	6	9	7	6	6	6	8	7
SL1344_3724	fidL	-	3979038	3979520	9	16	11	12	22	17	14	7
SL1344_3725	marT	-	3979513	3980301	5	23	4	6	25	6	7	5
SL1344_3726	slsA	+	3981154	3981834	9	8	5	16	69	20	23	27
SL1344_3727	cigR	-	3982063	3982542	49	40	47	52	71	93	95	115
SL1344_3727A	mgtR	-	3982743	3982835	7	11	7	26	48	16	14	5
SL1344_3728	mgtB	-	3982857	3985583	5	4	3	16	18	6	6	6
AmgR		+	3985660	3986859	3	2	2	5	19	2	3	3
SL1344_3729	mgtC	-	3985803	3986498	2	16	2	32	40	3	4	4
SL1344_3730	yicL	+	3987007	3987909	17	32	17	35	44	20	18	13
SL1344_3731		-	3987952	3988893	12	9	9	9	12	22	17	20
SL1344_3732		-	3989129	3989872	6	5	5	6	4	4	7	20
SL1344_3733		-	3989859	3990968	4	3	1	2	4	7	5	15
SL1344_3734		-	3990972	3991829	2	3	0	1	2	5	3	10
SL1344_3735		-	3991829	3992578	2	2	0	1	3	2	2	11
SL1344_3736		-	3992724	3993209	1	0	0	1	1	2	1	9
SL1344_3737		-	3993220	3993645	1	3	0	1	0	2	0	15
SL1344_3738		-	3993864	3996662	17	21	14	12	18	32	22	28
STnc4040		-	3993945	3993822	67	30	63	59	76	93	64	444
SL1344_3739		+	3996859	3997152	3	5	5	3	51	9	8	15
SL1344_3740		+	3997258	3998640	6	7	5	3	15	29	8	27
SL1344_3741	nepI	-	3998700	3999892	16	32	6	25	13	5	22	4
SL1344_3743		+	4000108	4000467	33	23	28	24	67	37	24	35
SL1344_3744		+	4000451	4000774	17	18	7	11	33	18	14	16
SL1344_3745		-	4000865	4001134	18	29	42	22	44	31	26	170
SL1344_3746		-	4001144	4002004	3	5	2	3	9	2	3	8
SL1344_3747		-	4002067	4003551	7	7	4	5	5	9	7	7
SL1344_3748		-	4003544	4004902	6	10	5	4	9	8	9	9
SL1344_3749		-	4004978	4005265	16	43	41	8	39	61	14	50
SL1344_3750		-	4005262	4005735	17	31	44	6	22	66	16	43
SL1344_3751		-	4005753	4006496	19	33	75	5	13	144	17	50
SL1344_3752	yicN	-	4006849	4007301	40	39	33	22	29	63	39	25
SL1344_3753	uhpT	-	4007493	4008884	4	5	4	3	3	3	4	6
SL1344_3754	uhpC	-	4009027	4010355	12	22	9	13	3	8	7	3
SL1344_3755	uhpB	-	4010365	4011867	20	31	22	18	3	13	11	3
SL1344_3756	uhpA	-	4011867	4012457	24	25	27	25	13	35	21	1
SL1344_3757		-	4012532	4013545	8	13	6	7	6	9	6	12
SL1344_3758		-	4013557	4014873	4	10	4	2	4	7	4	13
SL1344_3759		-	4014904	4015824	5	9	23	2	9	25	4	29
SL1344_3760		+	4016149	4016934	12	12	8	12	15	29	11	16
SL1344_3761	ilvN	-	4016936	4017226	11	19	8	5	32	23	8	15
SL1344_3762	ilvB	-	4017230	4018918	5	14	7	4	15	11	5	10
SL1344_3763	ivbL	-	4019025	4019123	745	1929	3583	219	1819	1440	833	3950
IstR		-	4019460	4019329	272	213	402	399	240	616	51	183
SL1344_3765		+	4020012	4020800	4	12	7	3	6	3	4	5
SL1344_3766	emrD	+	4021003	4022187	33	28	17	40	7	44	56	24
SL1344_3767		-	4022114	4023199	21	37	39	17	14	53	33	109
SL1344_3768	dsdC	-	4023263	4024186	13	21	12	5	13	70	16	52
SL1344_3769	dsdX	+	4024412	4025749	26	38	27	4	7	161	34	478
SL1344_3770	dsdA	+	4025767	4027089	40	52	26	11	9	60	47	578
SL1344_3771	yidF	-	4027171	4027701	43	55	32	26	33	134	49	214
SL1344_3772	yidG	-	4027698	4028060	30	23	10	18	16	41	36	33
SL1344_3773	yidH	-	4028050	4028397	36	29	27	33	41	74	51	34
SL1344_3774	yidE	-	4028841	4030502	12	30	17	8	32	13	23	102
SL1344_3775	hslS	-	4030692	4031126	197	255	49	130	1360	133	788	46
STnc2110		-	4030702	4030646	182	349	66	93	1543	194	600	70
SL1344_3776	hslT	-	4031230	4031649	187	265	28	96	1871	142	496	93
SL1344_3777	yidQ	+	4031950	4032285	22	25	45	14	101	173	34	122
SL1344_3778	yidR	-	4032287	4033513	16	16	9	10	23	17	16	18
SL1344_3779	ccmH1	-	4033635	4034678	1	1	0	1	1	2	2	2
SL1344_3780	ccmG1	-	4034675	4035232	0	0	0	0	0	0	0	0
SL1344_3781	ccmF1	-	4035229	4037160	0	0	0	0	0	0	0	0
SL1344_3782	ccmE1	-	4037157	4037636	0	0	0	1	0	0	0	0
SL1344_3782A	ccmD1	-	4037633	4037845	0	0	0	0	0	0	0	0
SL1344_3783	ccmC1	-	4037842	4038579	0	0	0	0	0	0	0	0
SL1344_3784	ccmB1	-	4038631	4039287	0	0	0	0	0	0	0	0
SL1344_3785	ccmA1	-	4039287	4039913	0	0	0	0	0	0	0	1
SL1344_3786	yhjA	-	4039910	4041310	1	2	1	1	3	2	1	10
SL1344_3787	torD	-	4041500	4042132	4	4	4	2	3	3	4	4
SL1344_3788	torA	-	4042125	4044677	2	2	2	2	2	2	3	3
SL1344_3789	torC	-	4044667	4045851	1	1	1	1	1	1	1	3
SL1344_3790	torR	+	4045981	4046673	35	31	38	28	89	182	42	102
SL1344_3791	torT	-	4046646	4047686	5	3	3	4	8	6	4	30
SL1344_3792	torS	+	4047766	4050501	10	11	8	7	10	10	9	10
SL1344_3793	dgoT	-	4050527	4051864	2	5	2	1	3	1	3	3
SL1344_3794	dgoD	-	4051949	4053097	3	4	2	1	2	3	4	4
SL1344_3795	dgoA	-	4053094	4053711	3	1	2	2	1	3	3	2
SL1344_3796	dgoK	-	4053695	4054573	4	4	2	3	7	9	7	3
SL1344_3797	dgoR	-	4054570	4055259	11	11	5	5	16	24	13	7
SL1344_3798	yidA	-	4055520	4056365	39	44	24	20	59	53	39	51
SL1344_3799		+	4056671	4057933	1	1	1	1	5	2	2	5
SL1344_3800		+	4057947	4059140	2	2	1	2	5	3	4	7
SL1344_3801		+	4059255	4060151	7	16	33	2	4	62	6	88
SL1344_3802	gyrB	-	4060170	4062584	144	185	47	120	67	173	121	53
SL1344_3803	recF	-	4062613	4063686	79	94	29	69	84	69	65	23
SL1344_3804	dnaN	-	4063834	4064934	77	92	29	83	35	116	74	32
SL1344_3805	dnaA	-	4064939	4066339	110	157	81	119	72	157	114	47
SL1344_3806	rpmH	+	4067000	4067140	8724	8361	11401	12913	7728	8717	7782	849
RNaseP		+	4067156	4067515	578	511	394	601	218	272	418	57
SL1344_3807	rnpA	+	4067157	4067516	0	0	0	0	0	0	0	0
SL1344_3808		+	4067480	4067737	257	251	51	161	49	233	163	19
SL1344_3809	yidC	+	4067740	4069386	235	279	58	176	42	280	150	28
STnc4250		+	4069297	4069429	476	837	505	618	108	359	399	233
SL1344_3810	thdF	+	4069516	4070892	23	34	9	21	5	26	18	5
STnc3170		-	4071038	4070923	4	13	7	6	19	27	7	32
SL1344_3811	intA	+	4071148	4072365	2	3	1	1	3	2	2	1
STnc400		+	4072457	4072530	32084	43687	72023	58351	29018	8557	52838	86263
SL1344_3812		+	4072690	4073652	195	310	191	147	144	257	201	82
SL1344_3813		+	4073652	4074587	137	304	177	84	102	236	146	58
SL1344_3814	yidY	+	4075389	4076576	5	7	4	4	5	4	5	6
SL1344_3815	yidZ	+	4076545	4077504	9	7	5	7	12	12	14	13
SL1344_3816	yieE	+	4077662	4078417	38	69	31	28	68	77	55	75
SL1344_3817	yieF	+	4078417	4079001	52	56	34	32	60	94	77	126
SL1344_3818	yieG	-	4079046	4080383	43	38	17	28	24	52	42	18
SL1344_3819	yieH	+	4080552	4081217	64	50	32	34	73	94	76	56
STnc1860		-	4081303	4081219	554	373	818	543	692	60	657	788
SL1344_3820	phoU	-	4081312	4082037	45	41	16	16	157	58	55	17
SL1344_3821	pstB	-	4082052	4082825	46	29	12	16	278	68	51	18
SL1344_3822	pstA	-	4082912	4083802	25	25	7	11	214	39	36	9
SL1344_3823	pstC	-	4083802	4084761	27	32	14	15	231	43	36	12
SL1344_3824	pstS	-	4084897	4085937	32	19	10	13	481	61	44	13
SL1344_3825		-	4086104	4087477	6	9	6	6	13	8	12	12
SL1344_3826		-	4087526	4088344	1	4	0	0	2	4	4	1
SL1344_3827		+	4088439	4090196	9	9	6	6	35	20	12	11
SL1344_3828	glmS	-	4090347	4092176	261	207	58	102	108	302	148	116
SL1344_3829	glmU	-	4092365	4093735	677	779	443	305	343	593	352	180
SL1344_3830		-	4094055	4094753	21	42	25	14	28	19	17	16
SL1344_3831	atpC	-	4094983	4095402	1750	918	424	1009	212	1698	1218	276
SL1344_3832	atpD	-	4095423	4096805	913	651	128	484	129	1019	654	150
SL1344_3833	atpG	-	4096832	4097695	1084	717	349	582	132	1062	758	175
SL1344_3834	atpA	-	4097746	4099287	1162	929	225	634	153	1318	785	199
SL1344_3835	atpH	-	4099300	4099833	1653	1229	308	890	182	1536	1102	300
SL1344_3836	atpF	-	4099848	4100318	2761	2035	732	1443	354	3587	1892	535
SL1344_3837	atpE	-	4100378	4100617	2390	3143	1929	1368	549	3393	1598	454
SL1344_3838	atpB	-	4100664	4101479	869	809	506	602	209	1114	625	212
SL1344_3839	atpI	-	4101488	4101868	708	542	412	463	286	944	584	250
SL1344_3840	gidB	-	4102484	4103113	74	111	44	66	19	77	51	24
SL1344_3841	gidA	-	4103210	4105099	91	158	40	106	32	96	70	21
SL1344_3842	mioC	-	4105478	4105921	671	997	415	467	407	575	712	105
SL1344_3843	asnCb	-	4106011	4106469	25	41	30	27	103	35	24	31
SL1344_3844	asnA	+	4106620	4107612	13	15	279	12	15	14	12	9
SL1344_3845	yieM	-	4107617	4109017	24	24	9	8	15	25	24	16
SL1344_3846	yieN	-	4109062	4110558	31	36	18	17	36	55	37	46
SL1344_3847	kup	+	4110906	4112774	26	48	27	32	24	29	20	31
SL1344_3848	rbsD	+	4112971	4113390	210	1692	2396	33	46	23	22	30
SL1344_3849	rbsA	+	4113398	4114903	14	615	545	8	9	11	7	13
SL1344_3850	rbsC	+	4114909	4115874	46	608	555	13	14	24	14	23
SL1344_3851	rbsB	+	4115899	4116789	254	1126	425	66	71	181	131	368
SL1344_3852	rbsK	+	4116923	4117852	60	868	251	17	17	82	27	67
SL1344_3853	rbsR	+	4117856	4118854	62	693	162	16	16	68	27	60
SL1344_3854	yieO	-	4118820	4120243	16	20	13	11	34	21	17	17
SL1344_3857	yieP	-	4120255	4120959	24	27	40	19	53	36	27	32
SL1344_3858	yifA	-	4127091	4127939	28	31	37	24	198	81	42	96
SL1344_3859	yifE	+	4128046	4128384	2697	906	2328	2427	294	4355	2699	836
SL1344_3860	comM	-	4128409	4129929	3	4	2	3	3	3	4	6
SL1344_3860A	ilvX	+	4130466	4130516	12	41	45	32	274	39	45	14
SL1344_3861	ilvG	+	4130519	4132165	5	6	6	5	42	9	8	7
SL1344_3862	ilvM	+	4132165	4132425	29	23	21	11	137	42	48	43
SL1344_3863	ilvE	+	4132443	4133372	17	26	6	12	66	35	32	24
SL1344_3864	ilvD	+	4133533	4135383	19	23	7	12	81	27	37	20
SL1344_3865	ilvA	+	4135386	4136930	51	39	33	41	153	55	70	38
SL1344_3866		+	4137214	4137531	50	39	53	44	106	75	55	43
SL1344_3867		+	4137528	4137869	42	58	33	44	87	85	39	42
SL1344_3868	ilvY	-	4137872	4138759	21	26	16	21	67	29	25	17
SL1344_3869	ilvC	+	4138923	4140398	38	49	62	23	75	120	42	19
SL1344_3870	ppiC	-	4140490	4140771	702	715	709	633	438	962	964	382
SL1344_3870A		+	4140776	4141081	20	35	32	16	27	29	19	30
SL1344_3871		+	4141099	4141209	14	6	16	20	18	16	4	26
SL1344_3872	rep	+	4141309	4143333	42	39	22	39	21	42	34	21
SL1344_3873	gppA	-	4143373	4144854	97	102	53	61	45	90	85	38
SL1344_3874	rhlB	-	4144973	4146238	179	194	107	136	146	209	167	116
SL1344_3875	trxA	+	4146382	4146711	1229	1343	896	1080	1663	1256	923	477
SL1344_3876	rho	+	4147130	4148389	291	523	105	243	277	362	239	158
SL1344_3877	rfe	+	4148619	4149722	155	158	143	134	174	187	161	123
SL1344_3878	wzzE	+	4149734	4150780	200	237	129	177	234	253	220	136
SL1344_3879	rffE	+	4150836	4151966	126	118	64	88	69	148	121	49
SL1344_3880	rffD	+	4151963	4153225	99	96	81	83	42	121	106	40
SL1344_3881	rffG	+	4153240	4154292	81	70	40	53	25	103	72	28
SL1344_3882	rffH	+	4154325	4154549	97	124	131	46	33	122	85	31
SL1344_3883	rffC	+	4154656	4155204	74	75	35	51	19	88	62	27
SL1344_3884	rffA	+	4155209	4156339	85	109	54	58	24	96	77	34
SL1344_3885	wzxE	+	4156341	4157591	60	68	27	37	15	63	46	12
SL1344_3886		+	4157588	4158667	50	89	29	34	14	61	41	12
SL1344_3887	rffT	+	4158664	4160022	52	96	24	30	19	55	41	18
SL1344_3888	rffM	+	4160019	4160759	54	67	21	33	13	51	49	28
SL1344_3889	yifK	+	4160966	4162351	74	91	51	87	157	81	88	32
GlmZ		+	4163193	4163400	4651	4243	4505	3955	2478	1942	3991	2193
SL1344_3890	hemY	-	4163468	4164607	58	80	26	35	60	81	69	67
SL1344_3891	hemX	-	4164667	4165836	67	110	47	55	104	108	85	89
SL1344_3892	hemD	-	4165858	4166598	81	100	50	44	133	111	83	94
SL1344_3893	hemC	-	4166595	4167551	88	175	106	65	152	148	100	171
SL1344_3894	cyaA	+	4167913	4170459	130	126	47	86	155	119	160	92
SL1344_3895		+	4170567	4170920	17	67	12	12	29	13	15	9
SL1344_3896		+	4171106	4171648	6	15	12	7	19	5	9	3
SL1344_3897		+	4171660	4172022	7	17	13	5	17	3	5	5
SL1344_3898	cyaY	-	4172093	4172413	154	147	178	80	78	228	142	70
SL1344_3899		-	4172483	4172872	2	1	3	1	10	2	3	4
SL1344_3899A		-	4172860	4173382	1	1	2	1	4	2	1	1
SL1344_3900	yifL	+	4173568	4173771	111	140	141	76	114	207	149	176
SL1344_3901	dapF	+	4173805	4174632	102	75	45	65	59	155	119	87
SL1344_3902	yigA	+	4174629	4175336	60	40	20	35	25	76	70	50
SL1344_3903	xerC	+	4175333	4176235	57	46	25	34	22	67	64	50
SL1344_3904	yigB	+	4176235	4176951	32	37	11	18	16	43	38	26
SL1344_3905	uvrD	+	4177087	4179249	51	62	31	47	42	53	50	32
SL1344_3906	corA	+	4179721	4180671	56	60	25	75	27	87	55	35
SL1344_3907	yigF	-	4180720	4181100	11	20	13	19	30	8	16	14
SL1344_3908	yigG	-	4181116	4181574	4	8	3	7	11	4	5	6
SL1344_3909	rarD	-	4181609	4182493	29	66	40	36	69	31	36	31
SL1344_3910	yigI	-	4182537	4183022	3	21	4	15	90	11	10	2
SL1344_3911	pldA	+	4183292	4184038	93	77	31	39	111	109	80	53
SL1344_3912	recQ	+	4184104	4185951	72	60	47	50	40	88	58	29
SL1344_3913	rhtC	+	4186015	4186635	28	62	18	28	27	29	26	41
SL1344_3914	rhtB	-	4186675	4187295	5	5	5	3	2	6	6	5
SL1344_3915	pldB	+	4187406	4188422	88	78	45	53	67	108	90	65
SL1344_3916	yigL	+	4188438	4189238	58	58	18	35	36	68	54	43
SL1344_3917	yigM	+	4189319	4190218	18	28	19	14	14	13	18	9
SL1344_3918	metR	-	4190106	4191059	5	5	8	7	13	6	7	6
SL1344_3919	metE	+	4191308	4193572	9	8	7	8	13	12	11	11
SL1344_3920		+	4193916	4195259	5	5	3	5	6	9	7	6
SL1344_3921	dlhH	-	4195339	4196151	11	15	8	7	68	24	18	14
SL1344_3922	udp	+	4196410	4197171	229	259	73	29	188	334	308	630
SL1344_3923	yigN	+	4197311	4198741	25	39	18	15	37	44	24	24
SL1344_3924	ubiE	+	4198837	4199592	228	225	117	145	326	351	197	119
SL1344_3925	yigP	+	4199602	4200207	140	87	39	86	86	150	118	63
SL1344_3926	aarF	+	4200204	4201844	107	100	53	70	101	128	94	87
SL1344_3927	tatA	+	4202050	4202304	1026	904	1098	1119	954	1758	1036	808
SL1344_3928	tatB	+	4202308	4202856	282	240	127	283	173	233	274	245
SL1344_3929	tatC	+	4202859	4203638	186	177	84	136	136	190	162	88
SL1344_3930	tatD	+	4203668	4204462	20	24	10	12	11	21	15	4
SL1344_3931	rfaH	-	4204470	4204958	280	266	225	235	159	263	239	84
SL1344_3932	yigC	+	4205144	4206622	229	313	96	178	136	299	210	90
SL1344_3933	fre	+	4206708	4207409	186	227	76	135	109	214	158	61
SL1344_3934		+	4207663	4209486	13	14	9	15	25	15	15	11
STnc790		-	4209681	4209486	100	42	110	39	317	64	82	84
SL1344_3935	fadA	-	4209683	4210846	9	9	4	1	33	8	9	3
SL1344_3936	fadB	-	4210856	4213045	9	14	5	1	59	27	8	2
SL1344_3937	pepQ	+	4213235	4214566	63	78	27	56	91	116	81	60
SL1344_3938	yigZ	+	4214566	4215180	66	56	25	52	93	77	75	67
SL1344_3939	trkH	+	4215219	4216670	53	63	43	42	67	64	51	35
SL1344_3940	hemG	+	4216682	4217227	77	80	27	50	97	126	87	43
SL1344_3941	mobB	-	4223123	4223638	24	13	17	17	33	46	28	61
SL1344_3942	mobA	-	4223635	4224219	36	33	30	25	53	54	43	81
SL1344_3943	yihD	+	4224289	4224558	99	86	109	49	338	182	120	494
SL1344_3944	rodA	+	4224635	4225621	153	193	91	98	145	227	160	150
SL1344_3945	dsbA	+	4225638	4226261	192	156	67	141	81	295	207	87
SL1344_3946	yihG	-	4226274	4227182	32	59	46	56	26	33	24	31
SL1344_3947	polA	+	4227570	4230356	46	51	26	27	32	76	50	49
Spf		+	4230505	4230614	15140	19183	15864	21872	14164	13798	14490	3859
SL1344_3948	engB	-	4230691	4231290	86	87	64	57	46	92	65	61
CsrC		+	4231596	4231839	4065	4188	5328	1605	3303	8086	4258	8208
SL1344_3950	yihI	+	4231906	4232421	219	180	124	194	96	289	180	90
SL1344_3951	hemN	+	4232610	4233983	70	66	27	41	24	83	51	41
SL1344_3951A	yshB	-	4234073	4234183	847	792	568	1086	1046	316	758	649
SL1344_3952	glnG	-	4234296	4235705	54	33	17	8	5	42	37	10
SL1344_3953	glnL	-	4235714	4236763	92	71	32	14	13	77	62	15
STnc800		-	4237036	4236852	1540	1144	1459	239	513	1244	999	724
SL1344_3954	glnA	-	4237038	4238447	258	230	57	24	37	210	172	34
SL1344_3955	typA	+	4238823	4240646	273	161	36	310	75	230	199	40
SL1344_3956		-	4240701	4241435	10	12	7	7	24	11	14	12
SL1344_3957		-	4241420	4242298	2	3	2	1	7	3	4	2
SL1344_3958		-	4242295	4243536	3	5	2	3	8	3	4	4
SL1344_3959		-	4243538	4244401	4	4	4	4	16	5	6	5
SL1344_3960		-	4244406	4245431	5	4	2	4	5	4	5	7
SL1344_3961		-	4245444	4246292	6	3	4	4	13	7	6	3
SL1344_3962	ompL	-	4246449	4247141	1	1	1	1	6	1	1	1
SL1344_3963	yihO	-	4247209	4248630	7	7	10	6	6	8	9	13
SL1344_3964	yihP	-	4248676	4250058	6	4	4	4	4	6	8	12
STnc3120		+	4249943	4250101	21	26	39	37	245	41	50	90
SL1344_3965	yihQ	-	4250104	4252140	3	4	3	3	5	3	5	8
SL1344_3966	yihR	-	4252184	4253035	3	2	1	1	1	3	2	3
SL1344_3967	yihS	-	4253045	4254286	1	1	0	1	1	2	2	2
SL1344_3968	yihT	-	4254302	4255180	1	1	0	1	0	2	0	2
SL1344_3969	yihU	-	4255203	4256099	0	1	0	1	1	1	0	1
SL1344_3970	yihV	+	4256258	4257160	1	3	2	2	4	6	4	5
SL1344_3971	yihW	+	4257194	4257997	50	39	57	30	44	91	49	96
SL1344_3972	yihX	+	4258188	4258787	77	66	37	63	83	128	86	51
SL1344_3973	rbn	+	4258781	4259653	61	84	39	39	53	96	70	54
SL1344_3974	yihZ	+	4259650	4260087	67	81	36	45	54	92	75	58
SL1344_3975	yiiD	+	4260084	4261073	53	52	12	35	27	75	62	32
SL1344_3976		-	4261088	4261516	24	25	26	26	83	46	38	44
SL1344_3977		-	4261531	4261842	44	23	12	56	151	72	87	92
SL1344_3978		-	4261928	4262857	6	11	4	2	13	14	9	6
SL1344_3979		+	4263075	4263386	74	30	49	67	236	158	131	173
SL1344_3980		+	4263387	4263677	26	13	19	24	52	40	37	49
SL1344_3981	fdhE	-	4263724	4264653	169	132	64	105	60	122	80	78
SL1344_3982	fdoI	-	4264650	4265285	259	157	64	124	120	218	76	110
SL1344_3983	fdoH	-	4265282	4266184	261	132	58	120	68	184	59	73
SL1344_3984	fdoG	-	4266197	4269247	281	180	38	113	86	229	70	65
SL1344_3986	fdhD	+	4269442	4270278	20	32	14	12	22	19	18	21
SL1344_3987		-	4270546	4271523	6	42	10	9	44	7	10	12
SL1344_3988	yiiG	+	4271802	4272860	1	2	2	1	7	1	1	2
SL1344_3989		-	4273215	4273538	20	51	12	32	63	36	60	6
SL1344_3990		-	4273538	4274197	29	64	47	63	130	46	105	15
SL1344_3991		+	4274280	4274846	73	94	81	101	176	79	140	60
SL1344_3992	yiiL	-	4274935	4275249	11	9	11	9	23	20	19	109
SL1344_3993		-	4275246	4276394	3	3	2	2	1	8	4	28
SL1344_3994	rhaD	-	4276521	4277348	3	5	4	1	1	4	4	16
SL1344_3995	rhaA	-	4277491	4278750	1	1	0	0	1	1	1	0
SL1344_3996	rhaB	-	4278747	4280216	1	1	1	0	1	1	2	1
SL1344_3997	rhaS	+	4280504	4281340	5	6	6	5	6	11	4	7
SL1344_3998	rhaR	+	4281493	4282341	5	11	4	1	5	39	6	40
SL1344_3999	rhaT	-	4282338	4283372	3	6	4	5	3	3	4	4
SL1344_4000		+	4283991	4284674	2	5	2	3	14	3	3	5
SL1344_4001		-	4284832	4286139	3	7	2	3	6	4	4	3
SL1344_4002		-	4286132	4286647	1	0	1	2	2	1	1	2
SL1344_4003		-	4286666	4287649	1	2	1	1	2	1	1	1
SL1344_4004	sodA	+	4287978	4288598	470	422	113	281	468	953	570	123
SL1344_4005	yiiM	+	4288668	4289357	33	30	10	12	23	51	38	53
SL1344_4006		+	4289369	4289764	49	35	30	24	39	58	58	101
SL1344_4007	cpxA	-	4289815	4291188	74	66	25	39	30	96	81	38
SL1344_4008	cpxR	-	4291185	4291883	70	83	19	39	56	106	80	47
SL1344_4009	cpxP	+	4292034	4292534	215	2022	209	35	1146	122	112	64
STnc870		+	4292541	4292598	1125	994	965	336	3858	992	654	450
SL1344_4010	fieF	+	4292682	4293584	98	127	67	104	104	124	101	87
SL1344_4011	pfkA	+	4293769	4294731	94	123	44	123	56	130	91	443
SL1344_4012	sbp	+	4294935	4295924	4	17	2	6	60	3	4	6
SL1344_4013	cdh-a	+	4296025	4296780	85	92	32	181	135	159	97	24
SL1344_4014		+	4297043	4298377	5	10	9	5	3	16	3	3
SL1344_4015		+	4298388	4299347	8	8	4	2	4	12	5	2
SL1344_4016		+	4299357	4300397	79	60	84	76	100	94	106	73
SL1344_4017		+	4300460	4301182	65	47	35	47	56	64	77	53
SL1344_4018		+	4301280	4301444	10	25	3	7	2	8	7	2
SL1344_4019	cdh-b	+	4301460	4301591	6	9	10	4	13	6	15	8
SL1344_4020		-	4301681	4301947	9	11	13	10	13	11	11	24
SL1344_4021	ydeV	-	4302045	4303637	7	9	4	6	4	10	6	5
SL1344_4022	ydeW	-	4303725	4304684	15	23	20	12	9	29	13	11
SL1344_4023	ego	+	4304940	4306475	1	3	1	1	1	6	2	5
SL1344_4024	ydeY	+	4306469	4307512	2	3	1	1	2	3	2	3
SL1344_4025	ydeZ	+	4307509	4308510	1	5	3	1	3	2	2	6
SL1344_4026	yneA	+	4308539	4309561	4	5	2	2	3	4	3	11
SL1344_4027	yneB	+	4309590	4310465	9	9	2	6	9	14	11	22
SL1344_4028	yneC	+	4310545	4310838	12	11	4	10	13	26	16	7
SL1344_4029		+	4310848	4311612	16	14	27	16	16	17	19	22
SL1344_4030	tpiA	-	4311704	4312471	260	349	93	179	248	463	327	648
SL1344_4031	yiiQ	-	4312584	4313180	46	38	30	48	83	69	70	60
SL1344_4032	yiiR	+	4313281	4313709	36	24	69	33	35	30	43	67
SL1344_4033	fpr	-	4313816	4314562	34	83	46	21	47	37	40	48
SL1344_4034	glpX	-	4314659	4315669	58	168	75	27	21	90	35	50
SL1344_4035	glpK	-	4315781	4317289	318	883	171	17	59	683	220	654
SL1344_4036	glpF	-	4317310	4318155	181	490	338	11	92	1192	118	367
SL1344_4037	yiiU	+	4318554	4318793	991	731	776	697	1367	1306	1285	1226
SL1344_4038	menG	-	4319015	4319500	135	146	77	149	184	170	156	269
SL1344_4039	menA	-	4319593	4320522	39	56	13	33	16	38	33	8
SL1344_4040	hslU	-	4320589	4321920	310	389	52	150	486	226	472	74
SL1344_4041	hslV	-	4321930	4322460	295	420	33	116	670	253	444	58
SL1344_4042	ftsN	-	4322552	4323526	135	182	103	97	148	203	150	144
SL1344_4043	cytR	-	4323620	4324645	56	80	26	14	16	130	56	122
SL1344_4044	priA	-	4324800	4326998	50	56	60	43	43	52	48	27
SL1344_4045	rpmE	+	4327202	4327414	1131	1805	923	1934	928	925	1005	158
SL1344_4046		-	4327460	4328122	6	6	4	4	8	6	5	7
IsrP		+	4328158	4328305	45	102	60	37	39	58	64	17
