Sequence name	locus tag	Name	Start	End	Strand	L Arabinose logFC	D Maltose monohydrate logFC	Mucin from porcine stomach logFC	N Acetyl D Glucosamine logFC	D Xylose logFC	28°C logFC	42°C logFC	Aerobic shaking logFC	bile salts logFC	deoxycholic acid logFC	Gentamicin logFC	peroxide logFC	pH 6 logFC	Starvation logFC	L Arabinose R1	L Arabinose R2	D Maltose monohydrate R1	D Maltose monohydrate R2	Mucin from porcine stomach R1	Mucin from porcine stomach R2	N Acetyl D Glucosamine R1	N Acetyl D Glucosamine R2	D Xylose R1	D Xylose R2	Glucose R1	Glucose R2	28°C R1	28°C R2	42°C R1	42°C R2	Aerobic shaking R1	Aerobic shaking R2	Bile salts R1	Bile salts R2	Deoxycholic acid R1	Deoxycholic acid R2	Gentamicin R1	Gentamicin R2	Peroxide R1	Peroxide R2	pH 6 R1	pH 6 R2	Starvation R1	Starvation R2	Control for TYG growth R1	Control for TYG growth R2
NC_004663.1	BT_4049	BT_4049	5272838	5273932	+	-0.1004433448	-0.3459770618	-0.2118485772	-0.146724464	-0.463196333	0.5791066805	-0.4338663393	0.01185082869	-0.897457674	-0.321738327	-0.5889887479	-0.1147886428	0.1458232347	-0.9154393602	4.648313942	3.404280523	4.702883036	4.368813208	10.71027815	10.88102835	5.434520437	4.850001498	9.697887174	8.316133961	1.400270427	2.163415626	0.8931276924	0.5385492222	3.079232784	2.284211407	2.893847704	1.920125292	1.663967488	1.039226749	0.4064082125	0.9938192282	1.13681408	0.4265989059	2.565633428	2.328598385	2.191405181	2.163390808	18.74439693	21.25775767	2.372212688	2.689408547
NC_004663.1	BT_4050	BT_4050	5274028	5278056	+	0.7993572182	0.5111401226	4.352614333	0.6311867212	0.9561982642	1.15783605	0.1476003457	0.1808939086	0.967085714	1.484274287	0.5350887504	0.0398589126	0.1242246208	2.01967516	11.06298718	8.603545321	10.65986822	10.41078892	19.00210639	15.64592311	8.349399581	9.80210829	20.62927754	19.00256697	4.356396885	5.047969795	1.523570769	1.777212433	4.678065191	6.229667473	2.37938589	2.725339124	3.621576298	3.810498079	2.980326892	2.782693839	1.495808	2.132994529	3.56047088	3.711203675	3.519529533	2.753406483	23.67713296	28.23084378	2.846655226	2.901730275
NC_004663.1	BT_4051	BT_4051	5278177	5279094	-	0.2794473714	-0.02667945992	1.399635094	1.029709208	0.6594060181	-1.408324128	-0.04991327685	-0.1646250028	-1.732992775	-2.762796767	-1.880456912	0.04705907861	-0.4056508915	0.8428978729	90.37871741	89.06835768	120.5281738	113.0314226	51.82392651	56.39644103	54.88865642	50.23580499	86.17508515	82.19715017	102.9458073	102.2986532	87.8417354	95.10779264	47.66889214	41.73877207	43.34340783	44.34870029	88.58179863	82.56079171	86.64961764	80.63186671	55.82355456	70.60211892	41.46901378	32.67314608	34.46482694	41.62888373	51.81721758	50.97799848	34.0920852	40.97809339
NC_004663.1	BT_4052	BT_4052	5279201	5281090	+	0.1239453526	0.6859837459	1.31979345	0.7207445655	0.3881435967	-1.191488014	-0.3079036597	-0.1613095799	-1.81106126	-1.887247578	-1.249187571	-0.2043730754	0.1816816603	1.170056428	5.113145336	5.323056818	27.94856204	24.91153063	280.2934082	261.9269765	14.77201464	18.53211099	13.56853512	11.2087023	7.416247078	7.726484379	291.4223123	319.0365592	94.75549346	91.16080069	147.0717711	140.1072068	261.5645028	218.6994958	400.4475587	395.8050713	154.247721	148.6697187	103.2012957	114.9745452	84.93355232	82.01217881	1556.348686	1255.764799	124.6428324	123.7127932
NC_004663.1	BT_4053	BT_4053	5281141	5282472	+	0.2081458532	0.4089453578	1.132634421	0.7915868667	0.3870032931	-0.9670789428	-0.5858784076	0.05071018115	-2.396342294	-1.82269095	-1.4111785	-0.107163639	0.2268842675	1.167478441	5.856875567	4.889784751	18.90111087	16.31333442	153.0533296	167.553613	11.31368346	13.3757936	8.464383981	8.155435721	6.015976651	7.674974484	175.6834708	181.0063936	57.85404673	49.97577684	105.7862105	111.1195088	147.5058238	130.403712	225.7766957	229.8372602	95.85137663	92.60243393	73.09437278	78.95403898	64.48043729	61.907941	850.6150953	699.8812063	82.75633406	80.25761297
NC_004663.1	BT_4054	BT_4054	5282533	5283429	+	0.5427195361	0.3459039905	1.887304616	0.7264953798	0.9153270455	-0.4285580178	-0.4865354173	-0.02334971447	-1.507368883	-1.233992411	-0.8381026176	-0.0606070077	0.238850861	1.742897563	3.021404062	3.218592494	13.48159804	13.80359067	117.9117718	123.1760856	8.052971193	6.432633566	4.551201437	5.624438428	3.993363811	5.047969795	103.12998	98.39294289	30.33340372	28.24115921	61.09234041	48.25089039	96.22400225	87.2950469	133.6405672	154.7045265	61.41787648	65.2696326	36.02358773	52.39346365	47.34763315	31.86084644	530.1281884	465.7750725	55.03533437	46.71078003
NC_004663.1	BT_4055	BT_4055	5283909	5286623	+	0.8522201564	0.4014250446	1.896858372	0.8144844499	1.228172461	-1.223198776	0.02063497751	-0.1339319096	-0.6619259349	-1.315481148	-0.150135184	-0.09481631907	-0.1793174428	1.594278584	4.78776336	4.765992732	20.60310664	20.58919416	135.2851263	132.350286	11.41249292	9.03631858	8.081572645	7.392119077	7.883003887	8.808192193	195.0170585	214.8811397	76.44787546	68.11103104	101.0274387	101.82858	128.0276161	106.5784766	215.8027608	214.5986987	103.6295782	106.2231276	98.48890773	91.68856139	83.14058444	87.65010637	827.5017036	643.9611176	86.07743183	94.76626434
NC_004663.1	BT_4056	BT_4056	5286667	5287878	+	0.2901106322	0.3764121952	2.020843647	0.7978587235	1.01199141	-1.226746204	-0.8815982396	-0.0509010085	-1.397487621	-1.736116198	-1.197574486	0.03701648223	-0.1068595255	1.334172325	9.250144744	9.160609407	16.75122148	14.73312539	53.30461013	52.12937109	11.0666598	12.04842477	12.42010112	11.36940054	6.430871592	6.644776566	98.03389847	101.4626735	25.40367047	27.75662952	32.41109428	36.11074339	124.0634583	125.4000277	182.7482262	167.359158	59.2339968	58.44405011	36.33774693	33.91021397	30.81248497	39.59660751	240.5061155	193.2831151	33.88875269	33.68838075
NC_004663.1	BT_4057	BT_4057	5288178	5290943	+	-0.2768522039	0.007582901721	-0.05070336373	0.1006823237	-0.3455069625	0.2528947823	0.3523134655	0.4144367247	-0.04220010177	-0.5460919956	-0.1149293855	0.05818778763	0.5186576208	0.7048000188	7.809167422	5.880120903	10.48071077	9.713637876	39.78103311	32.64308504	8.151780656	9.342634464	9.485214209	9.360672527	5.704805445	5.305519274	67.1421877	64.89518127	11.25104286	12.18246084	14.6621617	18.27216003	70.3760367	62.70001385	113.5910954	114.7529935	32.48894976	34.55451138	18.27359319	14.9175834	18.92577202	16.71711079	132.1268581	105.4086901	19.24881153	16.84419038
NC_004663.1	BT_4058	BT_4058	5290993	5292435	-	0.3269859541	-1.119941644	-2.339505158	-0.9228791053	-0.1065915176	1.267881236	-1.124552443	-0.7804080117	-1.332210759	0.2172555512	0.7799174487	-0.1129313004	-0.2459800134	-3.96880909	7.018954052	7.427521141	10.92860439	9.527730931	28.23170092	24.67788782	9.041065818	9.189476522	8.932264502	8.11526116	5.912252915	6.490246879	63.35952924	65.05674604	9.829858502	8.583097408	17.62031713	15.60876044	60.29435133	59.00498541	108.9851357	102.8271628	32.6834048	34.98111028	18.27359319	20.88461676	21.58202072	20.06053295	103.0941831	90.10852056	21.34991419	16.41954692
NC_004663.1	BT_4059	BT_4059	5292473	5293957	-	0.3326866601	-1.260966871	-2.062727482	-1.030574638	-0.1530346538	1.044097461	-0.8683468675	-1.06128773	-1.377241617	0.1737535978	0.5341736139	-0.3532172516	-0.1736647775	-3.946651446	13.20121159	13.43143406	22.21552368	20.44976395	55.87112839	50.63589661	16.84701336	18.58316363	17.35411389	15.66807848	11.20216342	12.4138849	134.2843754	143.7926423	26.7064228	26.51069603	32.28247883	32.51825091	115.8251879	118.1254405	208.6906171	217.7789202	71.73895168	67.18932768	41.15485459	42.71522662	48.87497616	47.99613622	155.6630557	141.9666173	43.30982594	43.80904976
NC_004663.1	BT_4060	BT_4060	5294040	5295971	-	0.2296949596	-1.25678425	-2.451617834	-1.073968577	-0.2202982048	1.120492727	-0.669935344	-0.9139796495	-1.789563762	0.0639664127	0.4588110654	-0.1524168101	-0.1955871107	-4.044305261	5.252594754	5.694432875	4.120621327	5.112440988	6.317583422	7.182901065	5.088687319	6.228422976	5.48696248	7.231420836	5.80852918	4.738910419	6.98741077	8.078238333	3.552960905	4.983733979	5.530464501	3.592492481	5.383424226	4.849724828	6.028388486	4.969096141	5.02591488	3.412791247	2.879792624	3.638434976	4.914060103	5.441255668	9.301730807	9.681080721	4.269982839	4.317208458
NC_004663.1	BT_4061	BT_4061	5296059	5296367	-	0.3864480668	-1.108618051	-2.497860012	-0.9291463898	-0.1692751821	1.232947849	-0.6075703088	-0.8466975615	-2.176273952	-0.04350107657	0.5813953928	-0.137708119	-0.29335258	-3.608857854	9.529043581	10.89369767	11.5108661	12.31633511	10.46349754	10.09873219	10.91844561	10.10842417	8.889729909	10.64625845	10.21678793	11.89878594	15.60346616	14.37926423	9.356130382	11.00574587	9.324620379	7.49468259	25.74255584	29.92588138	15.78218559	18.75005611	12.14596096	8.958577023	6.387903638	9.532699637	8.964839377	8.91579242	22.83152107	19.56526104	8.336633161	7.714356096
NC_004663.1	BT_4062	BT_4062	5296463	5296975	-	0.2326520432	-1.239902779	-2.209078828	-0.8758860959	-0.1628711841	1.267273386	-0.4546547328	-0.8165163938	-1.443483842	0.01607252576	0.7380369527	-0.02552030986	-0.1972952025	-3.752891156	2.324156971	3.094800475	2.284257475	2.137929868	1.727464217	2.560241964	2.025593981	1.888947952	2.722213944	2.852393774	2.541231516	2.627004689	0.9456646155	1.723357511	1.658048422	2.768741099	1.371898171	1.11491146	0.5872826428	0.461878555	1.354694042	0.927564613	0.41882624	0.6398983588	1.256636781	1.673680089	3.253904663	1.507817836	14.72774045	15.43556926	2.372212688	1.769347729
NC_004663.1	BT_4063	BT_4063	5296978	5297466	-	0.5747445089	-1.023336654	-2.042843332	-0.6340046574	0.04350736552	1.108664901	-0.7087784809	-0.9731865977	-1.968484348	-0.1972504099	0.3341237268	-0.275384558	-0.239364209	-3.342178153	24.91496273	25.68684395	22.03636623	24.67914695	10.21671694	8.391904214	11.61011184	13.98842537	32.24122139	26.75625709	24.11576847	23.74606199	10.61245846	11.74037304	6.987489779	8.583097408	5.868080066	5.69843635	5.774945988	7.101382784	12.53091989	13.15154112	4.487424	6.185684135	6.126104309	7.713482149	9.097651812	9.046907015	185.1185366	176.5612484	7.116638064	6.369651823
NC_004663.1	BT_4064	BT_4064	5297477	5298553	-	0.5495007674	-1.156327874	-1.949878134	-0.5368884779	-0.07714483991	1.112350337	-0.518054287	-1.089251492	-1.788597003	-0.08038847557	0.3895015974	-0.2648209315	-0.1860019729	-3.645757805	146.8867206	174.0515787	165.2279573	175.1708189	61.2015894	270.4611163	197.8659486	192.7747964	163.6731134	215.8980865	175.3968365	180.9542642	190.6564939	185.3686423	226.8170764	301.6543428	234.6588949	314.7147293	247.9311557	338.9033898	127.1380358	183.0283745	266.4632371	2199.757258	374.4777608	124.2889388	80.48433574	230.1061132	635.9706101	355.8981913	143.0105363	183.799842
NC_004663.1	BT_4065	BT_4065	5298679	5300295	-	0.3608628777	-1.453533156	-1.948894576	-0.5060825783	-0.3008626904	1.077692918	-0.4335679532	-1.082144058	-1.808825322	-0.2533603301	0.3437357054	-0.2450287461	-0.1222797565	-3.578352812	173.3356269	184.2025243	146.7747401	141.9864292	637.2862277	587.7177663	292.3277948	297.5348287	267.1172432	235.8246684	119.8527762	119.0908792	53.32497693	49.76194813	333.859893	301.8619984	603.3994001	634.0129834	73.60609124	72.63040278	59.13239492	53.1362014	57.91768576	52.25836597	454.2741964	436.4666597	402.6873036	411.3064827	1136.431915	1158.953992	416.424993	417.2121944
NC_004663.1	BT_4066	BT_4066	5300292	5300885	-	0.2783064783	-1.955375132	-1.892508973	-0.6295382174	-0.3087912905	0.7464131696	-0.3983811801	-1.043202279	-2.204766994	-0.4268295157	0.1063705698	-0.2335411715	-0.05974005523	-3.378572408	18.22139065	19.18776295	14.60133209	17.0569622	6.663076266	9.885378693	18.08213164	21.18684865	14.63189995	16.47156968	22.66363618	23.02492345	36.51316154	35.81352328	20.48874122	25.47241811	13.50462262	12.32596558	33.76875196	33.83260416	46.73694444	47.83583218	35.899392	26.66243162	14.29424339	16.08188259	14.54296166	17.04489727	4.016656485	3.65579272	15.58882624	18.6135381
NC_004663.1	BT_4067	BT_4067	5300876	5301226	-	0.1609618967	-2.269491347	-1.844352537	-0.795123635	-0.5397470399	1.006521394	-0.03178926953	-0.9896880972	-1.962130161	-0.1458273488	0.6832067296	-0.122376167	0.02617498243	-2.847492256	85.66842595	99.28119925	55.53880919	72.59666202	46.4934655	39.39927911	82.55530592	92.20108111	72.09613491	85.53163867	100.8713326	104.8226381	140.9565646	135.2297097	133.709762	154.4957533	76.07604075	79.65422984	179.2190865	192.1414789	194.7372685	191.475838	178.5396429	172.345958	107.6518843	103.0404785	86.41662451	93.09136203	19.73094414	20.58075902	105.3940209	108.4492201
NC_004663.1	BT_4068	BT_4068	5301340	5301717	-	-0.07112976154	-0.5493882157	0.1037247226	-0.2077297384	-0.1461817585	1.441193059	0.2242975392	-0.919728699	0.1773913381	0.4906771394	0.6779734455	-0.2239143552	-0.03888953659	-1.919477201	4.183482548	3.71376057	1.701995766	3.113941329	2.07295706	2.062417137	3.507735919	3.880001198	3.615440394	3.97728146	3.630330738	4.172301565	7.197558463	7.378124344	10.54045068	11.21340145	4.565848599	5.450678247	15.46510959	21.82376173	9.889266505	12.58837689	6.70121984	36.260907	8.53465814	7.786250848	4.382810362	5.703484857	3.030109278	1.218597573	6.642195527	6.015782277
NC_004663.1	BT_4069	BT_4069	5301977	5303581	+	-0.1029540285	0.2055431665	0.231984822	-0.256538421	0.2038863514	1.073148655	0.4072344949	0.08728744752	1.379285148	1.734479108	1.544701818	0.1124179802	0.2717681938	-0.8591025859	200.0634321	214.1601929	186.458115	179.4002019	123.1435206	99.35161176	172.3731073	166.3295251	195.574058	198.864073	232.2374435	221.1834928	82.01013693	72.86570976	235.798172	194.6424993	128.9369921	135.6475609	90.05000524	74.24697772	75.25325402	66.78465213	87.65434879	79.34739649	210.6437405	199.2406993	152.9999254	158.3864301	99.35939726	107.5750858	177.3737316	191.7972938
NC_004663.1	BT_4070	BT_4070	5303772	5304296	+	-0.3586863769	0.2300078831	0.6851200026	-1.253387543	0.6710719828	0.09819649922	1.224161022	-0.4354619538	1.068247507	2.040415307	1.191746221	0.4489208456	-0.06785941121	0.7252678883	99.65985091	103.6139199	106.822629	105.3162843	61.49772613	56.46755887	121.9308767	123.2410907	91.15163252	91.63817182	118.6599532	117.3395428	170.4297785	174.1129635	90.30442299	98.56718314	104.6286714	120.6581957	94.35674462	90.41272715	115.7586059	116.9393959	129.7164698	123.5003833	103.4107351	98.89266264	108.042916	118.3309215	161.7232743	148.4658043	99.15849037	105.8777681
NC_004663.1	BT_4071	BT_4071	5304372	5304602	+	-0.5842414029	-0.27117885	-0.0470441079	-0.4757391701	-0.8508094854	0.7102106705	1.256300417	1.405175533	0.1338005892	1.260099693	0.7566612672	1.418829633	1.154279225	-0.4353174695	45.92534175	49.5168076	51.55255595	55.63265329	22.50639094	24.03782733	48.56485082	47.17264615	45.97989489	48.53086872	52.12117702	52.02499482	76.33614924	76.68940924	42.75396288	48.93749893	56.26926091	55.0642382	79.77255899	90.41272715	61.5708442	63.33941214	71.91844864	77.85430032	39.63641848	40.60493433	40.17576165	54.60922857	51.2299871	54.36299174	39.71761815	41.89815421
NC_004663.1	BT_4072	BT_4072	5304610	5307159	+	-0.1361864494	0.2311907204	0.3915734921	-0.08916971265	-0.01132362599	-0.02146001896	0.3017980179	0.4531723892	0.2382187527	0.1205908941	0.0910044867	0.2854509692	0.2928468523	-0.06990290149	48.48191441	44.81271088	34.03991531	33.64915705	30.1072335	25.38906614	43.62437769	48.75527822	44.27851118	42.78590661	37.59985407	37.44769429	32.52035539	29.67406214	88.40951051	80.29349188	59.56181652	54.50678247	44.82924174	46.07238587	39.95218511	42.80994637	35.0019072	31.56831904	75.8170858	86.01260283	77.36324351	72.57192801	43.9013507	43.12481412	87.70409196	85.56565615
NC_004663.1	BT_4073	BT_4073	5307194	5309542	+	-0.199825443	0.03203669991	0.1916490738	-0.2757649015	-0.09586153421	0.6297311441	-0.2112374959	-0.008243477735	0.1705006656	0.7958098976	0.1249124733	-0.1935260466	-0.1481663722	-1.342782937	29.79569237	31.75265288	48.28293251	44.38528312	37.95485665	34.20767735	37.39938155	43.08843436	33.47472459	33.58593233	39.77805251	40.02318909	32.20513385	32.74379271	46.83986792	45.13047992	37.36278924	41.43754259	35.72636077	38.91326826	28.24537077	25.17675378	33.14710528	35.40770919	37.48966398	30.7811599	42.6327917	43.98894643	58.06534989	51.5195974	28.87321729	32.4852243
NC_004663.1	BT_4074	BT_4074	5309556	5312639	+	-0.2332217114	0.02541918438	0.08463878687	-0.3668158183	-0.2664865578	0.6234310115	-0.326338605	0.05076505513	-0.2136565265	0.5258188647	0.1586092667	0.008436861602	-0.007051931489	-1.413900585	15.24646973	16.15485848	10.16718523	12.73462573	15.30039735	16.7126906	11.04195743	12.45684595	11.909686	13.86022327	15.35111283	15.19541928	12.81900923	14.91781345	7.052627395	5.122171034	4.437233146	4.459645839	11.64777242	11.54696388	18.96571658	19.08132918	13.88109824	10.45167319	6.126104309	5.384883764	6.308590673	6.227943235	6.694427475	5.009790023	5.218867914	6.228104004
NC_004663.1	BT_4075	BT_4075	5313405	5314808	+	0.1458573624	0.2094576483	0.4076214855	0.08905598643	0.2452805932	-1.853659417	0.1356157966	-0.389263222	-0.2772798364	-0.7009848458	-0.1315476066	0.02747919482	-0.2818204968	-0.3156019944	205.3625099	207.5373199	152.2838317	162.1573328	149.8945379	104.6854492	145.6945524	142.6410967	188.5983848	168.5724546	139.923319	135.6770657	164.2829585	176.59029	109.7568839	113.7260407	118.1976018	122.3925025	130.670388	113.9685335	176.7198377	207.1119272	133.9645645	120.5141909	86.18433925	95.69083986	74.00972952	93.8780496	171.8001493	172.7023561	89.43241834	96.11096861
NC_004663.1	BT_4076	BT_4076	5314879	5317557	+	0.1726066216	-0.08827539917	0.7219040795	0.4233534173	0.2526078478	-2.159476133	0.1895761957	-0.6016584297	-0.7079684511	-0.8170735573	-0.6935312952	-0.06196721003	-0.1833982473	-0.6697900046	730.0177046	706.2953645	657.6422059	631.0611248	620.1596539	499.1760651	602.1942692	572.402282	693.2713291	654.1623637	582.4606359	563.7758102	575.121697	598.9744449	449.8048505	382.8476755	428.4823833	438.2840827	501.9308988	428.7387687	639.0091795	645.7837345	524.3704524	485.6828543	354.7380914	349.8719073	345.9099875	359.975119	898.6388039	920.1765676	363.6940938	369.7936753
NC_004663.1	BT_4077	BT_4077	5317567	5318433	+	0.3575618415	0.6242661109	1.675600715	0.721038018	0.6273132395	-0.8802205658	-0.00798413269	0.07806699445	-0.5983887136	-0.5486243987	0.07176825367	-0.4341462991	-0.2015365457	0.8730924451	19.47643542	17.20709064	17.51264064	19.00898513	19.89051656	14.79250912	20.30534454	20.47211159	17.99213278	17.71698105	21.41895135	19.57376043	21.32999077	20.94956474	19.95579708	17.78916156	19.35662575	20.06840627	18.01000105	13.97182629	24.85863567	23.93447975	25.54840064	22.82304146	24.03317844	22.19445335	17.3320228	19.40495997	11.34529288	10.01958005	25.61989703	21.79836402
NC_004663.1	BT_4078	BT_4078	5318765	5319457	+	1.094407802	0.1705571526	2.16306812	1.446084074	1.161562517	-3.009220541	-0.04444673289	-0.3540525237	-1.736614418	-2.683025179	-3.767347543	-0.1988591715	-0.9707978292	1.958755757	7.99509998	8.170273255	6.136142628	5.391301405	322.4435351	328.4932675	28.11129208	27.97685075	20.33153539	18.56064681	2.489369649	2.060395835	16.12883539	16.53346112	67.15754065	65.75760111	37.71648174	40.81814733	17.61847929	21.24641353	20.79455354	14.97354304	9.393674239	12.15806882	37.33258438	32.16376519	19.02538134	19.66718916	445.4965315	435.851732	36.5320754	35.52850239
NC_004663.1	BT_4079	BT_4079	5319485	5321245	+	1.015504945	0.4637472353	2.531484702	1.487974571	1.057869066	-2.87459985	0.6054690719	-0.240236737	-1.82030688	-1.495020832	-2.755389545	0.1404331563	-0.4979589484	2.853954526	6.647088937	4.394616675	5.419512832	4.136429526	222.0696381	227.0792386	16.94582282	19.75737452	14.41922698	11.24887686	1.711441633	2.317945314	10.55992154	12.97903625	48.91242845	48.03765807	33.11847928	32.0227347	6.068587309	7.043647964	8.873245973	9.673173821	5.80373504	4.479288512	25.23745536	25.54181353	14.41014922	13.63591782	268.4817756	242.1624178	24.46767944	25.69092902
NC_004663.1	BT_4080	BT_4080	5321430	5322800	+	0.9644703829	1.296624256	4.149989447	1.802092936	1.988071421	-3.219995027	0.5354691154	-0.3485108852	-2.002438171	-2.188200891	-1.83706637	0.1569556205	-0.641464014	3.671190781	3.811617432	3.589968551	2.866519184	2.509743758	119.4418116	123.8161461	11.80773077	10.97631918	7.868899681	8.195610281	0.8816517505	1.339257292	7.197558463	6.947284966	27.06171889	28.51803332	17.17016304	17.77664383	3.719456738	2.77127133	5.351041465	5.057435628	2.87195136	2.559593435	17.8023544	16.1627367	8.234370983	7.539089179	158.9750356	141.8312176	13.21661355	14.36710356
NC_004663.1	BT_4081	BT_4081	5322832	5325933	+	1.34006434	1.235609723	4.283696597	2.012119384	2.184221931	-2.591228565	0.5190833815	-0.2200978469	-1.445052838	-1.992453358	-1.833868391	0.1506213884	-0.634051552	3.465250849	4.508864524	2.599632399	3.269623444	2.649173966	104.4869071	113.3618247	9.782136787	10.15947682	7.911434273	8.235784841	1.452132295	1.236237501	6.30443077	6.408735744	30.43703175	27.2028813	17.56519622	18.45797861	3.034293655	4.503315912	4.335020934	4.041531528	3.05144832	3.199491794	15.23672097	15.4269643	8.964839377	7.284144134	136.6367881	129.8483414	11.18328839	16.13645128
NC_004663.1	BT_4082	BT_4082	5325965	5328016	+	1.155484617	0.8150526758	3.827840676	1.750217657	1.909328823	-2.826446854	0.2334140598	-0.4134740641	-1.010328372	-1.596113732	-1.243185004	-0.01553451763	-1.133544642	2.895216391	8.041583119	7.675105179	6.180931991	5.94902224	217.4630669	239.5959771	20.94760605	21.85053306	16.88623337	15.18598376	3.993363811	3.245123439	14.92048616	15.24094299	58.03169477	56.89762959	37.10555833	39.88905445	7.536793916	7.182211531	8.602307165	8.692605516	7.41920768	8.745277571	30.57816168	32.96422088	21.98045803	19.60163187	273.2031086	260.9152804	26.5010046	30.00813748
NC_004663.1	BT_4083	BT_4083	5328036	5329064	+	0.8251834044	0.8188800196	3.857852356	1.616350803	1.44838565	-2.925831277	-0.3836963666	-0.4600840613	-1.856826898	-2.237646146	-1.558059258	-0.2006791354	-0.5138254324	2.911753014	12.27154881	13.92660214	8.868293726	9.341823986	252.9501175	252.8950117	29.0993867	29.20211428	23.47909526	20.36850202	6.793904666	6.696286462	22.43326616	23.21147148	69.87489779	69.70305718	42.92540761	48.9941647	9.714633717	10.50773713	11.85357287	11.13077536	13.88109824	14.07776389	39.53169874	36.38434976	24.43748808	28.2551951	335.285115	310.2007823	37.54873798	40.34112821
NC_004663.1	BT_4084	BT_4084	5329091	5330422	+	0.9655768904	0.3272208579	3.090307825	1.531503429	1.493933571	-2.857563187	0.4072592298	-0.006209870619	-1.493967939	-1.776138942	-1.266055543	0.2041558783	-0.153130868	2.590071724	7.669718004	5.880120903	5.329934108	5.57720835	5.330461013	5.831662251	5.780353556	5.411580619	5.231754923	6.10653315	6.275285989	4.378341148	36.4080877	36.40592742	6.809841734	7.752475078	12.79723762	11.45881222	5.122409718	6.004421216	7.518551932	7.88429921	11.48780544	9.811774835	10.15781398	10.62423013	9.960932641	10.16138107	5.003203692	4.332791372	11.25106589	10.8284081
NC_004663.1	BT_4085	BT_4085	5330640	5332496	+	0.6850072813	0.9057631657	3.123938354	1.070886545	1.385393316	-2.480757736	0.1717903714	0.1216045844	-2.119823695	-2.105964388	-1.4569003	-0.2063517208	-0.2899787272	3.251872311	28.91251272	24.01565169	23.15610028	23.93551917	102.1671694	98.49819777	20.74998712	22.92263866	48.61703965	44.23219078	7.571832681	6.902326046	22.22311846	23.21147148	10.95496279	12.52855347	6.173541768	6.627529233	9.494402726	9.468510378	14.63069565	12.91964997	6.76105216	8.745277571	8.331763659	8.295631745	4.71484145	5.244583777	125.8552365	132.0147371	9.556628258	8.988286461
NC_004663.1	BT_4086	BT_4086	5332526	5332978	+	0.8183247857	0.4897314108	2.410141291	0.4368219469	0.8358432467	-2.685469119	1.033518873	0.3846586883	-2.302981041	-1.215365254	-0.2724970463	-0.3780502798	-0.4771854801	1.963308596	33.14247841	28.84354043	34.84612383	36.1589008	136.1241803	120.9714328	33.54581252	34.20527372	51.84966871	49.41470905	12.49871011	13.54710261	54.27064155	50.51591704	30.91075987	32.04817822	30.80340111	29.85485131	32.59418668	36.14199693	32.4449223	32.59727068	16.70817536	12.79796718	26.28465268	25.90565703	17.13280414	18.15937133	162.9916921	151.2414988	26.98297797	24.91241602
NC_004663.1	BT_4087	BT_4087	5332996	5334048	+	0.837597788	0.8335102805	2.622995916	0.9135871536	1.286825541	-2.113707811	0.1303168462	-0.1855542645	-1.873752449	-1.579077848	-1.277723099	0.04133042995	-0.3944888881	1.966025741	14.45625636	13.12195402	14.95964699	15.66266012	43.68016663	34.49214868	16.40237077	15.4178995	19.86365487	18.88204329	8.401622564	7.623464588	34.149	30.21261136	20.96246934	20.55790266	27.00924524	31.21752087	40.13098059	44.45581092	18.96571658	20.80394918	14.29992448	17.70385459	25.02801589	26.22098806	17.19921036	15.20929295	43.61948007	43.66641304	22.60379804	26.96485938
NC_004663.1	BT_4088	BT_4088	5334073	5337207	+	0.7295041715	0.7999846468	3.029310137	1.132267138	1.450119774	-1.78579343	0.397833069	-0.05970757063	-1.813437426	-1.403428204	-0.707141835	0.04704166423	-0.2284767322	2.247685809	36.30333189	30.76231672	35.4731749	34.34630809	54.98271822	72.46907114	26.72795961	24.9136919	44.44864955	37.76408659	12.86174318	16.2256172	23.79922616	25.36566836	20.48874122	22.49602143	19.87108757	18.08634146	16.34603356	15.35746196	25.67145209	26.83311916	15.49657088	14.29106335	14.87020191	14.9903521	12.0859316	14.22593349	114.7918143	106.8980871	15.93901001	14.7209731
NC_004663.1	BT_4089	BT_4089	5337214	5339010	+	0.6215946403	0.6222092669	2.774917057	0.7615888232	1.311773153	-2.183489681	0.2752616215	-0.08469141729	-1.275781893	-0.5555759577	-0.9564929952	-0.2454094184	-0.4337590042	1.587847661	40.62626385	34.90934936	50.61197934	50.42725883	103.647853	91.7420037	38.18985725	40.12738081	58.4425306	60.34218942	25.87907197	25.90947762	34.83198	40.44504659	30.43703175	33.70942288	25.98032161	23.97059638	77.6191893	81.98344352	53.84908816	49.2271791	31.89062656	25.59593435	17.74999454	21.90337855	20.18749015	19.66718916	188.8533225	190.5074206	22.02768925	23.28461611
NC_004663.1	BT_4090	BT_4090	5339015	5342095	+	0.6665524838	0.3602009507	2.41318256	0.9198979221	1.242772057	-1.752657777	0.3427940423	-0.04384125254	-0.4917046177	-0.7099630509	-0.8827423652	0.2416121065	0.0002701237486	1.643112935	524.4692621	521.1644	457.8816503	479.5004879	316.2740201	250.5481233	488.3163637	489.0333089	446.10281	474.3410323	554.584882	525.4009378	996.9931894	1047.693657	486.2226998	565.7576344	489.7033392	445.0974305	546.0260372	549.2890716	844.0421227	891.8865027	693.9950796	594.6788748	475.532302	584.9875754	621.8444232	510.625788	79.91032375	97.55550573	639.4129857	581.9738549
