locus_tag	common gene name	strand	start	end	InSPI2 (biological replicate 1)	InSPI2 (biological replicate 2)	InSPI2 average (biological replicate 1 and 2)	InSPI2 LowMg2+	Peroxide shock (InSPI2)	Nitric oxide shock (InSPI2)
SL1344_3330		-	3547347	3547976	47	44	46	53	13	47
SL1344_3331	mdh	-	3548096	3549034	387	363	375	278	254	222
SL1344_3332	argR	+	3549448	3549918	565	554	559	393	77	320
SL1344_3333	yhcN	+	3550283	3550546	10	12	11	23	22	37
SL1344_3334		+	3550650	3550916	11	11	11	26	9	30
STnc2100		+	3550903	3550965	34	26	30	110	40	109
SL1344_3335	yhcO	-	3550976	3551248	74	83	79	231	87	188
SL1344_3336	yhcP	-	3551420	3553387	5	6	6	7	2	9
SL1344_3337	yhcQ	-	3553393	3554325	4	4	4	8	2	6
SL1344_3338	yhcR	-	3554333	3554536	2	3	2	6	9	40
SL1344_3339	yhcS	+	3554718	3555647	11	10	10	11	8	14
SL1344_3340	tldD	-	3555770	3557215	50	46	48	56	18	38
SL1344_3341	yhdP	-	3557360	3561073	23	24	24	23	4	14
SL1344_3342	cafA	-	3561267	3562736	70	67	68	52	9	39
SL1344_3343	maf-b	-	3562726	3563319	64	50	57	34	6	20
SL1344_3344	mreD	-	3563328	3563819	59	61	60	56	11	40
SL1344_3345	mreC	-	3563819	3564871	61	63	62	37	5	28
SL1344_3346	mreB	-	3564936	3565979	122	125	124	77	14	59
SL1344_3348	yhdA	-	3566287	3568227	17	17	17	24	10	43
SL1344_3349	yhdH	+	3568431	3569405	29	21	25	35	9	25
SL1344_3350		+	3569518	3570522	22	20	21	15	5	10
SL1344_3351		+	3570523	3571122	38	45	42	23	7	27
SL1344_3352	accB	+	3571515	3571985	244	192	218	54	9	40
SL1344_3353	accC	+	3572086	3573345	258	229	243	68	41	45
SL1344_3354	yhdT	+	3573454	3573696	10	12	11	4	1	3
SL1344_3355	panF	+	3573686	3575137	11	12	12	6	3	4
SL1344_3356	prmA	+	3575149	3576030	18	16	17	10	5	6
SL1344_3357	yhdG	+	3576691	3577656	208	193	200	51	5	18
SL1344_3358	fis	+	3577682	3577978	240	207	223	47	11	16
SL1344_3359	yhdJ	+	3578064	3578948	11	10	11	6	5	7
SL1344_3360	yhdU	+	3579031	3579195	44	36	40	28	25	41
SL1344_3361		+	3579346	3581445	15	13	14	23	2	11
SL1344_3362	envR	-	3581448	3582110	2	2	2	1	1	3
SL1344_3363	acrE	+	3582524	3583681	1	1	1	1	0	1
SL1344_3364	acrF	+	3583693	3586806	4	4	4	8	4	6
SL1344_3365	yhdV	+	3587042	3587263	16	16	16	18	9	17
STnc3990		-	3587429	3587262	52	59	55	110	57	127
STnc1670		+	3593794	3593896	5	3	4	13	59	15
SL1344_3366	yrdA	+	3593964	3594518	66	74	70	56	29	26
SL1344_3367	yrdB	-	3594494	3594751	42	36	39	23	3	15
SL1344_3368		-	3594748	3595566	51	44	48	41	7	25
SL1344_3369	yrdC	-	3595571	3596143	57	45	51	40	2	28
SL1344_3370	yrdD	-	3596148	3596690	167	125	146	218	199	244
SL1344_3371	smg	-	3596717	3597190	168	140	154	273	302	233
SL1344_3372	dprA	-	3597162	3598286	35	22	28	45	29	36
SL1344_3373	def	+	3598418	3598927	179	154	166	236	727	208
SL1344_3374	fmt	+	3598943	3599890	62	56	59	67	54	45
SL1344_3375	fmu	+	3599942	3601231	14	14	14	17	5	11
SL1344_3376	sapG	+	3601253	3602629	20	20	20	26	5	17
SL1344_3377	mscL	+	3602771	3603184	321	290	306	648	440	1085
SL1344_3378		-	3603120	3603389	333	274	304	407	64	254
SL1344_3379	zntR	-	3603447	3603872	80	62	71	88	42	83
SL1344_3380	yhdN	-	3603883	3604251	75	70	72	113	66	111
SL1344_3381	rplQ	-	3604359	3604742	1974	1983	1978	316	167	162
SL1344_3382	pez	-	3604783	3605772	1830	1685	1757	313	124	138
SL1344_3383	rpsD	-	3605798	3606418	1991	1732	1862	377	118	175
SL1344_3384	rpsK	-	3606452	3606784	1622	1497	1559	342	92	152
SL1344_3385	rpsM	-	3606858	3607214	2127	2172	2149	473	214	294
SL1344_3386	rpmJb	-	3607361	3607477	3547	2809	3178	1040	1072	720
SL1344_3387	prlA	-	3607509	3608840	1504	1434	1469	406	328	258
SL1344_3388	rplO	-	3608848	3609282	1101	1097	1099	174	121	75
SL1344_3389	rpmD	-	3609286	3609465	1493	1313	1403	250	166	133
SL1344_3390	rpsE	-	3609469	3609972	1010	912	961	188	114	91
SL1344_3391	rl18	-	3609987	3610340	1532	1418	1475	309	145	171
SL1344_3392	rplF	-	3610350	3610883	1256	1207	1232	203	125	117
SL1344_3393	rpsH	-	3610896	3611288	1337	1309	1323	220	95	135
SL1344_3394	rpsN	-	3611322	3611612	1404	1267	1336	220	89	128
SL1344_3395	rplE	-	3611642	3612181	2392	2330	2361	1340	168	429
SL1344_3396	rplX	-	3612196	3612510	2915	2219	2567	499	124	290
SL1344_3397	rplN	-	3612521	3612892	1734	2065	1899	384	149	215
SL1344_3398	rpsQ	-	3613056	3613310	2936	2236	2586	429	840	517
SL1344_3399	rpmC	-	3613310	3613501	2129	2282	2206	227	377	131
SL1344_3400	rplP	-	3613501	3613911	1286	1118	1202	86	156	50
SL1344_3401	rpsC	-	3613924	3614625	1296	1204	1250	88	188	55
SL1344_3402	rplV	-	3614643	3614975	1384	1390	1387	73	117	44
SL1344_3403	rpsS	-	3614990	3615268	1597	1590	1593	215	536	351
SL1344_3404	rplB	-	3615285	3616106	937	724	830	43	76	23
SL1344_3405	rplW	-	3616124	3616426	1481	1113	1297	71	78	38
SL1344_3406	rplD	-	3616423	3617028	1095	1025	1060	60	63	28
SL1344_3407	rplC	-	3617039	3617668	1224	1080	1152	60	73	30
SL1344_3408	rpsJ	-	3617701	3618012	1675	1594	1635	93	99	50
SL1344_3409	hopD	+	3618392	3618859	2	1	1	1	0	2
SL1344_3410	bfr	-	3618856	3619332	381	308	344	966	90	217
SL1344_3411	bfd	-	3619405	3619599	38	29	33	6	209	94
STnc4000		+	3619657	3619755	8	7	8	31	280	58
SL1344_3412	tufA	-	3619784	3620968	545	591	568	139	175	65
SL1344_3413	fusA	-	3621040	3623154	859	711	785	169	145	82
SL1344_3414	rpsG	-	3623251	3623721	1117	1114	1116	193	87	91
SL1344_3415	rpsL	-	3623817	3624191	1452	1344	1398	347	77	142
SL1344_3416	yheL	-	3624317	3624604	114	94	104	186	42	128
SL1344_3417	yheM	-	3624612	3624968	61	58	59	42	11	51
SL1344_3418	yheN	-	3624968	3625354	75	52	63	53	14	66
SL1344_3419	yheO	-	3625354	3626088	107	135	121	64	11	83
SL1344_3420	fkpA	-	3626353	3627171	263	253	258	190	46	65
SL1344_3421	slyX	+	3627391	3627609	67	66	67	75	27	42
SL1344_3422	slyD	-	3627797	3628387	307	286	296	228	63	121
SL1344_3423	yheV	-	3628482	3628682	171	132	151	119	15	66
SL1344_3424	kefB	-	3628693	3630498	58	53	55	59	16	51
SL1344_3425	yheR	-	3630498	3631049	65	45	55	58	13	56
SL1344_3426	yheS	+	3631315	3633222	192	160	176	114	37	87
SL1344_3427		+	3633385	3633606	62	58	60	48	5	28
STnc1590		-	3633424	3633247	1834	1625	1729	1227	1042	2232
SL1344_3428		-	3633608	3633919	85	68	77	73	30	58
SL1344_3429	yheT	+	3634117	3635184	60	44	52	46	18	34
SL1344_3430	yheU	+	3635181	3635399	56	40	48	34	8	34
SL1344_3431	prkB	+	3635451	3636320	53	42	48	56	13	43
SL1344_3432	yhfA	-	3636416	3636820	65	66	65	53	36	63
SL1344_3433	crp	+	3637128	3637760	174	173	173	132	64	172
SL1344_3434	yhfK	+	3637809	3639896	35	37	36	16	5	39
SL1344_3435	argDb	-	3639939	3641156	291	257	274	144	29	32
SL1344_3436	pabA	-	3641242	3641805	18	17	18	34	4	16
SL1344_3437	fic	-	3641837	3642439	26	26	26	60	4	21
SL1344_3438	yhfG	-	3642429	3642596	62	59	60	184	16	69
SL1344_3439	ppiA	-	3642705	3643277	44	34	39	39	8	27
SL1344_3440	yhfC	+	3643554	3644735	17	17	17	13	1	9
SL1344_3441	nirB	+	3644998	3647541	5	4	4	5	2	3
SL1344_3442	nirD	+	3647538	3647864	8	9	8	9	9	18
SL1344_3443	nirC	+	3648130	3648939	5	3	4	4	0	3
SL1344_3444	cysG	+	3648951	3650324	19	15	17	19	4	9
SL1344_3445	bigA	+	3650653	3656547	2	2	2	3	1	2
SL1344_3446	tnpA_1d	-	3656679	3657137	0	0	0	0	0	0
STnc340		-	3657403	3657275	19	14	16	31	23	24
SL1344_3447	yhfL	+	3657451	3657621	29	32	30	21	10	56
SL1344_3448	trpS	-	3657766	3658770	136	116	126	99	27	60
SL1344_3449	gph	-	3658763	3659521	94	75	85	69	18	39
SL1344_3450	rpe	-	3659514	3660191	54	44	49	25	4	10
SL1344_3451	dam	-	3660209	3661045	70	68	69	41	8	38
SL1344_3452	damX	-	3661226	3662503	129	128	128	93	14	72
SL1344_3453	aroB	-	3662601	3663689	143	144	143	77	19	69
SL1344_3454	aroK	-	3663746	3664267	250	212	231	91	24	99
SL1344_3455	comE	-	3664732	3665970	6	5	6	6	3	3
SL1344_3456	comD	-	3665885	3666286	4	4	4	6	4	4
SL1344_3457	comC	-	3666276	3666749	2	1	1	1	0	0
SL1344_3458	comB	-	3666733	3667272	1	2	1	3	1	1
SL1344_3459	comA	-	3667272	3668051	3	4	3	3	1	2
SL1344_3460	mrcA	+	3668148	3670724	29	30	29	20	5	15
SL1344_3461	nudE	-	3670820	3671383	69	66	67	61	49	159
SL1344_3462	igaA	+	3671706	3673838	32	34	33	26	13	36
SL1344_3463	yrfG	+	3673903	3674571	53	42	48	69	11	30
SL1344_3464	hslR	+	3674582	3674983	67	64	65	50	6	17
SL1344_3465	hslO	+	3675002	3675886	56	56	56	34	8	13
SL1344_3466	yhgE	-	3675996	3677705	5	6	6	7	4	7
SL1344_3467	pckA	+	3678085	3679704	18	18	18	19	15	17
SL1344_3468	envZ	-	3679779	3681014	40	36	38	24	5	15
SL1344_3469	ompR	-	3681128	3681847	101	90	95	82	40	38
SL1344_3470	greB	+	3682073	3682546	40	33	36	42	18	39
SL1344_3471	yhgF	+	3682648	3684975	29	31	30	12	5	6
STnc760		-	3685117	3684975	2134	1723	1928	2596	3686	3382
SL1344_3472	feoA	+	3685412	3685639	59	48	54	11	70	38
SL1344_3473	feoB	+	3685658	3687976	29	31	30	8	18	28
SL1344_3474	yhgG	+	3687989	3688225	86	65	76	20	66	107
SL1344_3475		+	3688460	3689374	16	14	15	22	7	18
SL1344_3476	bioH	-	3689410	3690180	29	23	26	28	17	24
SL1344_3477	comF	+	3690218	3690901	23	22	23	18	29	47
SL1344_3478	yhgI	+	3690960	3691535	166	148	157	189	204	224
SL1344_3479	gntT	+	3691960	3693228	10	11	11	3	16	7
SL1344_3480	malQ	-	3693347	3695425	14	12	13	23	4	12
SL1344_3481	malP	-	3695435	3697828	8	7	7	12	3	6
SL1344_3482	malT	+	3698422	3701127	19	22	20	11	14	11
SL1344_3483		-	3701215	3701490	36	38	37	45	221	60
SL1344_3484		-	3701493	3701753	105	94	100	138	749	309
SL1344_3485	rtcA	-	3701862	3702881	10	9	10	11	5	12
SL1344_3486	rtcB	-	3702885	3704102	12	11	12	12	15	14
SL1344_3487		-	3704447	3706000	6	5	5	3	7	2
SL1344_3488	rtcR	+	3706190	3707773	8	7	8	7	7	11
SL1344_3489	glpR	-	3707770	3708528	52	55	54	34	7	25
SL1344_3491	glpG	-	3708622	3709452	42	41	41	29	12	26
SL1344_3492	glpE	-	3709528	3709854	51	60	56	34	206	47
SL1344_3493	glpD	+	3710053	3711561	9	8	9	13	43	13
SL1344_3494		-	3711608	3712153	4	5	5	7	3	12
SL1344_3495		-	3712163	3713623	10	8	9	12	4	7
SL1344_3496		-	3713816	3714925	7	5	6	4	5	5
SL1344_3497		+	3715263	3716597	1	1	1	1	0	1
SL1344_3498		+	3716594	3718309	1	1	1	2	1	1
SL1344_3499		+	3718353	3719258	7	5	6	12	7	13
SL1344_3500		-	3719302	3720057	37	38	38	33	55	53
SL1344_3501	glgP	-	3720235	3722682	82	67	75	65	25	33
SL1344_3502	glgA	-	3722702	3724135	83	70	77	70	37	26
SL1344_3503	glgC	-	3724135	3725430	55	45	50	57	9	27
SL1344_3504	glgX	-	3725445	3727421	50	42	46	45	9	28
SL1344_3505	glgB	-	3727418	3729604	87	77	82	77	13	33
STnc4010		+	3729767	3729899	4	10	7	34	19	31
SL1344_3506	asd	-	3729951	3731057	353	277	315	83	93	131
SL1344_3507	gntU	-	3731481	3732821	10	8	9	5	2	6
SL1344_3508	gntK	-	3732818	3733351	5	4	4	2	12	5
SL1344_3509	gntR	-	3733490	3734485	27	26	26	28	29	26
SL1344_3510	yhhW	-	3734615	3735310	6	10	8	7	4	6
SL1344_3511	yhhX	-	3735434	3736471	20	19	20	18	8	15
RyhB-1		-	3736818	3736723	24	31	27	28	17139	896
SL1344_3512	yhhY	+	3736940	3737428	28	22	25	17	9	19
SL1344_3513		+	3737960	3738907	1	1	1	1	1	2
SL1344_3514		+	3738923	3739684	2	2	2	1	1	2
SL1344_3515		+	3739738	3740709	1	1	1	1	0	2
STnc1830		-	3739898	3739679	38	48	43	60	66	143
SL1344_3516		+	3740706	3741740	3	3	3	2	3	4
SL1344_3517	ggt	-	3741785	3743527	20	19	19	20	5	12
SL1344_3518	yhhA	+	3743653	3744069	36	28	32	102	63	59
SL1344_3519	ugpQ	-	3744082	3744822	37	32	34	72	9	21
SL1344_3520	ugpC	-	3744819	3745889	7	8	7	29	1	6
SL1344_3521	ugpE	-	3745891	3746736	6	7	6	24	1	5
SL1344_3522	ugpA	-	3746733	3747620	6	7	6	25	1	5
SL1344_3523	ugpB	-	3747684	3748976	35	29	32	222	8	30
SL1344_3524	kil	-	3749259	3749627	12	10	11	17	10	10
SL1344_3525	phd	-	3749624	3749851	27	32	30	48	57	30
SL1344_3526	livF	-	3749977	3750690	29	27	28	13	13	24
SL1344_3527	livG	-	3750692	3751459	20	21	20	9	6	22
SL1344_3528	livM	-	3751456	3752733	23	27	25	10	11	19
SL1344_3529	livH	-	3752730	3753656	28	29	28	9	11	21
SL1344_3530	livK	-	3753716	3754825	40	39	39	15	34	36
sRNA12		-	3755125	3755045	14	10	12	39	11	35
SL1344_3531	yhhK	+	3755247	3755630	26	33	30	40	27	25
SL1344_3532	livJ	-	3755825	3756928	61	66	63	5	41	15
SL1344_3533	rpoH	-	3757250	3758104	222	158	190	316	107	139
SL1344_3534	ftsX	-	3758350	3759405	61	55	58	72	30	83
SL1344_3535	ftsE	-	3759398	3760066	63	54	58	49	19	48
SL1344_3536	ftsY	-	3760069	3761544	44	39	41	40	16	33
SL1344_3537	rsmD	+	3761670	3762266	20	21	20	14	8	16
SL1344_3538	yhhL	+	3762253	3762525	18	17	17	15	6	15
SL1344_3539	yhhM	-	3762547	3762789	13	14	14	6	6	12
SL1344_3540	yhhN	+	3763060	3763686	39	42	40	56	22	86
SL1344_3541	zntA	+	3763767	3765965	11	14	12	14	9	16
SL1344_3542	tcp	+	3766165	3767808	6	5	5	38	47	291
SL1344_3543	yhhP	-	3767832	3768077	68	78	73	114	26	70
SL1344_3544	yhhQ	+	3768247	3768912	21	23	22	17	2	16
SL1344_3545		+	3768985	3769542	209	220	214	155	137	78
SL1344_3546	yhhS	-	3769546	3770763	24	22	23	19	11	41
SL1344_3547	yhhT	+	3770895	3771944	11	10	10	29	4	15
SL1344_3548	acpT	+	3771996	3772574	38	39	39	40	21	30
SL1344_3549	nikR	+	3772666	3773067	67	49	58	46	10	48
SL1344_3550	yhhJ	-	3773157	3774281	3	4	4	4	2	14
SL1344_3551	yhiH	-	3774281	3777022	3	2	3	3	2	8
SL1344_3552	yhiI	-	3777019	3778086	5	5	5	7	7	16
STnc770		-	3778333	3778181	159	198	178	189	350	288
SL1344_3553	yhiN	-	3778392	3779588	18	21	19	13	6	17
SL1344_3554	pitA	+	3779942	3781315	38	42	40	19	7	11
SL1344_3555	uspB	-	3781455	3781790	188	206	197	241	337	271
SL1344_3556	uspA	+	3782178	3782612	369	338	353	266	456	491
STnc350		-	3782857	3782696	19	16	17	88	38	42
SL1344_3557	yhiP	+	3782937	3784409	3	3	3	4	3	3
SL1344_3558	yhiQ	-	3784501	3785259	29	23	26	18	43	39
SL1344_3559	prlC	-	3785266	3787308	45	37	41	32	106	57
SL1344_3560		-	3787490	3788761	144	124	134	196	35	26
SL1344_3561	yhiR	+	3788972	3789814	34	30	32	27	6	18
SL1344_3562	gor	+	3789919	3791271	92	79	85	76	39	56
SL1344_3563		-	3791318	3792361	11	7	9	9	3	13
SL1344_3564		-	3792420	3793739	5	4	4	5	3	10
SL1344_3565		-	3793793	3794638	2	1	2	2	1	3
SL1344_3566		-	3794702	3795679	15	11	13	10	23	29
SL1344_3567		-	3795855	3796574	22	21	22	28	16	27
SL1344_3568	treF	+	3796900	3798549	17	16	16	72	6	39
SL1344_3569		-	3798562	3800151	8	13	11	10	20	32
SL1344_3570		+	3800432	3800788	4	3	4	4	3	10
SL1344_3571	yhjB	-	3800794	3801396	30	16	23	22	4	7
STnc4020		+	3801175	3801266	165	101	133	43	16	151
SL1344_3572	yhjC	+	3802027	3802926	8	7	7	6	3	12
SL1344_3573	yhjD	+	3802999	3804027	23	18	20	22	3	19
SL1344_3574	yhjE	+	3804378	3805700	148	145	147	27	47	168
SL1344_3575	yhjG	-	3805740	3807800	17	16	17	55	8	53
SL1344_3576	yhjH	-	3807910	3808677	5	7	6	50	31	204
SL1344_3577	kdgK	+	3808906	3809835	10	10	10	10	7	9
SL1344_3578	yhjJ	-	3809889	3811376	23	21	22	36	5	18
SL1344_3579	dctA	-	3811596	3812882	12	14	13	10	6	8
SL1344_3580	yhjK	-	3813040	3814959	13	15	14	18	4	14
SL1344_3581	yhjL	-	3815220	3818762	28	25	26	44	13	23
SL1344_3582	bcsC	-	3818744	3819853	38	30	34	64	12	66
SL1344_3583	yhjN	-	3819857	3822157	24	26	25	30	5	35
SL1344_3584	bcsA	-	3822168	3824792	21	21	21	28	2	44
SL1344_3585	yhjQ	-	3824789	3825541	37	35	36	45	8	115
SL1344_3586	yhjR	-	3825542	3825745	67	61	64	97	24	198
SL1344_3587	yhjS	+	3825990	3827561	29	27	28	43	27	79
SL1344_3588	yhjT	+	3827558	3827749	26	17	22	30	14	51
SL1344_3589	yhjU	+	3827746	3829425	26	23	24	37	7	53
STnc710		+	3829661	3829728	14474	6813	10644	22860	6905	25134
STnc1430		-	3829797	3829428	364	308	336	175	360	254
SL1344_3590		+	3829889	3830139	24	26	25	7	0	7
SL1344_3591	yhjV	+	3830257	3831555	10	12	11	7	4	8
SL1344_3592	dppF	-	3831656	3832669	62	57	59	21	10	43
SL1344_3593	dppD	-	3832666	3833649	62	65	64	24	11	40
SL1344_3594	dppC	-	3833660	3834562	57	50	53	19	11	48
SL1344_3595	dppB	-	3834572	3835591	61	70	65	22	15	56
SL1344_3596	dppA	-	3835748	3837304	234	203	219	107	149	262
SL1344_3597		-	3837911	3839236	3	2	2	3	1	1
SL1344_3598		-	3839294	3840418	4	3	3	3	2	2
SL1344_3599		+	3840568	3841575	17	19	18	11	2	2
SL1344_3600	yhjW	-	3841902	3843593	13	13	13	24	9	18
SL1344_3601	lpfE	-	3843811	3844338	3	3	3	4	2	4
SL1344_3602	lpfD	-	3844344	3845413	5	5	5	4	1	7
SL1344_3604	lpfC	-	3845431	3847959	2	2	2	3	1	2
SL1344_3605	lpfB	-	3847982	3848680	1	2	1	1	1	3
SL1344_3606	lpfA	-	3848765	3849301	2	2	2	1	1	4
SL1344_3607	yhjY	-	3849807	3850511	22	25	23	79	10	43
SL1344_3608	tag	+	3850668	3851249	16	17	17	14	8	17
SL1344_3609	yiaC	+	3851227	3851667	18	17	18	16	10	20
SL1344_3610	bisC	-	3851636	3853969	32	29	30	24	9	26
SL1344_3611	yiaD	+	3854155	3854784	28	22	25	16	8	8
SL1344_3612	yiaE	+	3855003	3855977	15	15	15	19	20	35
SL1344_3613	yiaF	-	3856027	3856737	203	210	206	126	36	72
SL1344_3614	yiaG	+	3857176	3857466	259	218	239	835	68	382
SL1344_3615	cspA	+	3857767	3857967	140	205	172	54	88	224
SL1344_3616		+	3858264	3858680	18	20	19	18	17	45
STnc780		-	3858993	3858666	97	108	102	128	113	275
SL1344_3617		-	3859052	3859537	28	30	29	15	31	33
SL1344_3618		-	3859525	3859812	59	64	62	51	267	108
SL1344_3619	yafP	-	3859990	3860457	18	17	18	12	5	29
SL1344_3620	glyS	-	3861086	3863155	88	84	86	36	14	23
SL1344_3621	glyQ	-	3863165	3864076	102	82	92	45	17	33
SL1344_3622		-	3864215	3864517	60	42	51	97	13	68
SL1344_3623	yiaH	+	3864683	3865678	25	20	23	37	11	38
SL1344_3624	yiaB	-	3865701	3866054	4	4	4	5	2	8
SL1344_3625	xylB	-	3866229	3867683	4	4	4	5	3	6
SL1344_3626	xylA	-	3867783	3869105	6	5	5	3	2	5
SL1344_3627	xylR	+	3869468	3870646	4	4	4	4	3	9
SL1344_3628	bax	-	3870707	3871531	135	147	141	80	37	92
SL1344_3629	malS	+	3871847	3873874	2	2	2	2	0	3
SL1344_3630	avtA	+	3874048	3875298	90	92	91	7	8	9
SL1344_3631	ysaA	-	3875335	3875808	28	18	23	25	4	19
SL1344_3632	yiaJ	-	3875925	3876725	46	40	43	44	6	22
SL1344_3633	yiaK	+	3876955	3877953	1	0	1	2	0	1
SL1344_3634	yiaL	+	3877965	3878429	0	0	0	1	1	2
SL1344_3635		+	3878453	3879385	2	2	2	2	2	4
SL1344_3636	yiaM	+	3879524	3879997	0	0	0	1	0	0
SL1344_3637	yiaN	+	3880000	3881277	1	0	0	1	0	0
SL1344_3638	yiaO	+	3881289	3882275	0	0	0	0	0	1
SL1344_3639	lyxK	+	3882279	3883775	2	2	2	1	1	1
SL1344_3640	sgbH	+	3883772	3884434	0	0	0	0	0	0
SL1344_3641	sgbU	+	3884427	3885287	1	0	0	1	0	0
SL1344_3642	sgbE	+	3885305	3885976	1	1	1	1	2	1
SL1344_3643		-	3886137	3886952	2	3	2	2	2	4
SL1344_3644		+	3887216	3889171	2	2	2	2	1	2
SL1344_3645	aldB	-	3889289	3890827	14	11	12	45	4	6
SL1344_3646		+	3890996	3891877	11	13	12	20	5	9
SL1344_3647	selB	-	3892162	3894012	18	17	18	18	6	15
SL1344_3648	selA	-	3894009	3895400	22	25	24	17	17	14
SL1344_3649	yibF	-	3895499	3896107	67	60	64	95	19	42
SL1344_3650	mtlA	+	3896583	3898499	28	27	27	15	9	9
SL1344_3651	mtlD	+	3898720	3899868	45	40	42	27	8	13
SL1344_3652	mtlR	+	3899865	3900455	22	23	22	14	4	9
SL1344_3653		-	3900465	3900674	18	23	20	46	61	41
SL1344_3654	yibL	+	3900965	3901327	52	50	51	32	32	61
SL1344_3655		+	3901817	3902500	0	0	0	1	0	1
SL1344_3656	sadA	+	3902544	3906929	3	3	3	8	2	6
STnc380		-	3907052	3906945	87	72	79	313	194	107
SL1344_3657	lctP	+	3907228	3908883	6	6	6	5	2	6
SL1344_3658	lctR	+	3908880	3909656	4	4	4	3	1	4
SL1344_3659	lctD	+	3909653	3910843	7	5	6	5	2	3
SL1344_3660	yibK	+	3910907	3911380	13	16	15	16	2	6
SL1344_3661		-	3911448	3912452	19	24	22	23	5	17
SL1344_3662		+	3912771	3913967	1	1	1	1	1	1
SL1344_3663		+	3914041	3915219	4	3	4	4	3	8
SL1344_3664		+	3915216	3915350	7	2	5	9	7	9
SL1344_3665	cysE	-	3915433	3916254	79	67	73	65	16	48
SL1344_3666	gpsA	-	3916332	3917351	150	149	149	136	199	100
SL1344_3667	secB	-	3917351	3917818	313	268	290	237	162	117
SL1344_3668	grxC	-	3917862	3918113	254	237	245	188	40	77
SL1344_3669	yibN	-	3918200	3918631	283	270	276	165	35	84
SL1344_3670	pmgI	+	3918879	3920423	24	22	23	29	6	11
SL1344_3671	yibP	+	3920433	3921716	77	72	74	85	43	92
SL1344_3672	yigQ	+	3921720	3922682	18	19	19	12	1	10
SL1344_3673	yibD	-	3922669	3923703	1558	1011	1284	628	371	387
SL1344_3673A		-	3923989	3924108	54	84	69	66	28	28
SL1344_3674	tdh	-	3924197	3925222	39	36	37	58	17	30
SL1344_3675	kbl	-	3925232	3926428	21	16	19	33	5	13
SL1344_3676	rfaD	+	3926631	3927563	84	84	84	87	84	72
SL1344_3677	rfaF	+	3927566	3928612	46	44	45	43	18	33
SL1344_3678	rfaC	+	3928612	3929565	33	34	34	24	2	20
SL1344_3679	rfaL	+	3929605	3930819	54	59	57	38	7	45
SL1344_3680	rfaK	-	3930876	3931739	35	34	35	21	13	17
SL1344_3681	rfaZ	-	3932122	3932931	94	91	92	77	18	70
SL1344_3682	rfaY	-	3933081	3933635	68	58	63	33	4	38
SL1344_3683	rfaJ	-	3933802	3934812	70	67	69	48	13	46
SL1344_3684	rfaI	-	3934830	3935843	68	67	67	48	14	51
SL1344_3685	rfaB	-	3935849	3936928	51	55	53	37	9	38
SL1344_3686	yibR	-	3936998	3937231	98	60	79	56	11	58
SL1344_3687	rfaP	-	3937263	3938060	47	46	47	37	7	25
SL1344_3688	rfaG	-	3938053	3939177	46	41	43	28	7	18
SL1344_3689	rfaQ	-	3939174	3940208	47	38	42	22	5	17
SL1344_3690	kdtA	+	3940719	3941930	41	44	42	33	5	24
SL1344_3691	coaD	+	3941939	3942418	56	52	54	43	7	34
SL1344_3692	mutM	-	3942446	3943255	12	13	13	6	3	9
SL1344_3693	rpmG	-	3943353	3943520	2277	1933	2105	478	256	294
SL1344_3694	rpmB	-	3943541	3943777	2057	2274	2166	569	184	429
SL1344_3695	radC	-	3943995	3944660	20	18	19	16	4	20
SL1344_3696	dfp	+	3944833	3946056	49	48	48	39	17	31
SL1344_3697	dut	+	3946037	3946492	86	66	76	55	20	32
SL1344_3698	slmA	+	3946600	3947196	48	50	49	28	5	21
SL1344_3699	pyrE	-	3947274	3947915	47	39	43	36	2	9
SL1344_3700	rph	-	3947994	3948710	67	78	73	39	7	15
SL1344_3701	yicC	+	3948836	3949699	69	67	68	83	40	48
SL1344_3702		-	3949749	3950606	8	9	8	10	7	12
SL1344_3703		+	3950725	3951606	4	4	4	6	2	4
SL1344_3704		+	3951857	3952474	6	8	7	7	6	8
SL1344_3705	ligB	-	3952471	3954156	3	3	3	2	1	3
SL1344_3706	gmk	+	3954413	3955036	130	115	122	123	44	100
SL1344_3707	rpoZ	+	3955091	3955366	396	380	388	232	74	146
SL1344_3708	spoT	+	3955385	3957496	91	89	90	52	9	38
SL1344_3709	spoU	+	3957501	3958190	62	58	60	37	6	27
SL1344_3710	recG	+	3958196	3960277	25	24	24	15	3	9
SL1344_3711		-	3960280	3961131	23	21	22	16	6	14
SL1344_3712	gltS	-	3961134	3962339	23	23	23	20	8	15
SL1344_3713	yicE	+	3962567	3963958	63	75	69	12	7	2
SL1344_3714	yicH	+	3964079	3965788	34	33	33	35	26	66
SL1344_3715	yicI	-	3965891	3968209	2	1	1	1	1	1
SL1344_3716	yicJ	-	3968221	3969603	2	2	2	2	2	3
SL1344_3717		-	3970302	3970670	17	8	13	23	23	32
SL1344_3718	sugR	+	3971324	3972861	23	19	21	24	27	25
SL1344_3720	rhuM	+	3973048	3974085	15	13	14	19	11	21
SL1344_3722	rmbA	+	3975384	3976001	1	1	1	1	1	2
SL1344_3723	misL	+	3976076	3978943	4	3	4	3	3	5
SL1344_3724	fidL	-	3979038	3979520	18	12	15	36	5	33
SL1344_3725	marT	-	3979513	3980301	9	10	9	20	5	17
SL1344_3726	slsA	+	3981154	3981834	14	13	13	32	7	10
