Sequence name	locus tag	Name	Start	End	Strand	L Arabinose logFC	D Maltose monohydrate logFC	Mucin from porcine stomach logFC	N Acetyl D Glucosamine logFC	D Xylose logFC	28°C	42°C	Aerobic shaking	bile salts	deoxycholic acid	Gentamicin	peroxide	pH 6	Starvation	L Arabinose R1	L Arabinose R2	D Maltose monohydrate R1	D Maltose monohydrate R2	Mucin from porcine stomach R1	Mucin from porcine stomach R2	N Acetyl D Glucosamine R1	N Acetyl D Glucosamine R2	D Xylose R1	D Xylose R2	Glucose R1	Glucose R2	28°C R1	28°C R2	42°C R1	42°C R2	Aerobic shaking R1	Aerobic shaking R2	Bile salts R1	Bile salts R2	Deoxycholic acid R1	Deoxycholic acid R2	Gentamicin R1	Gentamicin R2	Peroxide R1	Peroxide R2	pH 6 R1	pH 6 R2	Starvation R1	Starvation R2	Control for TYG growth R1	Control for TYG growth R2
NC_004663.1	BTnc236	BTnc236	5439602	5439771	+	0,5140700116	-0,5238769284	0,9926611891	0,6765836617	0,5823347341	-1,8406276555	-0,7485382474	0,1331734357	-1,9075749595	-1,8111541963	-1,5067683628	-0,016652045	0,0135183961	-0,6855868163	3,9665612304	4,7866247351	2,3253143902	1,9094192476	5,2523138218	6,9814005398	5,0310484654	4,7266242668	4,0585090695	5,0753861052	3,3321249984	2,7686569026	3,1215688466	2,2753704637	6,1387268961	5,3759723012	12,159519333	9,1102718814	2,9608833243	2,1554332569	2,0997757647	3,4065914655	3,6447854931	2,9328674779	9,2720595842	9,9086712509	9,0921179605	10,4727782289	1,5913946015	2,1889623076	10,1440333046	9,235995143
NC_004663.1	BTnc237	BTnc237	5469308	5469381	-	-0,2141667025	0,2324473703	-0,0901423406	-0,9116412761	-0,3220929364	-0,8444647318	0,3845260363	-0,1418485445	-0,5170578821	-0,632418564	-1,1026922039	0,1953466143	-0,7004723922	2,1264769483	0,4648313942	0,6189600951	0,716629796	0,74362778	0,5922734458	0,5689426586	0,39523785	0,2552632367	0,3402767429	0,6427929632	0,6223424121	0,6181187504	2,1014769234	1,7772124332	4,0859050402	5,0529525062	3,7941558783	2,5395205471	2,4470110118	2,424862414	3,0480615939	1,4576015347	1,6753049599	1,4930961706	4,7123879298	3,2018227787	2,2578113986	2,0322762134	3,2415122511	2,234095551	3,9988728172	2,972504184
NC_004663.1	BTnc238	BTnc238	5527132	5527229	+	0,6885885638	-0,2508744937	2,0634673836	1,6417956347	1,3263510971	-2,8715463667	1,003607223	-0,6234538549	-0,0643081083	-1,805761956	-2,0901163226	0,2136293927	-0,3697826644	0,3120487534	5,2061116148	3,0329044658	1,8811532145	2,4632670213	7,5514864344	14,2946842972	8,5964232371	7,5557918072	5,6996354443	7,2715953961	2,1781984425	2,9875739601	1,0507384617	0,5385492222	10,5404506834	13,0823016942	3,4726172445	4,1499482111	5,4813046665	5,7734819381	2,0320410626	1,3250923043	1,4958079999	1,0664972647	6,5973431018	7,0585638531	3,5195295331	5,5723702626	3,0301092782	3,3849932591	6,303308	5,4495910039
NC_004663.1	BTnc239	BTnc239	5532151	5532298	+	-0,034248144	0,4339803538	0,7943574354	-0,1013570146	0,1867949226	-2,2975462429	0,8593949723	0,3082479617	-0,6134781235	-0,7150611272	0,0984151318	-0,0393627944	0,1147242768	3,3942342355	5,8568755667	7,7370011883	9,3609767103	9,3883007225	11,8948250372	12,1848552716	7,3119002247	5,615791208	7,2734153804	8,5170067623	6,4308715922	7,4431799522	3,9928061544	3,1774404109	41,3919945375	22,6344584868	23,5366279906	20,2077702071	12,4308159402	10,6232067661	11,2439605464	10,269465358	18,1291929589	19,8368491234	18,0117938652	16,3365730416	17,3984290126	20,847220512	81,5545690992	64,4728382752	18,6162214766	16,7026425575
NC_004663.1	BTnc240	BTnc240	5535374	5535578	-	-0,0951057718	-0,3033755851	-0,8871246462	-0,6196208489	-0,2572735548	0,6055467939	0,2177696281	-0,0914600547	1,1715716908	0,6324109924	1,522830388	0,6243472476	0,1475550387	-1,56451964	10,9700209027	12,2554098822	9,6521075649	10,4340272881	3,8497773979	9,7431430284	9,5104107652	6,6113178313	7,060742416	13,6593504679	13,2766381259	11,5124617254	24,5872800033	22,1343730317	18,3273566657	17,3738503981	13,7618535246	15,051304706	27,4065233327	41,8577440513	27,4325543452	20,1745303322	23,0653593586	66,9760282232	32,3845770512	14,7720460019	11,2226507753	22,7811607796	4,7213330613	3,6557927198	14,6399411612	16,0656773752
NC_004663.1	BTnc241a	BTnc241a	5537587	5537711	-	0,0464533086	-0,3259919427	-0,0883718056	-0,2525576775	-0,0431146766	0,0027781939	0,3433234837	0,1887330492	0,2575305549	0,2583134179	1,3451689596	0,5648860684	0,1624843154	-0,4716498339	3,2538197593	3,6518645609	2,6201776916	2,6956507025	1,8508545182	4,6226591011	3,0630933374	2,5271060436	3,3176982437	3,1537029757	3,1635739284	3,5026729187	6,0942830777	4,1199015497	6,8394497412	6,0912304185	6,4950804018	5,1409806197	5,9707068689	6,2353604932	6,9089396129	5,300369217	6,7610521596	21,4365950205	10,3672534456	4,51165937	2,5898424866	8,8174564744	2,6073033324	2,2002456184	4,3377603441	5,8742344588
NC_004663.1	BTnc241b	BTnc241b	5537717	5537791	-	-0,1725601024	-0,2857642146	-0,5978848384	-0,434034819	-0,3396853063	-0,1151987859	0,0550482869	-0,0103892662	0,807886266	0,1115151799	0,852734059	0,454668437	0,1814082683	-1,4828563148	5,5779767302	7,4275211407	5,912195817	6,0652140806	2,5418402051	7,3251367294	6,0026748466	4,7989488505	2,892352315	8,6174431628	7,7792801519	6,8250612019	12,1885661555	10,4209274492	11,4879069246	13,9821425515	12,8615453501	11,4588122247	19,7718489757	23,1516625718	15,1048385654	11,362666509	14,7486668791	30,8217709498	21,7031644102	11,7157606222	8,0351523302	19,7327464595	2,67777099	2,5387449443	10,9121783656	13,5885905552
NC_004663.1	BTnc242	BTnc242	5575163	5575294	+	0,2927039218	-0,299608799	-0,4722150895	-0,7208826473	0,4402565938	1,054985509	-0,2805037011	-0,0830639098	0,6081528317	0,7033269507	0,4965508944	-0,1567588021	0,1066908889	-0,8497912341	26,8672545837	23,8918596694	19,1250576809	14,5472184463	13,5729331338	16,3571014346	14,6732051806	10,4657927059	25,393151942	30,8540622333	21,2633657484	20,1918791784	36,9334569281	31,07429012	17,1134283567	9,7598123751	20,3212416531	10,5916588672	28,5810886184	21,2464135322	31,9030446829	21,4002407137	20,0438271987	26,6624316175	17,9594339993	11,2791484251	12,4843689098	22,748382131	11,486228194	11,508977081	15,2499387096	17,481155558
NC_004663.1	BTnc244	BTnc244	5650993	5651153	-	-0,4185717565	-0,7554349754	-0,4402368181	-0,1033670486	-0,1759749999	-0,7124239497	0,1725819236	0,8014517559	-1,2152682542	-1,4952717555	-0,0295029014	0,2465138086	-0,0042851538	-0,146765871	0,258977491	0,4155874924	0,3263224964	0,1881201229	0,2467806024	0,4267069939	0,3975904562	0,4230076494	0,3271112737	0,4495724594	0,4260081988	0,4562305062	0,5628956045	0,4564845788	1,1533023888	0,721850358	1,6444404412	1,3007300363	0,3961827353	0,3134175909	0,2451351123	0,3407380211	0,8575965866	0,7313124101	1,2528967909	0,6861048812	0,9012272389	0,7757613503	0,5989750899	0,2030995955	0,668092553	1,0186387637
NC_004663.1	BTnc245	BTnc245	5651128	5651220	+	-0,0609711695	-0,7796826517	-0,1548817811	-0,0927901746	0,1776273176	-1,4467852051	0,5684512469	-0,4859603749	-0,8615065843	-0,8771595432	-1,2670617865	0,3668054879	-0,3991711819	-0,2670492902	0,7238088852	0,9372824297	0,4095027406	0,58427897	0,6627821894	0,9042124396	0,9457477125	0,6563911802	0,9017333688	1,0353558086	0,7779280152	0,9345366821	0,6409504616	0,461613619	1,8507354553	2,6876565385	1,0748577185	1,0883659488	0,8529581241	0,8082874713	0,8321691971	0,8139852726	0,5897757257	0,7313124101	2,0973866278	1,7984264309	0,8632808289	1,4328952104	0,734877001	0,6866700611	1,5685651244	1,4660309751
NC_004663.1	BTnc246	BTnc246	5667522	5667740	-	0,57716833	0,1049765179	3,5503818362	0,6738224421	0,9507426456	0,1454863183	-0,0082510237	-0,3035700893	0,4773349936	0,2822871042	-0,0010247426	-0,2519014193	0,0734499556	3,5838218362	12,3180319458	10,9555936826	8,2412426541	8,55171947	76,7981234769	106,3922771573	12,153563887	12,7631618364	13,2282583818	16,9536644043	8,4534844317	7,159875525	22,0129707722	18,0952538653	19,8965810652	16,1279169035	15,8197007806	13,564756093	23,3934252733	27,1353651091	23,36847222	20,7376945615	16,753049599	19,8368491234	12,1649421744	18,4104809778	20,9843647633	17,1760118684	94,1447905961	93,222714356	20,4688066236	15,7825817386
NC_004663.1	BTnc247	BTnc247	5669659	5669733	+	-0,8042920979	0,25923693	2,4634365136	0,5711880531	0,1222374332	-0,2242969043	0,5366204749	-0,1899582279	0,5061284044	0,4802778481	0,0192049119	-0,2911068203	-0,6394081445	1,3286687673	0,1394494183	0,1856880285	0,4478936225	0,2323836813	2,2210254219	0,8534139879	0,6422615062	0,2042105894	0,3402767429	0,2812219214	0,3111712061	0,2575494793	1,6811815387	1,4002279777	2,6055046633	2,6303040443	1,7363086223	1,4246090874	2,05548925	3,1176802466	3,3190004023	1,7226199955	1,9744665599	1,4930961706	1,7278755743	1,1642991923	0,9960932641	1,3111459442	0,7751442339	0,6769986518	1,626660129	1,981669456
NC_004663.1	BTnc248	BTnc248	5704097	5704189	-	-1,2649139845	-0,5077960356	-4,0820139448	-0,7088994582	-1,2319851326	0,4649140663	0,8265782558	1,0364508822	2,2117348028	-0,295030893	1,4831430613	0,6708475764	0,8319911899	-4,2164567655	10,784088345	14,5455622339	22,1796921864	20,4962406863	0,9871224097	2,7735954607	20,1176065641	17,0005315661	8,8471953165	16,9536644043	36,2255145739	24,467200535	39,1347540053	33,5085326042	49,4177384473	43,9076192665	48,2779540623	59,6807975076	111,1628162463	132,7554436849	24,5425403895	18,3591538754	24,7406643185	126,6785451011	63,3554377234	20,0113923672	19,3906155408	74,2895291957	1,9730944137	1,2862974385	22,4479097806	30,1992270308
NC_004663.1	BTnc249	BTnc249	5741318	5741424	-	-0,4613212016	-0,7200979397	-0,0032467515	0,3107730277	0,5253029946	0,3497948219	0,3316024688	0,5200550681	-0,8213363716	-0,1833238651	1,4049348507	0,6060547785	0,1373883904	1,7060364348	2,5100895286	3,1566964848	2,2394681125	2,4632670213	2,9613672292	4,9071304304	5,6815440935	3,9310538456	3,9131825438	7,2314208359	4,045225679	3,7087125021	3,4149000005	1,6156476665	1,7172644372	3,3224893192	2,57230907	3,0969762769	0,9788044047	1,2701660264	1,2192246376	2,2526569172	1,8548019199	11,3048710058	3,9793498074	1,8919861874	1,1289056993	3,2123075632	14,3754021569	10,9673781595	1,6944376344	2,2647650925
NC_004663.1	BTnc250	BTnc250	5755007	5755080	+	1,3621185369	-1,489224823	0,8408332113	2,1741664248	1,5872000551	-5,2046801309	0,7130207827	-0,324306146	-5,2141853921	-5,8177668789	-1,4632937988	0,260388692	-0,3188162422	1,9031077922	0,2788988365	0,123792019	0,0447893623	0	0,1974244819	0,0711178323	0,4940473125	0,2552632367	0,2552075572	0,2410473612	0,1037237354	0,0515098959	0,0525369231	0,1615647667	7,6388659447	6,0912304185	3,601232698	3,0969762769	0,1957608809	0	0,0677347021	0,0662546152	1,4359756799	1,7063956235	5,0265471252	5,0210402667	2,191405181	4,5234535073	0,2114029729	0,4061991911	3,9310953118	4,4587562759
NC_004663.1	BTnc251	BTnc251	5784408	5784501	+	0,5882076052	0,2985219232	0,9324569697	0,434659097	0,685903865	0,8066260064	-0,2809453818	-0,008421334	1,12807444	1,1977482048	0,7390451968	0,009611441	-0,2805810232	0,1838442851	9,5290435807	8,9130253689	8,0284931834	7,06446391	10,349978466	13,15679898	8,7775739184	7,8110550439	9,5436992747	10,2043382907	5,8258164693	6,4451757199	9,1939615397	6,8444710237	4,9149292512	2,5610855169	5,3433874773	3,7783110579	10,1061554789	9,9419358974	11,1084911422	9,9381922819	7,1873574395	8,3647319556	4,3109622914	4,9482715672	3,7408835918	3,802323238	7,8210558437	6,1284790078	4,2083669247	4,9630203786
NC_004663.1	BTnc252	BTnc252	5800549	5800676	-	0,094959003	-0,6313441331	-0,1026960594	0,2505650464	0,4611377469	0,2442091146	0,5428259556	0,6770577315	-0,5992245929	-0,1965405321	1,1397990794	0,1157946134	0,0327632969	0,8269280229	16,1761325175	19,682931023	10,2119745931	11,4332771175	8,8841016876	22,6154706792	22,4297479865	17,4600053922	21,7777115482	24,3859580412	14,9880797593	18,5435625107	27,529347696	25,4733782092	28,0683911456	37,1703492582	39,2920210444	32,2704928058	12,6265768211	16,974036898	15,8499202883	23,1891153244	25,0099097584	75,9346052466	33,9815529607	14,2626651053	10,5585885993	35,2042686005	32,6265254835	26,8768464774	18,4354814623	26,3278942008
NC_004663.1	BTnc253	BTnc253	5813783	5814066	-	-1,5313930255	0,063291357	-2,9189015065	-0,2540293521	-1,0926449442	-1,3336782196	0,1818193018	0,3398407991	3,3388937095	-0,2220403527	-0,7453105942	0,0554402574	0,3632036982	-1,7438467273	8,8782796289	9,2225054164	29,9640833455	24,6791469488	2,9613672292	4,0537164425	22,923795299	20,9315854117	11,6970130386	12,8156847037	26,501414384	25,8064578274	20,9622323105	19,0646424653	70,7039219997	43,6076723141	75,9152714287	51,8433828761	578,7181043022	442,3641860978	55,4747210091	31,0734145347	25,3090713584	36,4742064527	59,9171398635	44,7527502029	59,3339554304	70,4740944982	7,8219099971	7,785484496	49,6809114407	51,2403102187
NC_004663.1	BTnc254	BTnc254	5891399	5891698	+	-0,1675360028	-0,2408954163	-0,8995599099	-0,142560144	-0,087844107	0,1575408237	-0,6328349547	-0,0538178423	-0,6121795089	-0,4435864648	0,1160491911	0,0441114844	0,0478378294	-0,9899819455	1078,8271827575	1170,391643752	1070,3313896958	1067,3382479837	681,0651065922	673,0591651184	1241,4091503072	1047,0387444121	1119,0426037546	1257,8654798511	1220,9839507697	1305,1577413805	1931,5725141077	1676,6114384997	1130,6113758291	955,561771898	1720,7461523841	1395,7452684943	1111,7260429031	1004,5281224114	1337,5063610823	1041,1581507584	1713,1189861327	1792,9952014135	1968,68607747	1366,4506395289	1395,2278349977	1948,7562167933	646,1179528259	625,7498538795	1544,7849025332	1690,1517242167
NC_004663.1	BTnc255	BTnc255	5898621	5899031	-	0,8768522123	-0,2430066726	2,0495587925	1,725823751	1,4198364603	-2,3651310235	0,063318262	-0,0944215979	-1,729852331	-2,8063185995	-2,6637373341	0,1587122096	-0,0879044778	2,5908096952	60,8929126379	71,0566189131	29,2026641872	31,4647504413	136,9632343498	160,4418297239	131,7624182379	105,7300326529	91,7896514084	100,3158768185	36,4588929784	35,3357885621	29,5782876963	23,1576165539	148,9282779139	135,0453471186	137,3613043386	117,2515218452	36,8030456182	45,2640983948	23,0297987095	15,8348530358	18,2488575989	26,2358327116	185,0921259109	117,9580619169	96,9530777038	158,7797738368	218,6611416315	213,9315739759	123,2872822792	148,5544352888
NC_004663.1	BTnc256	BTnc256	5946690	5946789	-	-0,3023043838	-0,1577872164	-0,3194357015	-0,6796575506	-0,1268872912	0,0801651626	0,8317536567	0,0549349455	3,3441827733	1,1097052758	1,5376527763	0,295734117	-0,6627375525	0,79407273	8,4599313741	9,4081934449	9,0922405368	10,6431726013	6,6630762657	11,0943818426	7,6083286122	6,1263176815	9,1874720594	10,9676549345	10,4760972712	11,5382166733	7,7229276934	6,8395751217	11,1918268492	13,3591758042	8,8101585648	5,512617773	66,8523408437	73,2077509752	15,1048385654	14,642269962	20,7019827187	19,1969507646	9,1629765302	7,7134821488	2,9882797922	5,7034848571	20,858426659	17,3311654867	6,9810830537	6,7942952776
NC_004663.1	BTnc257	BTnc257	5946612	5946924	-	-0,2060792489	-0,1892190716	-0,6024490086	-0,7738548489	-0,0244595547	0,0865743506	0,7756997877	0,0107293179	3,5026605345	1,2840937745	1,9544778289	0,1811020128	-0,5889992755	0,6403419094	14,9210877532	17,1451946332	15,5419087009	16,8710552588	9,6737996153	14,7925091235	12,0547544245	9,5468450536	16,8436987756	19,4846616968	18,5146867614	18,440542719	12,9766200018	12,6020517991	19,6005009899	21,6653991021	13,3116994373	10,9632960204	127,7339748185	145,4917448403	29,5323301099	29,1520306935	42,0621209574	51,8317670644	14,6084025825	12,6617537159	5,6445284965	10,3580529588	31,1467046733	26,4706472863	12,2677284731	11,8192428267
NC_004663.1	BTnc259	BTnc259	5986294	5986400	+	-0,4872635912	-0,4122701915	0,7640360354	-0,6842623838	-0,109958386	0,2669985678	1,0344350158	1,0456706095	3,375190693	0,4071376677	4,8898615008	1,9138963198	0,1645113676	0,8120296869	26,123524353	31,1130607784	34,0399153102	26,1199257726	14,609411664	122,9153202007	23,516652074	26,3261484812	26,1020618231	48,0487739988	44,6876426502	35,4044684233	35,7601323125	43,6583902783	49,1492925123	86,2693580859	32,1752992841	103,9551703628	179,0885792538	506,52681537	41,5891070813	45,9144483423	143,6972885243	1825,4167182604	220,7841011573	26,4878066242	10,8906196873	63,0224150489	93,581049335	47,1191061668	17,712521405	48,38576255
NC_004663.1	BTnc260	BTnc260	5995860	5995946	+	1,1276766865	0,0124622919	1,7677814262	1,5573080701	1,3415153222	-3,6016643227	-0,3397392189	0,2149087104	-1,072573139	-3,1127574863	-3,1977097181	0,130164688	-0,3362703299	1,8382112522	0,7437302307	0,8665441331	0,358314898	0,37181389	0,9377662892	1,6357101435	1,1363088187	1,0210529469	0,8081572645	1,0445385652	0,3111712061	0,4120791669	0,2101476923	0,2154196889	2,1317765427	2,0765558245	3,4083095178	2,7872786493	1,5660870476	0,9237571101	0,4064082125	0,1987638456	0,23932928	0,4265989059	3,246311685	2,5469044831	1,7929678753	2,4256199967	1,4093531526	1,2185975733	2,6433227097	2,6894085474
NC_004663.1	BTnc261	BTnc261	5999010	5999085	+	0,0328910659	-0,1261680346	-1,1304117896	-0,4508084929	0,1866185101	0,4786375444	-0,0466184571	0,5030146935	0,1695994336	0,0400016966	0,270615669	0,2085065476	0,1554273907	-0,3006746702	1,0574914218	1,2456571913	1,0133593209	1,0341073816	0,4997307199	0,5156042844	0,8398804312	0,7913160339	0,9198105708	1,617026048	1,2317193574	1,0044429693	2,2853561542	1,6358432624	1,4507923693	1,2632381266	2,0337318585	1,9588374952	1,8107881488	1,3279008458	1,7780359298	1,1180466317	1,4509337599	2,2663066875	1,6624257419	1,5827192145	1,5688468909	1,5651804708	0,8720372632	0,9393356294	1,4402719892	1,3712444896
NC_004663.1	BTnc262	BTnc262	6024348	6024667	+	-0,2497501109	-0,132443955	-0,6074322267	-0,477022497	-0,1174686938	0,5989668185	0,6014630972	0,4621825213	1,137307472	0,3622094235	1,0898838585	0,4611791204	0,0988021392	1,0281132901	165,4334931894	199,8622146954	186,6372724971	209,4706502792	124,4267797463	160,7974188855	154,2909756869	157,6505750034	202,2945236785	197,9400581037	190,3849162501	243,7963371203	173,5819938697	151,7093158889	154,3169352857	171,5927296295	163,4059336725	132,4886451278	217,4903387331	255,0724320256	154,435120758	121,6434735303	134,5628876716	328,2678580746	213,5758929535	81,2826373604	70,7890279673	159,1731176201	492,6393945039	392,8623176526	99,5651553976	115,2199240829
NC_004663.1	BTnc263	BTnc263	6062012	6062109	+	0,2789591179	0,0996453722	0,6905352891	0,0244844153	0,0648649359	-0,244778462	0,4018349662	0,5953665994	1,5036949056	0,5960823605	1,5315847203	0,8182254395	-0,0248083052	0,4201378014	1,0691122066	1,6092962472	1,1645234185	1,1619184063	1,6781080965	1,8490636404	1,2351182812	0,9700002996	1,0633648217	1,205236806	0,8816517505	1,2877473966	1,0507384617	0,7001139888	1,2435363166	1,5228076046	1,3504622618	1,7962462406	1,7618479285	4,2723766342	2,0320410626	1,1263284586	1,6154726399	5,7590852294	2,7227130261	0,8004556947	0,9296870465	1,1144740525	1,9730944137	0,9477981126	0,8133300645	1,2739303646
NC_004663.1	BTnc265	BTnc265	6176700	6176836	-	-0,8211904832	-0,9040049365	0,8470441532	-0,1471985308	-0,7211868158	-0,1473654434	0,689920943	0,3935841243	0,1994355816	0,4532098805	2,4576854813	0,8214682988	0,3292155052	1,6044484668	7,8091674223	8,0464812358	7,3902447713	7,5757080088	9,4270190129	41,3194605805	12,9934443182	12,3036880103	6,1675159658	10,8069566937	14,6250466855	13,3925729244	6,0942830777	4,3083937775	9,0600503065	9,5521567926	7,71692721	7,4327430647	6,6558699522	6,5817694094	6,7734702087	9,0106276689	10,2911590394	55,6711572173	16,3886380227	3,7112036754	4,5156227972	9,9647091756	51,864196017	33,3760335348	4,7444253763	6,7942952776
NC_004663.1	BTnc266	BTnc266	6219889	6220072	+	0,1406434372	-0,3333633977	0,9375009063	-0,0547666984	0,2133609246	-0,8125349617	0,4326432496	0,4252715047	-1,4241791634	-1,3484018651	0,2552672873	0,2453149949	0,1226343265	1,6176054818	5,099864439	7,3909730208	4,5096489306	4,4274624223	6,1504777	15,6990921574	5,5382703729	5,3053424906	6,2132912896	6,8461276729	5,9537424096	5,3114061191	4,9860041765	4,5220183023	10,8151002009	11,7589093712	11,6415359054	10,8084472065	2,6534921315	3,6059518619	3,3999594986	3,1556126731	7,0516662853	14,1082352445	13,1303583683	6,5010170078	5,2685428168	12,9191580364	19,244381739	15,3627113114	7,8134553698	8,9043688259
NC_004663.1	BTnc267	BTnc267	6228891	6229025	-	-0,2459566688	-0,0678764639	0,8611663274	-0,0829871918	0,044184591	0,0291473149	0,8715804606	0,6523233059	2,1616483235	1,1453769637	0,9870099381	-0,5365156024	0,6154067068	2,0012603566	3,4397523169	4,2089286464	4,299778776	4,3223364713	4,4914069643	12,1611493275	4,4464258123	4,0842117877	5,146685737	4,1781542608	3,2154357961	5,8206182325	11,5581230785	8,4013678661	14,3302756482	21,5269620471	19,9353952926	10,8394169693	37,1945673801	50,4602321391	22,7588599012	20,5389307159	19,2061747188	19,6235496705	6,6497029677	6,8402577546	11,5546818633	18,4216005153	21,2107649472	15,0293700705	8,7432981935	10,8284080987
NC_004703.1	BTnc268	BTnc268	2622	2720	-	-0,130967842	-0,3849216747	0,3077602318	-0,0677372955	-0,2195252878	0,0580495833	1,0881686372	0,4983031421	1,5225421288	0,9498092143	1,0874206658	0,6123794419	0,1832998079	1,344103092	3,3003028987	4,1470326369	2,9113085463	3,2998482738	3,2081478316	7,0406654001	3,6065453811	4,135264435	3,0199560936	3,9371068996	3,4747451345	4,6358906277	4,6757861545	2,7466010331	6,0400335377	9,2060641552	4,6944640528	5,3887387219	9,5922831664	10,9696156824	6,9089396129	6,8904799821	3,8292684798	13,4378655352	7,3827410901	3,3473601778	2,855467357	5,2445837766	11,486228194	9,1394817996	3,3888752688	3,7510171845
NC_004703.1	BTnc270	BTnc270	20011	20249	+	0,2100858544	-0,2358229617	1,6677224793	0,978809123	0,634084822	-0,9288081499	0,6855482258	0,0317158611	2,7109031014	-0,9224539193	0,1695480678	0,1283547639	-0,0344100524	1,4092222378	10,0868412538	11,9459298347	8,1068745673	8,0404753713	24,9248408456	35,6300339945	20,8982013178	16,5921103873	13,5685351248	15,9493003993	9,0758268438	9,9414099016	7,4077061548	6,9472849662	18,4161806884	25,6108551686	13,8904689781	14,0602722973	79,9683198672	99,1884196967	8,1958989525	6,22793383	14,5392537591	16,4240578764	15,6032400344	14,2626651053	11,2890569929	15,4059648438	24,875083144	25,6582489041	12,064395957	15,2871643746
NC_004703.1	BTnc271	BTnc271	21383	21595	-	-0,0470651553	-0,1517713584	1,4258997997	0,7957611844	0,4958373679	-0,2632035711	1,079097524	0,5467739888	1,4515205947	-0,2656792463	3,3158245085	0,9273424048	0,1298497196	2,1104395863	15,7577842628	17,1451946332	13,7055448486	16,8710552588	15,3003973508	76,8072589104	29,0499819737	29,9168513446	21,6075731768	26,2741623706	17,4774494079	16,4831666762	25,3227969265	22,457502565	45,1226034872	76,2095987584	36,0123269802	47,7553741905	53,7363618202	103,4607963309	20,7268188386	26,9656283915	31,172638718	548,3928935087	85,5560208595	22,8493716483	14,6757740908	48,0534988532	97,6681734777	49,0824022571	24,5354569462	32,8390938418
NC_004703.1	BTnc273	BTnc273	30709	30894	-	-1,0546950125	-0,2295279785	-1,4399729957	-0,9275678516	-0,6355150036	-0,1090706275	0,811878528	0,2901187399	2,7210347579	1,5405477591	0,8993659288	-0,2676805748	0,146366252	0,2074628866	2,6495389468	2,5377363898	4,7028830363	4,5082434163	1,6781080965	2,3468884667	2,9148791436	2,7568429567	2,6796793507	4,2585033812	5,5492198417	5,254009378	10,8751430784	8,886062166	17,1726443718	20,2810285524	15,1766235131	10,9013564949	65,3841342366	75,2862044729	31,6321058746	30,4108683826	18,3086899189	21,7565441999	8,4822982737	9,2416248386	9,5624953352	14,0292616024	5,4964772953	6,9730861138	10,9121783656	10,4037646439
NC_004663.1	BTnc275	BTnc275	325918	326026	+	-0,2588666128	0,6497932961	-0,1519380685	-0,4473944851	0,4605902914	-0,4715911943	1,1265495666	0,8644082091	3,7080867666	3,3884508935	1,7998655755	0,524834127	1,0998628312	1,7471455476	0,3253819759	0,4332720665	0,716629796	0,6971510438	0,5429173254	0,213353497	0,2964283875	0,3573685314	0,5529497073	0,6829675234	0,4148949414	0,4807590281	0,3677584616	0,6462590666	1,7370031089	1,3382248647	1,9506677114	0,6400417639	9,7880440474	8,7756925459	7,1798784212	7,7076202364	2,6326220798	2,1329945294	0,8377578542	1,2370678918	1,5937492225	1,4422605386	1,7616914408	1,2862974385	0,6777750538	0,7313303945
NC_004663.1	BTnc277	BTnc277	430153	430344	-	-0,4858372306	-0,0093000328	-0,7305889568	-0,4859043744	-0,0168805655	0,3269902125	0,1712271397	0,7171749368	0,2648120123	0,4441232631	0,726590013	0,3439671092	0,2871073871	-0,5939234767	1,0962273713	1,2740261957	1,6907984249	1,5918282166	1,1290212561	0,8208183147	1,4944931202	0,855131843	1,4213643117	1,8396600691	1,3916267827	1,9123048839	2,2021726926	1,9006299633	2,1835905559	1,470893709	3,1323221905	2,2582118686	2,0065490297	1,9196827444	2,0743752514	2,3768843208	2,8320631465	2,461831186	2,3671022703	1,737352701	2,05582582	1,9366718217	1,1362909793	1,0493479103	1,626660129	1,6425444747
NC_004663.1	BTnc278	BTnc278	515468	515541	+	1,3104907079	-0,0811048152	0,5549368092	1,8718487652	1,2375457442	-1,9156905276	0,8123072293	-0,8297596837	-0,3800849717	-1,1936954058	-2,1109721604	-0,9870212374	-0,1483452302	1,5957797746	2,0452581344	1,6711922567	0,537472347	0,8830579888	1,1351907712	1,0667674849	2,6184507561	2,9100008987	1,8289874933	1,7275060886	0,8816517505	0,6181187504	0,2101476923	0,1077098444	0,6513761658	1,5920261321	0,3215386338	0,3716371532	0,4894022024	0,461878555	0,2709388083	0,2650184609	0,17949696	0	0,1047197318	0,5821495961	0,6640621761	0,4589010805	2,4663680171	2,0986958206	0,7455525591	0,495417364
NC_004663.1	BTnc279	BTnc279	633613	633687	-	-0,988055391	-0,1779694871	1,1285470117	-0,7196516568	-1,3617159477	1,1751206766	0,0984696003	0,0846664824	-0,9256751825	0,4386273581	1,2899553127	0,5179338559	0,7804124655	1,9870656704	0,0929662788	0,495168076	0,4926829848	0,4647673625	0,8390540483	1,6357101435	0,2470236562	0,4084211788	0,2126729643	0,200872801	0,6223424121	0,4635890628	0,3152215385	0,6462590666	0,2368640603	0,2076555824	0,3215386338	0,1238790511	0,0978804405	0,1154696388	0,2370714573	0,3312730761	0,47865856	0,6398983588	0,4188789271	0,145537399	0,1992186528	0,5244583777	2,0435620713	2,3017954162	0,0677775054	0,3538695457
