Sequence name	locus tag	Name	Start	End	Strand	28°C	42°C	Aerobic shaking	bile salts	deoxycholic acid	Gentamicin	peroxide	pH 6	Starvation
NC_004663.1	BT_4460	BT_4460	5870614	5871963	-	0,3888469397	0,3029505188	0,4392799408	-0,7137548533	-0,3097085459	-0,6209383388	0,18133388	0,1632451073	-0,1997362386
NC_004663.1	BT_4461	BT_4461	5871960	5872532	-	1,6549161317	-0,0063611973	0,2929279405	-0,2177819654	0,8006083904	0,302721443	0,1991047809	0,2463530249	-1,1734727894
NC_004663.1	BT_4462	BT_4462	5872538	5873191	-	2,3798521283	-0,9374379884	-0,1372073722	0,5047112919	1,7857738897	0,7544239858	0,1183116708	0,2634402504	-1,7016672329
NC_004663.1	BT_4463	BT_4463	5873217	5874173	-	1,5144380805	-0,8605103721	-0,1895814716	0,0550507199	0,9804476639	0,2050862563	-0,2555042466	-0,0616378578	-0,5491899693
NC_004663.1	BT_4464	BT_4464	5874170	5874823	-	0,8114788527	-0,4696195561	-0,0684157907	0,396563173	0,6364585341	0,6541052994	-0,1196360213	0,0038818909	-0,1452289414
NC_004663.1	BT_4465	BT_4465	5875014	5876879	+	-2,289533598	1,4049175081	-0,2338752242	-0,6911240765	-2,3070146318	-1,4224247029	-0,3024200897	0,1154862896	2,6000217001
NC_004663.1	BT_4466	BT_4466	5876972	5877199	+	0,5331237742	1,1244888497	0,4408514546	1,0344236427	0,6823364967	1,1519683211	0,1655978942	0,3234027696	0,3711436906
NC_004663.1	BT_4467	BT_4467	5877262	5877696	+	-0,847533928	1,0545502518	0,30170892	0,5448579782	-0,2156119795	-0,2326462307	0,2599882577	0,1054422454	0,9883977964
NC_004663.1	BT_4468	BT_4468	5877937	5878290	-	0,5014030866	0,2530519819	0,4886476485	0,007755626	0,068255529	0,3128458532	0,2320275222	0,2122012058	0,6364198729
NC_004663.1	BT_4469	BT_4469	5878345	5878827	-	0,4072996787	0,5563450595	0,0388218687	1,3248842078	0,2959066451	0,7229445366	0,0269494046	0,1674931301	1,6303767177
NC_004663.1	BT_4470	BT_4470	5879054	5882161	+	1,1787102881	0,3527816821	0,034154034	1,5797850606	1,7159293832	1,5433276724	-0,1130944178	0,0357637174	-0,4842651514
NC_004663.1	BT_4471	BT_4471	5882179	5883774	+	1,2291499037	-0,2419810924	-0,0201096606	0,7160612073	1,5346809029	0,6296379407	-0,1786482248	0,160264335	-0,9598977111
NC_004663.1	BT_4472	BT_4472	5883847	5884554	+	1,9762188137	0,3740098896	-0,0081831318	2,7916999728	3,1606831485	2,0338535225	-0,0445420427	0,0254152251	-2,7676057748
NC_004663.1	BT_4473	BT_4473	5884613	5885923	+	3,2603529239	0,4047677141	-0,2090799043	3,7708596205	4,4190336935	3,0619456337	0,2756309143	0,3631615976	-3,1318459466
NC_004663.1	BT_4474	BT_4474	5886000	5888162	-	0,2770028368	0,1649977569	-0,0480327787	0,9182334613	0,9749283413	0,1470687508	-0,0869562296	0,2991531322	-0,7023828831
NC_004663.1	BT_4475	BT_4475	5888491	5889123	-	0,6331301987	0,0331827213	0,1180155139	0,6768807965	0,3374948663	0,4850151398	0,0544646763	-0,240402219	-1,7963388323
NC_004663.1	BT_4476	BT_4476	5889212	5890600	-	-1,1227771948	-0,1363506222	-0,2624023761	-0,1230751483	-0,4910451159	-0,6568904951	-0,0524830283	-0,441016173	0,0117719847
NC_004663.1	BT_4477	BT_4477	5890635	5891282	-	0,6020307034	0,0680889367	0,2979472267	1,762419178	1,2699545448	1,3142088622	0,2228344312	0,1858093541	-1,1389910052
NC_004663.1	BT_4479	BT_4479	5892469	5893386	+	-4,1754624147	0,4125886505	-1,3217214395	-2,7702308396	-3,3615718101	-3,471477413	0,0240711964	-0,6273918891	0,9235566168
NC_004663.1	BT_4480	BT_4480	5893880	5897500	+	0,2197812314	0,3790869861	-0,4211844458	-1,6799182159	-1,3796138392	-0,7469618911	0,1345747894	-0,090934887	0,2627004731
NC_004663.1	BT_4481	BT_4481	5897634	5898725	+	0,6899622657	0,452182143	-0,4897349713	-1,3902950208	-1,0020348543	-0,69508006	0,0366669424	-0,0189369001	0,2146666349
NC_004663.1	BT_4482	BT_4482	5899121	5900389	+	1,0220025645	0,4882175824	0,0637760792	0,9811764396	0,9062550055	0,743484182	-0,1454781641	0,3286483949	-0,0883087977
NC_004663.1	BT_4483	BT_4483	5900422	5901195	+	1,1971925929	0,0445599436	-0,1344491337	0,3124171587	1,048535056	0,4700785648	-0,5452104544	0,0748765482	0,6306837314
NC_004663.1	BT_4484	BT_4484	5901239	5901847	-	-3,3946769063	0,2595219828	0,0186675243	-1,231884248	-1,6388513466	-2,1465140448	-0,0317621245	0,2864013965	1,781343681
NC_004663.1	BT_4485	BT_4485	5902056	5902421	+	0,4714609679	0,4163007388	0,06798921	-0,0129206446	0,1100100613	0,3681019698	-0,1163165075	0,0165583246	-0,757863452
NC_004663.1	BT_4486	BT_4486	5902455	5903333	-	-1,4267963307	-0,5638168809	-0,2578205894	-1,6427947655	-1,5021189452	-1,5786089774	-0,0464784112	-0,3671920191	-0,4731357584
NC_004663.1	BT_4487	BT_4487	5903417	5904418	-	-2,2380139221	-0,2850642301	-0,181851842	-1,4569489368	-1,6478296441	-1,5456785621	-0,0696525069	-0,3152573815	0,2868139656
NC_004663.1	BT_4488	BT_4488	5904430	5905269	-	-1,0302971234	0,1928588062	0,3366564828	0,3615970683	0,105145103	-0,0356950526	0,0911108979	-0,0716536642	0,5761528226
NC_004663.1	BT_4489	BT_4489	5905655	5907253	-	1,9893865718	-0,2107646101	-0,1838683319	-0,9609291956	-0,5577562917	-0,2752031039	0,2268134628	-0,3890835752	0,7779213828
NC_004663.1	BT_4490	BT_4490	5907291	5907863	-	2,3346454978	0,3519500745	0,5235966137	-1,5823239003	-0,7446501759	1,0296053016	1,2566805894	0,5863588787	-1,0174734089
NC_004663.1	BT_4491	BT_4491	5907879	5908265	-	2,7529485696	-3,8969536802	0,5673537243	-0,8847474909	-0,2892500853	-1,0166836956	0,5261976472	-0,6013534114	0,3335258717
NC_004663.1	BT_4492	BT_4492	5908395	5910131	-	0,9666579485	0,5365369869	-0,2636272346	2,4142069224	1,4554134553	0,9097117968	-0,5149632956	-0,025076821	-0,464540144
NC_004663.1	BT_4493	BT_4493	5910227	5911540	+	-3,7499481731	-0,720166938	0,0506238148	-3,7001250403	-4,260313018	-4,0820501109	-0,0395504442	-0,2369996573	3,2476508905
NC_004663.1	BT_4494	BT_4494	5911503	5911823	+	-4,3780848178	-1,1096622098	0,259108082	-4,6298810389	-5,5146715591	-4,5998153416	-0,0144585801	-0,3242033736	3,7255457342
NC_004663.1	BT_4495	BT_4495	5911955	5912224	-	1,6845574946	-0,769363965	0,0989753529	0,4930820086	0,9086673041	0,0566156718	-0,0423093965	0,324774961	0,4233729489
NC_004663.1	BT_4496	BT_4496	5912325	5913056	-	1,4638393235	0,2835228398	0,342179967	2,1282357471	1,8718488875	1,3932941376	0,0216124554	0,4150199232	-0,539702023
NC_004663.1	BT_4497	BT_4497	5913128	5913433	-	0,6995808437	-0,0479230331	0,1044673574	1,1811025215	1,178054715	0,8561574024	-0,204683297	0,2915121798	-0,5789199827
NC_004663.1	BT_4498	BT_4498	5913519	5913764	+	1,724833374	0,2305601114	0,6480389626	1,9848563803	1,7085061991	1,3229527434	0,3842097922	-0,3715900264	-1,2661978932
NC_004663.1	BT_4499	BT_4499	5913882	5915240	+	1,2445558037	-0,0493157613	-0,0695710625	0,9940242876	0,7727646903	1,0295197183	0,0485898339	-0,2437263877	-4,3166090976
NC_004663.1	BT_4500	BT_4500	5915313	5916290	-	-4,2782405473	-0,5867333976	-0,9745940183	-4,8342221604	-5,2786788162	-4,5765281799	0,0334071339	-0,4769301747	2,1376789791
NC_004663.1	BT_4501	BT_4501	5916372	5918021	-	0,5606505356	-0,1331189776	0,0473023889	-0,0415762467	0,3445298828	0,1330626591	-0,1472451004	0,0573778716	-1,3657742145
NC_004663.1	BT_4502	BT_4502	5918122	5918652	+	-0,6550291771	0,28040554	0,5193047157	-0,1516847343	-0,2394512484	0,1274273861	-0,1820235982	0,4409159261	1,2355541958
NC_004663.1	BT_4503	BT_4503	5918759	5919223	+	0,3479377908	0,1883329041	0,2556831815	0,475037061	0,6229614121	0,4573625908	-0,0247630377	-0,0826858866	-0,1551356067
NC_004663.1	BT_4504	BT_4504	5919439	5920113	+	-2,5856008282	-0,5042489291	-0,1822833844	-2,8735172276	-3,7722890065	-2,9521661653	0,0303481448	-0,2644969811	1,3910465598
NC_004663.1	BT_4505	BT_4505	5920108	5920650	-	1,7360111315	-0,2135889321	0,1500883243	0,8724114567	1,3738861343	1,1696592529	-0,3262087226	0,3803027121	-1,1952809601
NC_004663.1	BT_4506	BT_4506	5920672	5922048	-	1,3390941902	-0,2283900841	0,105786653	0,3945025128	1,172575617	0,9908535279	-0,1248000653	0,4215795733	-0,8550047606
NC_004663.1	BT_4507	BT_4507	5922082	5922963	-	0,6793294996	0,1856690283	-0,0162889527	0,9309460898	1,0441831776	0,7775445039	-0,2871107639	0,094980011	-0,4379197981
NC_004663.1	BT_4508	BT_4508	5923114	5924340	+	0,2859827246	-0,2662891301	0,2989116419	-0,9701491439	-0,843929183	-0,2181660619	-0,0206103854	0,1154501676	0,8870917832
NC_004663.1	BT_4509	BT_4509	5924515	5925408	+	0,1574132235	-0,1944946587	0,4509703238	-0,5827348154	-0,3389681562	0,0459384388	0,0931098691	0,1017234408	0,5257626202
NC_004663.1	BT_4510	BT_4510	5926125	5928080	+	1,9261258343	-0,3331323549	0,413945818	1,2433296834	0,7511166453	0,2641407626	-0,0263497485	-0,22334118	-1,0768354267
NC_004663.1	BT_4511	BT_4511	5928216	5928650	-	0,5498487661	-0,2633817567	0,2385025145	-0,4640578647	-1,3401489599	-0,8226061191	-0,0979497909	0,1475579351	0,8722556619
NC_004663.1	BT_4512	BT_4512	5928828	5929880	+	-0,1407126044	0,0588266572	0,0978800412	0,069234666	-0,3852819256	-0,1797444739	-0,1042329945	0,0347926849	0,6833666056
NC_004663.1	BT_4513	BT_4513	5929885	5930685	+	-0,2363232376	-0,0970179775	0,0765319236	-0,9711177947	-0,9687883394	-0,7477913337	-0,1456984673	-0,2157839138	0,4729105049
NC_004663.1	BT_4514	BT_4514	5930704	5931522	-	1,1701884589	-0,3384369605	0,4961098671	-0,7819398341	-0,3575001475	-0,2111470308	0,127690573	0,2183008875	-0,7806153774
NC_004663.1	BT_4515	BT_4515	5931945	5932382	+	0,1648455433	0,2593103676	0,1251938758	0,9679131405	0,2951943773	0,6208519927	0,1265651292	-0,1294773272	-0,5187894155
NC_004663.1	BT_4516	BT_4516	5932450	5934189	+	0,0184350883	-0,1556168393	0,1602725734	0,3727021512	0,2282463981	0,2438216413	-0,0188582786	-0,1131367878	-0,3680029714
NC_004663.1	BT_4517	BT_4517	5934256	5936961	+	0,1206289763	-0,6187827586	-0,0237161812	-0,2691238873	0,0251702163	-0,0791996401	-0,1306337938	-0,1433352979	-0,7516206948
NC_004663.1	BT_4518	BT_4518	5936965	5938383	+	0,1392867576	-1,0677703838	-0,0895675726	-0,3972504674	0,0778571026	-0,2231496587	-0,146300642	-0,2606790484	-1,1381193094
NC_004663.1	BT_4519	BT_4519	5938387	5939517	+	0,3545265591	-1,1778162083	0,1589947088	-0,5074819799	0,142240367	-0,2060893488	0,0221827749	-0,2326396197	-1,201397506
NC_004663.1	BT_4520	BT_4520	5939563	5940987	+	0,286841295	-1,0340251117	0,1543150548	-0,4809526715	0,0161273503	-0,2803530529	0,0223902109	-0,1511196916	-0,9400704067
NC_004663.1	BT_4521	BT_4521	5941017	5941820	-	-1,00445256	-0,2704991919	-0,0315106971	0,1511849151	0,1016324959	-0,6627561168	-0,2247535017	0,0302744265	0,1747558056
NC_004663.1	BT_4522	BT_4522	5941827	5942354	+	-0,1347609002	-1,3844348388	-0,1094398127	-0,5741801524	-0,2130341053	-0,3270565945	-0,272180459	-0,2494337161	-0,0842104608
NC_004663.1	BT_4523	BT_4523	5942349	5943533	-	0,2182520756	-1,2331210928	0,1516576061	-0,7521225372	-0,1048127159	-0,630163539	-0,0354537256	-0,2027310119	-0,5999547553
NC_004663.1	BT_4524	BT_4524	5943520	5943810	-	-0,0988158083	-2,7859357608	0,513053408	-0,5994518579	0,2313908879	-0,5972196904	0,4970262702	-0,066730843	-1,5315646081
NC_004663.1	BT_4525	BT_4525	5944019	5944303	-	-0,6777775463	0,1821697424	0,6119035929	-0,1777767571	-1,080801574	0,727973666	0,5431472847	-0,289732457	0,790924616
NC_004663.1	BT_4526	BT_4526	5944651	5945418	-	0,0764779947	1,075114618	0,3130059012	4,1594212069	1,6452760824	2,857622712	0,4486182922	-0,4210965244	0,2059683164
NC_004663.1	BT_4527	BT_4527	5945434	5945976	-	-0,5974571929	0,5749117812	-0,4214223298	2,7796920159	1,0769282562	2,2837711632	-0,0053852962	-0,5781861135	0,3179374029
NC_004663.1	BT_4528	BT_4528	5945992	5946576	-	-0,1256380354	1,0111811618	0,0394121553	3,8872373043	1,8390544896	2,5878517791	0,1101589273	-0,3475084796	0,614658645
NC_004663.1	BT_4529	BT_4529	5947018	5947287	+	-0,6835581367	-0,0070151189	-0,0077410403	-0,1480696682	-0,4193499969	-0,5211349274	0,1569894171	0,1479658857	0,2626018924
NC_004663.1	BT_4530	BT_4530	5947293	5948714	+	-0,6332898059	0,059122145	-0,0081266862	-0,1306341267	-0,632273086	-0,4383139409	0,0603523808	0,132248893	0,0817948806
NC_004663.1	BT_4531	BT_4531	5948861	5949916	+	-1,2626587726	-0,3072662409	0,1001647141	-1,1785962377	-1,376548727	-1,0447553276	-0,0434795633	-0,0445210999	0,1095685681
NC_004663.1	BT_4532	BT_4532	5949985	5950302	+	-1,6023340388	-0,2423173834	0,2481143683	-1,7134501916	-1,5531606181	-1,0963789035	0,1043738476	0,037401389	-0,1054152749
NC_004663.1	BT_4533	BT_4533	5950782	5952131	+	-1,5637800174	-0,4456544323	0,3187819714	-1,7459481163	-1,6843786776	-1,2694428924	0,0782433468	-0,1308895422	-0,7924521228
NC_004663.1	BT_4534	BT_4534	5952273	5952557	+	0,4599262338	-0,3822170033	0,2725033078	1,3913242562	0,4136638776	0,2771068135	0,0515475297	-0,2517629069	-0,796200709
NC_004663.1	BT_4535	BT_4535	5952578	5955406	+	0,3102198569	-0,4760248053	0,1182240113	0,3563157186	0,1137195073	0,1250021441	0,056358493	-0,3041064341	-0,9150135766
NC_004663.1	BT_4536	BT_4536	5955409	5956332	+	-0,3504568557	-0,6870545369	0,2165426514	-0,9181465826	-0,5331325898	-0,6260952207	0,0259105047	-0,4279604306	-0,5108637504
NC_004663.1	BT_4537	BT_4537	5956337	5958040	+	-0,6625651698	-0,6177858162	0,3364686889	-1,3005810247	-0,7698426718	-0,8978851411	0,0843947444	-0,3784299965	-0,4229430248
NC_004663.1	BT_4538	BT_4538	5958057	5959610	+	-0,199238053	-0,5177335495	0,3809332338	-0,8493022213	-0,3052652666	-0,4611804423	0,0678572378	-0,3069267192	-1,1121661137
NC_004663.1	BT_4539	BT_4539	5959656	5961044	+	-0,1192094998	-0,8420414591	0,3865372832	-0,9196521169	-0,2267136179	-0,5822674388	0,0556841931	-0,3840729481	-1,4715778696
NC_004663.1	BT_4540	BT_4540	5961050	5962336	+	-0,0087892656	-1,0249521765	0,450748628	-0,8887798737	-0,1547435972	-0,6862106425	-0,0206097328	-0,3483518474	-1,3316663368
NC_004663.1	BT_4541	BT_4541	5962329	5962931	-	-0,029893326	-0,9395870026	0,448765533	-1,1977802969	-0,3075595571	-0,8693528736	-0,1167256461	-0,4760626632	-1,5741850978
NC_004663.1	BT_4542	BT_4542	5962864	5963418	+	-1,9598228165	0,0036339462	0,0149334005	-1,3187474112	-2,1783034517	-2,3444318077	-0,0924087384	-0,1369639648	0,5810444779
NC_004663.1	BT_4543	BT_4543	5963411	5964556	-	-1,4395703596	-1,5561716738	0,8396218877	-1,0001605174	-0,3144690825	-0,5788124984	-0,0058645835	-0,8706068527	-2,6007836129
NC_004663.1	BT_4546	BT_4546	5966518	5967591	-	1,1829992325	1,2601180171	0,4371659394	1,0615922336	0,1172538318	1,4997033083	0,7027257639	0,7203716551	-0,5700030142
NC_004663.1	BT_4547	BT_4547	5967594	5967968	-	-0,2683409199	-0,4697309549	-0,1050415323	-0,7065333064	-1,097301737	-1,0551032651	-0,2509325153	-0,0115769932	-0,3562428455
NC_004663.1	BT_4548	BT_4548	5968069	5968821	-	-0,1218156615	0,0694059357	0,5294793254	-1,0820526942	-0,5676947583	-0,2845210828	0,4735036982	0,1880294036	0,4135949498
NC_004663.1	BT_4549	BT_4549	5968988	5970106	-	-2,0334223995	-0,1025813663	-0,6435487481	-1,8029448568	-1,8831226676	-1,6093900829	-0,180445562	-0,6943336448	1,25262887
NC_004663.1	BT_4551	trmE	5971982	5973379	-	1,1121408972	0,3683178592	0,3943732503	0,648579887	1,0843374362	1,0235264561	0,0824764059	0,2251637593	-0,7779026283
NC_004663.1	BT_4552	BT_4552	5973512	5975419	+	-0,159687043	0,39940104	0,0887071584	-0,4037679667	-0,6126237033	-0,4728898855	0,0903444696	0,4026169189	0,3212325003
NC_004663.1	BT_4553	BT_4553	5975501	5976160	+	-3,5134172173	-0,6976997698	-0,1618220277	-3,6758800983	-4,1858693929	-3,6755707584	0,0369287394	-0,0729444068	3,0801699745
NC_004663.1	BT_4554	BT_4554	5976231	5977109	-	-2,8884722356	-0,3283415466	-0,6615580443	-3,9516181201	-3,7696467405	-3,2470028971	-0,2060995562	-0,6116995227	3,2198779987
NC_004663.1	BT_4555	BT_4555	5977272	5978273	-	0,2076892292	-0,2416257931	-0,2042389463	-1,3845805748	-0,6118679229	-0,3196860432	-0,1701754752	0,2284965562	-0,1521381549
NC_004663.1	BT_4556	BT_4556	5978297	5978767	-	-0,3549209593	-0,1044367707	-0,0502172593	-1,1992522635	-0,7970637572	-0,3789762244	0,0495936728	0,2268437945	-0,0981501236
NC_004663.1	BT_4557	BT_4557	5978777	5980204	-	-0,8544341427	0,1915277643	0,039215708	-1,0874391773	-1,1214914662	-0,327969927	0,0802680493	0,2355297789	0,1883731044
NC_004663.1	BT_4558	BT_4558	5980344	5981090	+	1,2863897797	0,0260733577	-0,532295634	1,1408616747	0,9280933053	0,8206883413	-0,067005019	-0,3394038338	-3,2480655658
NC_004663.1	BT_4559	BT_4559	5981118	5981489	+	1,5636136418	0,3535625819	-0,1541097504	1,3139751025	1,6224165396	1,4985921521	-0,0181729171	-0,2742971171	-3,1648726506
NC_004663.1	BT_4560	BT_4560	5981615	5982631	-	1,7662309517	-1,4775845519	-0,2405029529	0,3276488553	1,1564911062	1,1038903952	-0,1872792563	0,0361144094	-2,688482499
NC_004663.1	BT_4561	BT_4561	5982671	5983252	-	1,2549676862	-0,7475679289	0,3658219713	0,2858585814	0,934157181	0,9147570584	-0,0604386557	0,2279664825	-2,9441813691
NC_004663.1	BT_4562	BT_4562	5983259	5983825	-	1,1232094536	-0,8423083022	0,3299479478	-0,0931720022	0,5201866131	0,4887569879	-0,0239936413	0,2826100214	-2,8613380321
NC_004663.1	BT_4563	BT_4563	5983989	5984540	-	1,4620070618	-0,3810446317	0,2055591644	0,4560135209	0,7842687602	1,0063245591	0,0893907573	0,2905990521	-2,3571006514
NC_004663.1	BT_4564	BT_4564	5984561	5985511	-	1,3547632888	-0,0052713235	0,1904345572	0,6585108491	1,0545071857	0,9369667606	0,0721823776	0,2891944572	-2,6982930695
NC_004663.1	BT_4565	BT_4565	5985535	5985909	-	1,4462898225	0,4904514057	0,0295430642	2,0157952685	1,4994024658	1,2962226844	0,1763324488	0,452572284	-2,6165944837
NC_004663.1	BT_4566	BT_4566	5986543	5987247	-	-0,4953593581	-0,0552811898	-0,1573878042	-1,2474082131	-0,6293860034	-0,9331904639	-0,1406385469	-0,0138754006	0,5748376162
NC_004663.1	BT_4567	BT_4567	5987249	5988289	-	0,3470833207	1,0576544336	0,9923670717	0,8528637847	0,8588851728	0,5240049811	0,1008867274	0,6160525018	-0,1957754342
NC_004663.1	BT_4568	BT_4568	5988314	5990749	-	0,6770875085	0,1458377909	-0,0321899783	0,4414437036	0,4511464728	0,4154670359	0,1731806268	0,1249750289	0,3409171104
NC_004663.1	BT_4569	BT_4569	5990939	5992024	-	0,0453386866	-0,5168425172	-0,4005586643	-0,1233185939	-0,066299585	-0,4467422387	-0,1366913896	0,0116930192	1,7512249638
NC_004663.1	BT_4570	BT_4570	5992032	5992439	-	-0,731050596	-0,2270103376	-0,6527007178	0,4724638097	-0,5251634794	-0,687896907	-0,509729874	-0,2002387739	1,6385032657
NC_004663.1	BT_4571	BT_4571	5992436	5992996	-	-0,5961185228	-0,3438647488	-0,2962011773	1,073970311	-0,0933245772	-0,872029168	-0,2377023335	-0,1390859584	1,4296116231
NC_004663.1	BT_4572	eno	5993128	5994408	-	-1,8076087978	-0,604721866	-0,1247650354	-1,9317137792	-2,1648526884	-2,0072593728	-0,0532010149	-0,1198830842	1,6066277461
NC_004663.1	BT_4573	BT_4573	5994588	5995250	-	0,7818889317	-0,2672747208	0,300748925	-1,0600964896	-0,1575464299	0,0577911798	-0,0169799349	-0,0437771381	0,4085789744
NC_004663.1	BT_4574	BT_4574	5995271	5995645	-	0,4188323727	0,0089399937	-0,0533775988	0,790554251	0,332663989	0,7006682772	0,0922193212	-0,4577662038	1,0092382306
NC_004663.1	BT_4575	BT_4575	5995753	5996529	-	1,0915280574	0,6147083863	-0,4823550698	1,9441279375	2,7050683721	1,6517982356	0,0009915629	-0,2572948525	2,3368023226
NC_004663.1	BT_4576	BT_4576	5996541	5997377	-	0,0621421744	0,3073138838	0,06353638	0,9305373857	0,6367543641	0,5001815575	0,0323681298	-0,1629759426	1,7264358641
NC_004663.1	BT_4577	BT_4577	5997699	5998061	+	1,4133094464	0,1815137985	0,044388183	0,771383028	1,0030630563	0,7099090669	-0,096241794	-0,0649341776	-1,7936694873
NC_004663.1	BT_4578	BT_4578	5998094	5998987	+	2,0169607586	0,3196277185	0,1235150694	1,1123357112	1,4031283815	0,9197770837	0,0338924191	0,0955807177	-2,0009068022
NC_004663.1	BT_4580	BT_4580	5999509	6000702	+	-1,2565024784	0,1791935321	0,0552062967	-0,0456207282	0,2576923444	0,2917765311	0,0573222553	-0,1917615446	1,213119628
NC_004663.1	BT_4581	BT_4581	6001250	6003409	+	-1,3818296202	0,145781515	0,0220612967	0,8613101542	-0,3910576425	-0,9249011123	0,2094597025	-0,1250788238	1,9117567027
NC_004663.1	BT_4582	BT_4582	6003574	6004983	+	2,540965927	-0,0669227463	-0,2811866058	2,3921330541	2,9886238361	2,0906846268	0,0757533936	0,2654919653	-3,9022246411
NC_004663.1	BT_4583	BT_4583	6005103	6006326	+	-0,6414631192	0,0249964886	0,1493024155	-0,7755235974	-0,6492902384	-0,5314391199	-0,1945384264	0,2151288222	0,9678398422
NC_004663.1	BT_4584	gcvT	6006376	6007461	+	-0,5658622758	0,1045953152	0,3415450839	-0,4814509136	-0,7030082803	-0,2359315283	-0,0498381647	0,1858971538	2,0373515039
NC_004663.1	BT_4585	BT_4585	6007612	6009885	+	-1,7541899811	-0,5729725245	-0,4358065942	-1,2607397981	-1,7545566343	-1,5183969749	-0,0879704185	-0,5142207688	1,058246845
NC_004663.1	BT_4586	BT_4586	6009935	6010360	+	-1,1840772448	-0,6350287114	0,0829274885	-2,1898167957	-1,6884971418	-1,3946414291	0,1086725493	-0,3146415387	1,034595083
NC_004663.1	BT_4587	BT_4587	6010435	6010857	-	-0,3260719214	0,2168552286	-0,2165244631	-0,1510152415	0,1575586069	0,5046838736	0,0566546023	-0,6168877988	-1,6394750529
NC_004663.1	BT_4588	BT_4588	6010959	6011528	-	-0,0495449211	0,2952180015	-0,3625583658	0,1364358932	0,3314605447	0,7017343337	0,0747968527	-0,7585068272	-2,1775405834
NC_004663.1	BT_4589	BT_4589	6011664	6012254	-	0,3843082832	-0,1310153944	-0,1253264394	1,2951231122	0,6708452506	0,5287265628	0,09137557	-0,5522629947	-2,2525266374
NC_004663.1	BT_4590	BT_4590	6012391	6012795	-	0,1035341925	-0,2949313378	-0,074614555	-0,4105749664	0,1063521845	0,054402756	-0,0638390613	-0,1658084051	-0,1586472062
NC_004663.1	BT_4591	BT_4591	6013108	6013890	+	0,7281000306	0,0674325439	-0,0694189025	1,5077309624	1,1529676086	0,8127313084	-0,0143376885	-0,0526239536	-1,7357061548
NC_004663.1	BT_4592	BT_4592	6013931	6014248	+	0,4895617255	-0,2099130237	-0,0099255824	0,031768384	0,1680487413	0,1200960565	-0,0165469532	-0,0728488258	-0,6899747043
NC_004663.1	BT_4593	BT_4593	6014270	6015283	+	0,8036076139	0,0513421688	-0,1445840507	0,6331612827	1,1350467286	0,7323170421	-0,0565041135	0,0151753274	-1,2326914174
NC_004663.1	BT_4594	BT_4594	6015273	6015887	+	1,0383804672	-0,2562819211	-0,0815940288	1,6036776117	2,1250954116	1,5411136112	-0,1937584145	0,115688495	-1,9562957681
NC_004663.1	BT_4595	BT_4595	6015912	6016346	+	0,0315876193	-0,1028882662	0,4271093311	0,1969823996	0,467249454	0,2788047819	-0,0097784843	-0,1518850256	-1,4484652045
NC_004663.1	BT_4596	BT_4596	6016568	6016816	+	0,8389686497	0,2109792877	0,2262280886	0,5199810734	0,5562477735	0,2104851916	-0,2365524206	-0,129600211	-0,3676836254
NC_004663.1	BT_4597	BT_4597	6016876	6019464	-	-5,32964522	0,3733749208	-0,3695076407	-5,0348345873	-5,0211174211	-1,4816341332	0,0032912934	-0,4699020444	1,9055088233
NC_004663.1	BT_4598	BT_4598	6019688	6020272	+	1,7024945856	0,3828469174	0,7050509871	0,5095175066	1,1451596579	0,0110676315	0,1547222495	0,4784949373	-0,1287369068
NC_004663.1	BT_4599	BT_4599	6020330	6021226	+	2,0460061789	0,3819386963	0,5999205675	0,5957458815	1,2581273075	0,1831210622	-0,0263592685	0,3719084839	-0,432656699
NC_004663.1	BT_4600	BT_4600	6021228	6022919	-	-1,497380756	-0,1426652808	-0,6426861191	-1,8692571134	-2,0630262392	-1,7652099375	-0,0592601599	-0,4360779871	0,4756209671
NC_004663.1	BT_4601	BT_4601	6023316	6023954	-	0,3524995617	0,4553712965	-0,0387208354	2,0097771596	0,4351968608	0,990152775	-0,0661711722	0,6062108833	1,397776849
NC_004663.1	BT_4602	BT_4602	6025064	6027442	+	-1,652635077	0,06634805	0,0227609256	-0,5312879071	-0,1428715678	-0,1124715842	-0,1220916287	-0,4445398178	0,4786386813
NC_004663.1	BT_4603	BT_4603	6027445	6028641	+	-2,1075872051	0,2055060369	-0,1831883757	-1,6938418025	-1,286568397	-0,9438428438	0,1650228199	-0,5689307966	-0,0886386443
NC_004663.1	BT_4604	BT_4604	6028644	6029672	+	-1,704821678	-0,1813161188	-0,3451137673	-2,026876905	-1,6409369028	-0,7280392068	0,0750065249	-0,4623749162	-0,4354698508
NC_004663.1	BT_4605	BT_4605	6029684	6032143	+	-2,6563944363	0,0416033101	-0,2529790171	-1,8222643032	-1,58949716	-0,0852452128	0,1345123528	-0,3797863991	0,4253929332
NC_004663.1	BT_4606	BT_4606	6032244	6033428	+	-1,4955749309	-0,0025957573	-0,3116315641	-0,6819505615	-1,0859148494	-0,2066913423	0,2143912169	-0,377127609	-0,7421802774
NC_004663.1	BT_4607	BT_4607	6033573	6034016	+	0,3053798335	0,2864450019	0,3164462624	0,3323188016	0,1300934669	0,3657494634	-0,0442301859	0,3693305944	0,8794868441
NC_004663.1	BT_4608	BT_4608	6034028	6034402	+	0,6757215348	0,2383871448	0,3081535861	0,4630744236	0,3910013427	0,5444293825	-0,0425882427	0,2977656118	0,8276151374
